Store Key,Store Name,Store Address,Store City,Store State,Store Zip Code,Store County,Store Region,Store Open Date,Last Layout Update,Latitude,Longitude,Store Size,Monthly Rent Cost,Number of Employees,Online Ordering,Selling Square Footage,Total Square Footage,LAST_LAYOUT_UPDATE,MONTHLY_RENT_COST,NUMBER_OF_EMPLOYEES,ONLINE_ORDERING,AVG_PARKING_UTILIZATION,PARKING_CAPACITY,PARKING_SQUARE_FOOTAGE,PARKING_LIMIT_2HR,PARKING_TYPE,SELLING_SQUARE_FOOTAGE,STORE_ADDRESS,STORE_CITY,STORE_COUNTY,STORE_KEY,STORE_NAME,STORE_OPEN_DATE,STORE_REGION,STORE_SIZE,STORE_STATE,STORE_ZIP_CODE,TOTAL_SQUARE_FOOTAGE,Store Area,Store Type,Weekday Open Hour,Weekday Close Hour,Sunday Open Hour,Sunday Close Hour
897,Chapel Store #897,897 Chapel Avenue,Livonia,Michigan,48150.0,"Wayne County, Michigan",Midwest,2019-10-23 00:00:00,2023-11-23 00:00:00,42.3716,-83.3768,Large,4900.0,53.0,Delivery to Car,53900.0,62600.0,2023-11-23 00:00:00,4900.0,53.0,Delivery to Car,,,,True,street,53900.0,897 Chapel Avenue,Livonia,"Wayne County, Michigan",897.0,Chapel Store #897,2019-10-23 00:00:00,Midwest,Large,Michigan,48150.0,62600.0,Midwest-4,Store,9,21,10,20
981,Castle Store #981,981 Castle Hill,Paterson,New Jersey,7510.0,"Passaic County, New Jersey",East,2012-04-22 00:00:00,2023-05-15 00:00:00,40.9099,-74.16,Small,2700.0,60.0,Delivery to Car,19000.0,22200.0,2023-05-15 00:00:00,2700.0,60.0,Delivery to Car,0.331,282.0,60606.0,False,garage,19000.0,981 Castle Hill,Paterson,"Passaic County, New Jersey",981.0,Castle Store #981,2012-04-22 00:00:00,East,Small,New Jersey,7510.0,22200.0,East-3,Store,10,20,11,18
885,Abbey Store #885,885 Abbey Tunnel,Rio Rancho,New Mexico,87124.0,"Bernalillo County, New Mexico",Southwest,2013-11-23 00:00:00,2025-07-12 00:00:00,35.2685,-106.7837,Medium,2800.0,64.0,Ship to Residence,36400.0,43600.0,2025-07-12 00:00:00,2800.0,64.0,Ship to Residence,,,,False,street,36400.0,885 Abbey Tunnel,Rio Rancho,"Bernalillo County, New Mexico",885.0,Abbey Store #885,2013-11-23 00:00:00,Southwest,Medium,New Mexico,87124.0,43600.0,Southwest-3,Store,10,21,11,19
557,Hammersmith Store #557,557 Hammersmith Hill,Baton Rouge,Louisiana,70826.0,"East Baton Rouge Parish, Louisiana",South,2019-08-01 00:00:00,2021-12-21 00:00:00,30.44,-91.12,Large,10700.0,56.0,Ship to Residence,50200.0,62200.0,2021-12-21 00:00:00,10700.0,56.0,Ship to Residence,0.364,746.0,171050.0,False,garage,50200.0,557 Hammersmith Hill,Baton Rouge,"East Baton Rouge Parish, Louisiana",557.0,Hammersmith Store #557,2019-08-01 00:00:00,South,Large,Louisiana,70826.0,62200.0,South-1,Store,9,21,10,20
24,Anns Store #24,24 Anns Alley,New York City,New York,10199.0,"New York County, New York",East,2013-05-02 00:00:00,2025-02-17 00:00:00,40.7513,-73.9972,Small,2100.0,62.0,Delivery to Car,15100.0,17500.0,2025-02-17 00:00:00,2100.0,62.0,Delivery to Car,0.437,273.0,58100.0,True,lot,15100.0,24 Anns Alley,New York City,"New York County, New York",24.0,Anns Store #24,2013-05-02 00:00:00,East,Small,New York,10199.0,17500.0,East-1,Store,10,20,11,18
576,Norland Store #576,576 Norland Pass,Milwaukee,Wisconsin,53203.0,"Milwaukee County, Wisconsin",Midwest,2017-11-03 00:00:00,2022-08-08 00:00:00,43.0381,-87.9167,Large,11300.0,55.0,Ship to Residence,45600.0,53800.0,2022-08-08 00:00:00,11300.0,55.0,Ship to Residence,,,,False,street,45600.0,576 Norland Pass,Milwaukee,"Milwaukee County, Wisconsin",576.0,Norland Store #576,2017-11-03 00:00:00,Midwest,Large,Wisconsin,53203.0,53800.0,Midwest-3,Store,9,21,10,20
925,Capeners Store #925,925 Capeners Crossroad,Huntsville,Alabama,35813.0,"Limestone County, Alabama",South,2012-01-18 00:00:00,2020-03-18 00:00:00,34.7,-86.62,Large,10900.0,54.0,Delivery to Car,47300.0,54800.0,2020-03-18 00:00:00,10900.0,54.0,Delivery to Car,0.227,807.0,175360.0,True,lot,47300.0,925 Capeners Crossroad,Huntsville,"Limestone County, Alabama",925.0,Capeners Store #925,2012-01-18 00:00:00,South,Large,Alabama,35813.0,54800.0,South-3,Store,9,21,10,20
575,Camden Store #575,575 Camden Hill,Pasadena,California,91103.0,"Los Angeles County, California",West,2010-11-10 00:00:00,2017-08-22 00:00:00,34.1695,-118.1649,Small,6500.0,40.0,,15900.0,19400.0,2017-08-22 00:00:00,6500.0,40.0,,0.355,286.0,67706.0,False,lot,15900.0,575 Camden Hill,Pasadena,"Los Angeles County, California",575.0,Camden Store #575,2010-11-10 00:00:00,West,Small,California,91103.0,19400.0,West-3,Store,10,20,11,18
866,Thorndike Store #866,866 Thorndike Hill,Oakland,California,94612.0,"Alameda County, California",West,2015-01-31 00:00:00,2019-08-13 00:00:00,37.8088,-122.2692,Small,6200.0,56.0,,19000.0,22200.0,2019-08-13 00:00:00,6200.0,56.0,,0.477,277.0,63714.0,True,lot,19000.0,866 Thorndike Hill,Oakland,"Alameda County, California",866.0,Thorndike Store #866,2015-01-31 00:00:00,West,Small,California,94612.0,22200.0,West-5,Store,10,20,11,18
321,Bacton Store #321,321 Bacton Crossroad,Bellingham,Washington,98225.0,"Whatcom County, Washington",West,2013-01-29 00:00:00,2024-06-03 00:00:00,48.7509,-122.5013,Large,6400.0,61.0,Delivery to Car,49400.0,57800.0,2024-06-03 00:00:00,6400.0,61.0,Delivery to Car,0.331,874.0,184382.0,False,garage,49400.0,321 Bacton Crossroad,Bellingham,"Whatcom County, Washington",321.0,Bacton Store #321,2013-01-29 00:00:00,West,Large,Washington,98225.0,57800.0,West-2,Store,9,21,10,20
647,Bacon Store #647,647 Bacon Drive,Spokane Valley,Washington,99206.0,"Spokane County, Washington",West,2016-01-30 00:00:00,2019-06-05 00:00:00,47.6293,-117.2547,Large,8700.0,37.0,Ship to Residence,44900.0,52100.0,2019-06-05 00:00:00,8700.0,37.0,Ship to Residence,,,,True,street,44900.0,647 Bacon Drive,Spokane Valley,"Spokane County, Washington",647.0,Bacon Store #647,2016-01-30 00:00:00,West,Large,Washington,99206.0,52100.0,West-4,Store,9,21,10,20
974,Edwin Store #974,974 Edwin Rue,Hoover,Alabama,35226.0,"Jefferson County, Alabama",South,2011-11-04 00:00:00,2021-05-07 00:00:00,33.3992,-86.8459,Large,9800.0,26.0,Curbside Pickup,49700.0,62200.0,2021-05-07 00:00:00,9800.0,26.0,Curbside Pickup,0.221,796.0,199040.0,True,garage,49700.0,974 Edwin Rue,Hoover,"Jefferson County, Alabama",974.0,Edwin Store #974,2011-11-04 00:00:00,South,Large,Alabama,35226.0,62200.0,South-3,Store,9,21,10,20
992,Bendmore Store #992,992 Bendmore Drive,Fullerton,California,92834.0,"Orange County, California",West,2012-05-08 00:00:00,2020-09-20 00:00:00,33.87,-117.89,Medium,7600.0,26.0,Ship to Residence,30900.0,36500.0,2020-09-20 00:00:00,7600.0,26.0,Ship to Residence,0.412,565.0,125560.0,True,lot,30900.0,992 Bendmore Drive,Fullerton,"Orange County, California",992.0,Bendmore Store #992,2012-05-08 00:00:00,West,Medium,California,92834.0,36500.0,West-5,Store,10,21,11,19
809,Boleyn Store #809,809 Boleyn Pass,Santa Maria,California,93454.0,"Santa Barbara County, California",West,2011-12-16 00:00:00,2025-02-24 00:00:00,34.923,-120.2595,Medium,3000.0,27.0,Curbside Pickup,36000.0,42100.0,2025-02-24 00:00:00,3000.0,27.0,Curbside Pickup,0.376,553.0,124616.0,True,lot,36000.0,809 Boleyn Pass,Santa Maria,"Santa Barbara County, California",809.0,Boleyn Store #809,2011-12-16 00:00:00,West,Medium,California,93454.0,42100.0,West-4,Store,10,21,11,19
39,Ampton Store #39,39 Ampton Way,Tempe,Arizona,85282.0,"Maricopa County, Arizona",Southwest,2013-03-14 00:00:00,2018-10-03 00:00:00,33.394,-111.9329,Large,2900.0,39.0,In Store Pickup,54500.0,64300.0,2018-10-03 00:00:00,2900.0,39.0,In Store Pickup,0.464,952.0,208975.0,False,lot,54500.0,39 Ampton Way,Tempe,"Maricopa County, Arizona",39.0,Ampton Store #39,2013-03-14 00:00:00,Southwest,Large,Arizona,85282.0,64300.0,Southwest-1,Store,9,21,10,20
571,Abbots Store #571,571 Abbots Hill,Kirkland,Washington,98033.0,"King County, Washington",West,2019-11-06 00:00:00,2024-08-25 00:00:00,47.676,-122.1936,Large,9400.0,28.0,Delivery to Car,51400.0,62700.0,2024-08-25 00:00:00,9400.0,28.0,Delivery to Car,0.226,841.0,203148.0,False,lot,51400.0,571 Abbots Hill,Kirkland,"King County, Washington",571.0,Abbots Store #571,2019-11-06 00:00:00,West,Large,Washington,98033.0,62700.0,West-3,Store,9,21,10,20
502,Gavel Store #502,502 Gavel Walk,Menifee,California,92584.0,"Riverside County, California",West,2019-08-24 00:00:00,2022-11-02 00:00:00,33.6527,-117.1736,Large,6000.0,34.0,Delivery to Car,47300.0,55800.0,2022-11-02 00:00:00,6000.0,34.0,Delivery to Car,,,,True,street,47300.0,502 Gavel Walk,Menifee,"Riverside County, California",502.0,Gavel Store #502,2019-08-24 00:00:00,West,Large,California,92584.0,55800.0,West-3,Store,9,21,10,20
204,Blore Store #204,204 Blore Road,Manchester,New Hampshire,3103.0,"Hillsborough County, New Hampshire",East,2013-01-31 00:00:00,2017-09-29 00:00:00,42.9505,-71.4465,Small,9800.0,51.0,Delivery to Car,18400.0,22300.0,2017-09-29 00:00:00,9800.0,51.0,Delivery to Car,0.476,236.0,57534.0,True,lot,18400.0,204 Blore Road,Manchester,"Hillsborough County, New Hampshire",204.0,Blore Store #204,2013-01-31 00:00:00,East,Small,New Hampshire,3103.0,22300.0,East-1,Store,10,20,11,18
821,Lake Store #821,821 Lake Road,Clovis,California,93611.0,"Fresno County, California",West,2020-10-10 00:00:00,2018-06-28 00:00:00,36.8253,-119.6802,Medium,3400.0,30.0,In Store Pickup,28900.0,35300.0,2018-06-28 00:00:00,3400.0,30.0,In Store Pickup,0.382,504.0,106606.0,True,garage,28900.0,821 Lake Road,Clovis,"Fresno County, California",821.0,Lake Store #821,2020-10-10 00:00:00,West,Medium,California,93611.0,35300.0,West-5,Store,10,21,11,19
324,Glenwood Store #324,324 Glenwood Way,Costa Mesa,California,92628.0,"Orange County, California",West,2016-05-27 00:00:00,2018-05-12 00:00:00,33.64,-117.91,Large,8700.0,32.0,Curbside Pickup,48500.0,57200.0,2018-05-12 00:00:00,8700.0,32.0,Curbside Pickup,0.23,631.0,153868.0,False,garage,48500.0,324 Glenwood Way,Costa Mesa,"Orange County, California",324.0,Glenwood Store #324,2016-05-27 00:00:00,West,Large,California,92628.0,57200.0,West-2,Store,9,21,10,20
674,Cheney Store #674,674 Cheney Walk,Palmdale,California,93550.0,"Los Angeles County, California",West,2013-12-24 00:00:00,2018-06-17 00:00:00,34.4084,-118.1236,Large,5000.0,65.0,Ship to Residence,53800.0,63500.0,2018-06-17 00:00:00,5000.0,65.0,Ship to Residence,0.241,934.0,201930.0,False,garage,53800.0,674 Cheney Walk,Palmdale,"Los Angeles County, California",674.0,Cheney Store #674,2013-12-24 00:00:00,West,Large,California,93550.0,63500.0,West-4,Store,9,21,10,20
591,Cliff Store #591,591 Cliff Walk,Plantation,Florida,33313.0,"Broward County, Florida",South,2011-04-29 00:00:00,2017-08-04 00:00:00,26.1515,-80.2273,Large,10200.0,53.0,In Store Pickup,48900.0,59700.0,2017-08-04 00:00:00,10200.0,53.0,In Store Pickup,0.229,873.0,186264.0,True,lot,48900.0,591 Cliff Walk,Plantation,"Broward County, Florida",591.0,Cliff Store #591,2011-04-29 00:00:00,South,Large,Florida,33313.0,59700.0,South-2,Store,9,21,10,20
281,Earl Store #281,281 Earl Rise Street,Sioux Falls,South Dakota,57104.0,"Lincoln County, South Dakota",Midwest,2020-08-02 00:00:00,2024-09-20 00:00:00,43.6048,-96.7074,Medium,2600.0,57.0,In Store Pickup,28800.0,34300.0,2024-09-20 00:00:00,2600.0,57.0,In Store Pickup,,,,False,street,28800.0,281 Earl Rise Street,Sioux Falls,"Lincoln County, South Dakota",281.0,Earl Store #281,2020-08-02 00:00:00,Midwest,Medium,South Dakota,57104.0,34300.0,Midwest-2,Store,10,21,11,19
790,Bolingbroke Store #790,790 Bolingbroke Grove,Duluth,Minnesota,55801.0,"St. Louis County, Minnesota",Midwest,2015-10-07 00:00:00,2018-10-23 00:00:00,46.78,-92.11,Large,4400.0,29.0,,51500.0,63400.0,2018-10-23 00:00:00,4400.0,29.0,,,,,False,street,51500.0,790 Bolingbroke Grove,Duluth,"St. Louis County, Minnesota",790.0,Bolingbroke Store #790,2015-10-07 00:00:00,Midwest,Large,Minnesota,55801.0,63400.0,Midwest-4,Store,9,21,10,20
815,Rivervalley Store #815,815 Rivervalley Street,Deerfield Beach,Florida,33441.0,"Broward County, Florida",South,2017-08-03 00:00:00,2022-07-01 00:00:00,26.3111,-80.0979,Medium,2400.0,44.0,,32300.0,40300.0,2022-07-01 00:00:00,2400.0,44.0,,0.3,539.0,132184.0,False,lot,32300.0,815 Rivervalley Street,Deerfield Beach,"Broward County, Florida",815.0,Rivervalley Store #815,2017-08-03 00:00:00,South,Medium,Florida,33441.0,40300.0,South-3,Store,10,21,11,19
254,Spruce Store #254,254 Spruce Way,South Gate,California,90280.0,"Los Angeles County, California",West,2018-10-29 00:00:00,2017-09-29 00:00:00,33.9442,-118.1928,Small,7500.0,42.0,Curbside Pickup,14700.0,18400.0,2017-09-29 00:00:00,7500.0,42.0,Curbside Pickup,0.234,259.0,58144.0,False,garage,14700.0,254 Spruce Way,South Gate,"Los Angeles County, California",254.0,Spruce Store #254,2018-10-29 00:00:00,West,Small,California,90280.0,18400.0,West-1,Store,10,20,11,18
911,Collins Store #911,911 Collins Way,Lewisville,Texas,75029.0,"Dallas County, Texas",Southwest,2018-08-31 00:00:00,2016-12-25 00:00:00,33.04,-96.98,Large,5100.0,62.0,Ship to Residence,51900.0,63300.0,2016-12-25 00:00:00,5100.0,62.0,Ship to Residence,0.296,803.0,193065.0,True,garage,51900.0,911 Collins Way,Lewisville,"Dallas County, Texas",911.0,Collins Store #911,2018-08-31 00:00:00,Southwest,Large,Texas,75029.0,63300.0,Southwest-3,Store,9,21,10,20
806,Ampton Store #806,806 Ampton Boulevard,Bolingbrook,Illinois,60440.0,"DuPage County, Illinois",Midwest,2015-08-26 00:00:00,2020-01-26 00:00:00,41.7006,-88.075,Large,9400.0,59.0,Curbside Pickup,46100.0,53500.0,2020-01-26 00:00:00,9400.0,59.0,Curbside Pickup,,,,False,street,46100.0,806 Ampton Boulevard,Bolingbrook,"DuPage County, Illinois",806.0,Ampton Store #806,2015-08-26 00:00:00,Midwest,Large,Illinois,60440.0,53500.0,Midwest-4,Store,9,21,10,20
56,Coley Store #56,56 Coley Boulevard,Naperville,Illinois,60540.0,"DuPage County, Illinois",Midwest,2017-11-06 00:00:00,2016-09-29 00:00:00,41.7647,-88.1454,Medium,6600.0,28.0,In Store Pickup,28100.0,34300.0,2016-09-29 00:00:00,6600.0,28.0,In Store Pickup,,,,True,street,28100.0,56 Coley Boulevard,Naperville,"DuPage County, Illinois",56.0,Coley Store #56,2017-11-06 00:00:00,Midwest,Medium,Illinois,60540.0,34300.0,Midwest-1,Store,10,21,11,19
979,Balfour Store #979,979 Balfour Road,Hoover,Alabama,35226.0,"Jefferson County, Alabama",South,2014-03-06 00:00:00,2022-01-09 00:00:00,33.3992,-86.8459,Medium,2200.0,53.0,In Store Pickup,30200.0,36200.0,2022-01-09 00:00:00,2200.0,53.0,In Store Pickup,0.431,469.0,108600.0,True,garage,30200.0,979 Balfour Road,Hoover,"Jefferson County, Alabama",979.0,Balfour Store #979,2014-03-06 00:00:00,South,Medium,Alabama,35226.0,36200.0,South-3,Store,10,21,11,19
550,Eaglet Store #550,550 Eaglet Pass,Baton Rouge,Louisiana,70826.0,"East Baton Rouge Parish, Louisiana",South,2011-04-07 00:00:00,2019-03-15 00:00:00,30.44,-91.12,Medium,5100.0,43.0,,37500.0,45400.0,2019-03-15 00:00:00,5100.0,43.0,,0.245,618.0,151182.0,False,garage,37500.0,550 Eaglet Pass,Baton Rouge,"East Baton Rouge Parish, Louisiana",550.0,Eaglet Store #550,2011-04-07 00:00:00,South,Medium,Louisiana,70826.0,45400.0,South-1,Store,10,21,11,19
402,Duthie Store #402,402 Duthie Crossroad,Columbus,Ohio,43216.0,"Delaware County, Ohio",Midwest,2011-12-28 00:00:00,2024-06-07 00:00:00,39.9799,-82.98,Large,3900.0,28.0,Curbside Pickup,46600.0,56000.0,2024-06-07 00:00:00,3900.0,28.0,Curbside Pickup,0.296,687.0,160720.0,False,garage,46600.0,402 Duthie Crossroad,Columbus,"Delaware County, Ohio",402.0,Duthie Store #402,2011-12-28 00:00:00,Midwest,Large,Ohio,43216.0,56000.0,Midwest-3,Store,9,21,10,20
473,Tisbury Store #473,473 Tisbury Road,West Palm Beach,Florida,33401.0,"Palm Beach County, Florida",South,2012-10-15 00:00:00,2021-11-06 00:00:00,26.7158,-80.0702,Large,10700.0,54.0,Ship to Residence,48500.0,59700.0,2021-11-06 00:00:00,10700.0,54.0,Ship to Residence,0.374,818.0,172533.0,False,garage,48500.0,473 Tisbury Road,West Palm Beach,"Palm Beach County, Florida",473.0,Tisbury Store #473,2012-10-15 00:00:00,South,Large,Florida,33401.0,59700.0,South-1,Store,9,21,10,20
288,Parkfields Store #288,288 Parkfields Avenue,Parma,Ohio,44129.0,"Cuyahoga County, Ohio",Midwest,2017-07-22 00:00:00,2020-04-16 00:00:00,41.3905,-81.7353,Medium,5700.0,25.0,,27900.0,34600.0,2020-04-16 00:00:00,5700.0,25.0,,,,,True,street,27900.0,288 Parkfields Avenue,Parma,"Cuyahoga County, Ohio",288.0,Parkfields Store #288,2017-07-22 00:00:00,Midwest,Medium,Ohio,44129.0,34600.0,Midwest-2,Store,10,21,11,19
610,Sheraton Store #610,610 Sheraton Pass,Omaha,Nebraska,68108.0,"Douglas County, Nebraska",Midwest,2016-10-01 00:00:00,2020-09-06 00:00:00,41.2376,-95.9301,Large,11500.0,25.0,Ship to Residence,54000.0,67000.0,2020-09-06 00:00:00,11500.0,25.0,Ship to Residence,,,,False,street,54000.0,610 Sheraton Pass,Omaha,"Douglas County, Nebraska",610.0,Sheraton Store #610,2016-10-01 00:00:00,Midwest,Large,Nebraska,68108.0,67000.0,Midwest-3,Store,9,21,10,20
67,Clavell Store #67,67 Clavell Alley,Kennewick,Washington,99336.0,"Benton County, Washington",West,2017-10-05 00:00:00,2024-06-30 00:00:00,46.2141,-119.1757,Medium,9300.0,47.0,,28200.0,35300.0,2024-06-30 00:00:00,9300.0,47.0,,0.379,503.0,108018.0,True,garage,28200.0,67 Clavell Alley,Kennewick,"Benton County, Washington",67.0,Clavell Store #67,2017-10-05 00:00:00,West,Medium,Washington,99336.0,35300.0,West-1,Store,10,21,11,19
89,Buttonwood Store #89,89 Buttonwood Boulevard,Appleton,Wisconsin,54911.0,"Calumet County, Wisconsin",Midwest,2016-01-26 00:00:00,2023-10-22 00:00:00,44.2815,-88.381,Small,4700.0,63.0,Curbside Pickup,17900.0,20500.0,2023-10-22 00:00:00,4700.0,63.0,Curbside Pickup,,,,False,street,17900.0,89 Buttonwood Boulevard,Appleton,"Calumet County, Wisconsin",89.0,Buttonwood Store #89,2016-01-26 00:00:00,Midwest,Small,Wisconsin,54911.0,20500.0,Midwest-1,Store,10,20,11,18
898,Ernest Store #898,898 Ernest Lane,Lynchburg,Virginia,24501.0,"Lynchburg City, Virginia",East,2018-07-17 00:00:00,2025-01-06 00:00:00,37.3596,-79.1413,Small,11500.0,29.0,In Store Pickup,13500.0,16800.0,2025-01-06 00:00:00,11500.0,29.0,In Store Pickup,0.313,236.0,55944.0,False,garage,13500.0,898 Ernest Lane,Lynchburg,"Lynchburg City, Virginia",898.0,Ernest Store #898,2018-07-17 00:00:00,East,Small,Virginia,24501.0,16800.0,East-3,Store,10,20,11,18
21,Edwin Store #21,21 Edwin Tunnel,Troy,Michigan,48007.0,"Newaygo County, Michigan",Midwest,2014-10-06 00:00:00,2021-04-13 00:00:00,42.58,-83.14,Small,7600.0,28.0,Delivery to Car,16000.0,19700.0,2021-04-13 00:00:00,7600.0,28.0,Delivery to Car,,,,False,street,16000.0,21 Edwin Tunnel,Troy,"Newaygo County, Michigan",21.0,Edwin Store #21,2014-10-06 00:00:00,Midwest,Small,Michigan,48007.0,19700.0,Midwest-1,Store,10,20,11,18
594,Church Store #594,594 Church Drive,Costa Mesa,California,92628.0,"Orange County, California",West,2017-12-10 00:00:00,2016-06-29 00:00:00,33.64,-117.91,Medium,9600.0,48.0,Ship to Residence,35100.0,42900.0,2016-06-29 00:00:00,9600.0,48.0,Ship to Residence,0.349,599.0,127413.0,True,garage,35100.0,594 Church Drive,Costa Mesa,"Orange County, California",594.0,Church Store #594,2017-12-10 00:00:00,West,Medium,California,92628.0,42900.0,West-3,Store,10,21,11,19
71,Chambers Store #71,71 Chambers Pass,Lafayette,Indiana,47901.0,"Tippecanoe County, Indiana",Midwest,2012-01-08 00:00:00,2016-10-16 00:00:00,40.4178,-86.8896,Large,7500.0,59.0,Curbside Pickup,52400.0,65000.0,2016-10-16 00:00:00,7500.0,59.0,Curbside Pickup,,,,True,street,52400.0,71 Chambers Pass,Lafayette,"Tippecanoe County, Indiana",71.0,Chambers Store #71,2012-01-08 00:00:00,Midwest,Large,Indiana,47901.0,65000.0,Midwest-1,Store,9,21,10,20
222,Carolina Store #222,222 Carolina Vale,Arlington Heights,Illinois,60004.0,"Cook County, Illinois",Midwest,2019-12-30 00:00:00,2017-03-09 00:00:00,42.1128,-87.9795,Large,10900.0,56.0,,46600.0,54900.0,2017-03-09 00:00:00,10900.0,56.0,,,,,True,street,46600.0,222 Carolina Vale,Arlington Heights,"Cook County, Illinois",222.0,Carolina Store #222,2019-12-30 00:00:00,Midwest,Large,Illinois,60004.0,54900.0,Midwest-2,Store,9,21,10,20
770,Chelsea Store #770,770 Chelsea Manor Crossroad,Carson,California,90745.0,"Los Angeles County, California",West,2019-11-21 00:00:00,2022-05-28 00:00:00,33.8227,-118.2641,Large,1400.0,57.0,Delivery to Car,49400.0,60700.0,2022-05-28 00:00:00,1400.0,57.0,Delivery to Car,0.23,751.0,182707.0,True,lot,49400.0,770 Chelsea Manor Crossroad,Carson,"Los Angeles County, California",770.0,Chelsea Store #770,2019-11-21 00:00:00,West,Large,California,90745.0,60700.0,West-4,Store,9,21,10,20
199,Blenkarne Store #199,199 Blenkarne Crossroad,Las Vegas,Nevada,89199.0,"Clark County, Nevada",West,2018-11-03 00:00:00,2025-08-05 00:00:00,36.15,-115.1,Large,11400.0,56.0,Curbside Pickup,45100.0,54200.0,2025-08-05 00:00:00,11400.0,56.0,Curbside Pickup,0.319,797.0,185364.0,False,lot,45100.0,199 Blenkarne Crossroad,Las Vegas,"Clark County, Nevada",199.0,Blenkarne Store #199,2018-11-03 00:00:00,West,Large,Nevada,89199.0,54200.0,West-1,Store,9,21,10,20
464,Oxford Store #464,464 Oxford Lane,Riverside,California,92507.0,"Riverside County, California",West,2018-03-11 00:00:00,2018-06-28 00:00:00,33.9707,-117.3251,Small,4700.0,35.0,,16800.0,20000.0,2018-06-28 00:00:00,4700.0,35.0,,0.491,259.0,59600.0,False,garage,16800.0,464 Oxford Lane,Riverside,"Riverside County, California",464.0,Oxford Store #464,2018-03-11 00:00:00,West,Small,California,92507.0,20000.0,West-3,Store,10,20,11,18
578,Bush Store #578,578 Bush Crossroad,East Orange,New Jersey,7017.0,"Essex County, New Jersey",East,2015-04-18 00:00:00,2023-11-14 00:00:00,40.7721,-74.2071,Small,7200.0,47.0,,15300.0,18900.0,2023-11-14 00:00:00,7200.0,47.0,,0.477,226.0,54243.0,False,garage,15300.0,578 Bush Crossroad,East Orange,"Essex County, New Jersey",578.0,Bush Store #578,2015-04-18 00:00:00,East,Small,New Jersey,7017.0,18900.0,East-2,Store,10,20,11,18
603,Gavel Store #603,603 Gavel Alley,Santa Fe,New Mexico,87500.0,"Santa Fe County, New Mexico",Southwest,2015-11-12 00:00:00,2024-01-11 00:00:00,35.5143,-105.9658,Large,8900.0,37.0,,49100.0,60900.0,2024-01-11 00:00:00,8900.0,37.0,,,,,True,street,49100.0,603 Gavel Alley,Santa Fe,"Santa Fe County, New Mexico",603.0,Gavel Store #603,2015-11-12 00:00:00,Southwest,Large,New Mexico,87500.0,60900.0,Southwest-2,Store,9,21,10,20
642,Enford Store #642,642 Enford Road,Tacoma,Washington,98413.0,"Pierce County, Washington",West,2013-01-17 00:00:00,2019-08-29 00:00:00,47.2,-122.48,Small,4800.0,41.0,Ship to Residence,14100.0,16900.0,2019-08-29 00:00:00,4800.0,41.0,Ship to Residence,0.46,191.0,47489.0,False,garage,14100.0,642 Enford Road,Tacoma,"Pierce County, Washington",642.0,Enford Store #642,2013-01-17 00:00:00,West,Small,Washington,98413.0,16900.0,West-4,Store,10,20,11,18
164,Chester Store #164,164 Chester Drive,Austin,Texas,78710.0,"Travis County, Texas",Southwest,2013-02-13 00:00:00,2023-05-17 00:00:00,30.26,-97.74,Large,6100.0,53.0,Ship to Residence,51300.0,61600.0,2023-05-17 00:00:00,6100.0,53.0,Ship to Residence,0.399,660.0,164472.0,True,lot,51300.0,164 Chester Drive,Austin,"Travis County, Texas",164.0,Chester Store #164,2013-02-13 00:00:00,Southwest,Large,Texas,78710.0,61600.0,Southwest-1,Store,9,21,10,20
538,Lexington Store #538,538 Lexington Rue,Vancouver,Washington,98668.0,"Clark County, Washington",West,2011-07-29 00:00:00,2017-12-21 00:00:00,45.71,-122.62,Large,3400.0,44.0,Ship to Residence,54200.0,65600.0,2017-12-21 00:00:00,3400.0,44.0,Ship to Residence,0.251,930.0,196144.0,True,garage,54200.0,538 Lexington Rue,Vancouver,"Clark County, Washington",538.0,Lexington Store #538,2011-07-29 00:00:00,West,Large,Washington,98668.0,65600.0,West-3,Store,9,21,10,20
949,Abourne Store #949,949 Abourne Grove,Richmond,Virginia,23232.0,"Richmond city, Virginia",East,2016-12-07 00:00:00,2024-05-02 00:00:00,37.55,-77.4599,Medium,10200.0,43.0,Delivery to Car,33100.0,38000.0,2024-05-02 00:00:00,10200.0,43.0,Delivery to Car,0.202,504.0,122360.0,True,garage,33100.0,949 Abourne Grove,Richmond,"Richmond city, Virginia",949.0,Abourne Store #949,2016-12-07 00:00:00,East,Medium,Virginia,23232.0,38000.0,East-3,Store,10,21,11,19
717,Pine Store #717,717 Pine Avenue,Lewisville,Texas,75029.0,"Dallas County, Texas",Southwest,2015-08-14 00:00:00,2016-03-28 00:00:00,33.04,-96.98,Large,2700.0,29.0,,44400.0,52400.0,2016-03-28 00:00:00,2700.0,29.0,,0.246,833.0,177112.0,True,lot,44400.0,717 Pine Avenue,Lewisville,"Dallas County, Texas",717.0,Pine Store #717,2015-08-14 00:00:00,Southwest,Large,Texas,75029.0,52400.0,Southwest-3,Store,9,21,10,20
