Store Key,Product Key,Adjustment Date,Adjustment Quantity,Adjustment Reason
984,412,2022-11-15,-7,Theft
591,215,2021-12-15,-4,Damage
318,208,2021-09-11,-1,Damage
912,652,2025-08-13,-9,Theft
766,657,2024-09-11,2,Cycle Count Correction
942,438,2022-07-09,-13,Expiration
615,40,2024-07-19,-5,Expiration
360,882,2023-11-18,6,Cycle Count Correction
922,884,2024-11-08,-1,Damage
204,1073,2023-06-28,-9,Theft
845,237,2024-02-12,-1,Damage
443,1055,2022-02-05,-14,Damage
502,1030,2022-12-24,-4,Cycle Count Correction
409,900,2025-07-13,-2,Theft
814,235,2022-12-14,7,Cycle Count Correction
450,175,2023-01-08,-1,Theft
610,812,2022-02-25,-9,Other
888,710,2025-06-15,-3,Damage
902,898,2022-05-02,-4,Damage
869,654,2022-02-15,-3,Damage
926,523,2025-09-10,-9,Damage
869,572,2023-03-01,-14,Cycle Count Correction
561,665,2025-10-04,-7,Theft
33,151,2022-06-27,-7,Cycle Count Correction
27,676,2023-01-16,-11,Expiration
858,495,2023-12-06,-9,Cycle Count Correction
889,110,2024-10-24,-6,Damage
39,876,2023-07-03,-14,Expiration
561,791,2022-09-20,-8,Theft
555,155,2022-01-03,-6,Theft
24,745,2022-12-17,-3,Cycle Count Correction
318,494,2022-02-16,-12,Theft
222,890,2025-04-05,-13,Theft
806,937,2022-10-09,-6,Damage
885,808,2023-08-17,-10,Other
741,1073,2024-04-03,3,Cycle Count Correction
199,433,2022-09-28,9,Cycle Count Correction
89,394,2021-11-19,-12,Damage
326,223,2023-08-09,-14,Expiration
578,716,2022-09-12,-3,Cycle Count Correction
981,180,2024-10-26,-3,Expiration
170,464,2021-10-20,-3,Damage
942,707,2024-09-23,-4,Damage
129,410,2021-12-08,-2,Damage
953,786,2025-03-29,-7,Theft
164,77,2024-04-03,-4,Damage
199,222,2023-05-27,-1,Theft
669,815,2025-07-04,-14,Damage
6,607,2023-05-27,-4,Theft
326,982,2021-10-22,-2,Theft
869,835,2022-07-27,-2,Theft
806,287,2023-05-27,-10,Expiration
177,878,2023-12-17,-8,Expiration
321,459,2024-03-07,1,Cycle Count Correction
611,871,2022-11-19,-6,Theft
949,386,2024-03-24,-3,Theft
659,470,2025-09-04,-1,Expiration
359,743,2022-04-21,-9,Expiration
911,254,2024-12-18,-14,Damage
436,330,2023-10-16,-4,Other
209,731,2023-04-20,-6,Damage
670,487,2024-07-10,-14,Theft
184,801,2022-05-29,-11,Damage
594,404,2023-06-23,-12,Expiration
84,248,2025-01-31,-11,Damage
992,671,2025-02-12,-13,Theft
898,37,2025-07-29,-2,Damage
204,359,2024-03-21,-7,Theft
758,913,2025-01-12,-6,Cycle Count Correction
36,609,2021-11-10,-14,Damage
500,1078,2022-07-09,-1,Expiration
464,39,2021-11-19,-12,Theft
16,1026,2024-12-13,-3,Theft
102,832,2023-03-02,-3,Expiration
473,101,2022-09-04,-10,Expiration
594,181,2023-08-21,-4,Expiration
318,534,2022-07-26,-11,Theft
33,954,2022-03-05,-9,Damage
527,31,2021-10-13,-7,Theft
254,1074,2021-08-30,-2,Cycle Count Correction
296,993,2022-12-23,-1,Damage
118,737,2025-09-07,-4,Expiration
288,454,2024-11-20,-3,Damage
979,588,2023-03-13,-14,Cycle Count Correction
591,436,2023-01-25,-1,Theft
254,830,2023-04-18,-10,Theft
250,641,2023-07-31,-8,Other
89,240,2024-03-06,-11,Expiration
450,104,2021-09-12,-7,Cycle Count Correction
34,216,2024-11-05,-13,Cycle Count Correction
734,441,2025-03-04,-13,Cycle Count Correction
491,584,2022-07-21,-8,Cycle Count Correction
885,1056,2023-10-09,8,Cycle Count Correction
355,551,2021-09-16,-10,Expiration
450,1090,2025-02-27,-7,Expiration
949,158,2024-04-13,-10,Damage
845,473,2021-11-12,-7,Damage
973,511,2023-02-10,-11,Cycle Count Correction
649,1075,2023-02-06,-5,Theft
615,280,2022-04-03,-7,Expiration
164,542,2024-06-28,-4,Damage
926,123,2021-12-08,-9,Damage
659,983,2025-06-05,-1,Damage
893,463,2022-06-19,-1,Expiration
972,851,2022-01-16,-8,Expiration
768,160,2025-06-20,-9,Theft
897,985,2025-05-10,-14,Expiration
209,1010,2022-04-03,3,Cycle Count Correction
209,94,2022-12-13,-13,Damage
925,462,2022-02-26,-9,Other
766,187,2023-09-12,-14,Damage
473,131,2025-01-16,-2,Damage
316,668,2023-05-21,-9,Theft
227,21,2022-03-12,-14,Damage
973,108,2024-02-04,-11,Damage
402,638,2024-04-04,-6,Damage
766,98,2024-09-19,-1,Theft
932,109,2025-03-06,-13,Damage
241,178,2023-06-18,-13,Theft
227,1089,2024-06-29,-3,Theft
177,48,2023-08-08,-13,Theft
591,139,2024-03-06,-1,Damage
102,493,2022-12-01,-7,Theft
815,321,2025-06-05,-8,Damage
281,186,2025-09-15,-2,Damage
908,213,2023-07-03,-11,Expiration
27,768,2024-11-04,-8,Damage
885,704,2024-06-27,-1,Damage
893,926,2025-03-15,-10,Theft
118,737,2023-11-02,-8,Theft
498,339,2022-06-15,-11,Theft
359,994,2022-02-11,-2,Theft
200,946,2023-04-04,-8,Theft
269,66,2023-05-07,-7,Cycle Count Correction
201,941,2021-12-05,-1,Theft
945,114,2022-04-24,-8,Theft
24,185,2024-04-27,-14,Theft
33,629,2022-02-28,-3,Theft
814,887,2024-05-22,-13,Theft
149,369,2025-08-06,-1,Damage
241,975,2024-09-28,-11,Damage
657,788,2025-10-14,-6,Theft
544,658,2023-07-18,8,Cycle Count Correction
34,172,2024-03-03,12,Cycle Count Correction
669,596,2025-03-15,-10,Theft
557,940,2022-06-25,-11,Cycle Count Correction
204,245,2021-12-13,-12,Theft
897,1015,2021-12-07,-13,Theft
981,748,2025-04-06,-14,Cycle Count Correction
615,186,2022-03-05,-7,Damage
498,582,2024-05-04,-14,Damage
222,771,2023-06-10,-7,Theft
801,355,2022-04-22,-13,Expiration
222,84,2025-08-14,-12,Cycle Count Correction
402,179,2023-09-11,-7,Theft
613,980,2024-10-18,-8,Damage
417,554,2024-08-24,-8,Damage
302,776,2024-08-17,-6,Cycle Count Correction
615,671,2022-05-25,-2,Damage
641,199,2024-06-15,-3,Cycle Count Correction
334,649,2025-08-29,-10,Cycle Count Correction
70,308,2023-12-28,-12,Damage
21,220,2023-04-17,-11,Expiration
942,721,2022-07-24,-14,Damage
713,219,2021-09-27,-3,Cycle Count Correction
630,579,2023-04-19,-7,Expiration
355,86,2024-12-07,-9,Theft
814,804,2024-04-04,-8,Theft
615,941,2022-10-13,-9,Other
647,250,2021-12-23,4,Cycle Count Correction
164,443,2022-08-15,-1,Theft
953,853,2021-11-27,-8,Theft
784,415,2022-09-28,-10,Damage
713,738,2022-03-10,-2,Theft
523,309,2025-08-24,-4,Theft
866,957,2023-07-31,-5,Theft
882,998,2024-04-12,8,Cycle Count Correction
795,767,2025-08-21,9,Cycle Count Correction
296,438,2021-11-02,-9,Theft
912,1027,2024-02-08,-14,Cycle Count Correction
6,927,2025-06-15,-9,Theft
538,798,2022-01-23,-10,Theft
584,119,2023-10-23,-5,Theft
417,600,2023-01-02,-8,Cycle Count Correction
531,1081,2022-10-15,-14,Theft
550,310,2025-05-05,-13,Expiration
209,70,2021-11-05,-6,Theft
34,812,2023-02-14,-14,Theft
222,905,2023-02-27,-10,Theft
973,622,2022-04-23,-8,Theft
984,849,2023-08-22,1,Cycle Count Correction
498,977,2025-04-08,-8,Theft
799,235,2022-11-15,-10,Damage
719,984,2021-10-03,-4,Theft
450,171,2022-12-20,-4,Expiration
409,838,2022-09-19,-7,Cycle Count Correction
882,397,2025-01-22,-12,Theft
436,851,2021-12-27,-1,Damage
719,19,2022-10-08,-7,Theft
102,2,2023-02-01,-11,Cycle Count Correction
12,854,2024-03-30,-10,Expiration
21,843,2025-08-23,-1,Expiration
281,242,2025-06-14,-12,Expiration
770,264,2022-08-06,-11,Expiration
201,48,2025-05-30,-14,Damage
178,572,2023-10-06,-2,Other
949,1021,2024-09-16,-6,Theft
34,782,2025-07-19,-9,Damage
464,895,2025-02-28,-13,Theft
58,532,2023-12-01,-6,Expiration
9999,402,2023-08-12,-5,Damage
578,343,2022-03-12,-13,Cycle Count Correction
932,16,2024-09-13,-8,Theft
19,626,2024-06-08,-7,Theft
945,82,2021-08-23,2,Cycle Count Correction
611,769,2024-05-01,-9,Damage
531,679,2023-05-21,-12,Theft
561,128,2022-02-08,-3,Damage
845,34,2024-09-27,-3,Damage
909,1060,2024-07-13,-13,Cycle Count Correction
674,22,2023-06-12,-3,Theft
926,557,2022-03-04,-14,Theft
102,91,2024-10-31,-3,Cycle Count Correction
8,841,2023-12-15,-7,Expiration
852,995,2022-06-19,-7,Theft
241,590,2023-12-12,-2,Damage
177,909,2023-04-27,-7,Damage
250,516,2024-11-16,-5,Damage
819,309,2023-05-31,-2,Damage
557,691,2024-08-11,-6,Cycle Count Correction
945,202,2023-07-17,-3,Expiration
874,691,2025-07-12,11,Cycle Count Correction
326,157,2023-01-03,-4,Expiration
908,188,2025-01-19,-1,Damage
149,370,2023-04-21,-13,Other
799,335,2023-04-07,-1,Damage
770,567,2023-07-10,-9,Theft
979,636,2022-08-26,-13,Damage
525,536,2024-07-28,4,Cycle Count Correction
893,781,2022-11-15,-5,Theft
184,214,2024-11-29,-5,Theft
571,706,2022-05-31,-8,Damage
741,88,2025-03-08,-11,Theft
383,233,2021-11-14,-1,Expiration
960,253,2025-06-26,-7,Theft
178,72,2024-07-09,-1,Damage
89,961,2021-12-20,-13,Expiration
882,127,2024-02-05,-6,Expiration
818,123,2024-12-06,-14,Theft
288,476,2024-09-30,-14,Theft
8,216,2022-08-07,-8,Damage
440,505,2021-11-13,-7,Theft
766,424,2023-03-19,-9,Other
555,1018,2022-03-21,-7,Theft
821,757,2024-12-10,14,Cycle Count Correction
321,726,2022-01-17,-5,Theft
713,71,2024-12-13,4,Cycle Count Correction
784,664,2025-06-18,-8,Cycle Count Correction
24,566,2023-09-24,-2,Damage
318,348,2025-05-23,-11,Cycle Count Correction
713,822,2023-08-28,-7,Damage
9999,795,2025-06-06,-6,Damage
874,795,2021-10-16,-11,Cycle Count Correction
199,418,2022-09-23,13,Cycle Count Correction
902,681,2022-05-26,-13,Theft
984,860,2024-02-28,-9,Damage
858,97,2024-01-26,-14,Other
394,308,2021-08-19,-3,Theft
888,427,2025-08-25,6,Cycle Count Correction
498,636,2024-01-23,-12,Theft
888,743,2022-07-26,-10,Cycle Count Correction
847,618,2023-03-21,4,Cycle Count Correction
874,1064,2022-07-08,-11,Cycle Count Correction
204,189,2022-03-18,-4,Damage
440,199,2025-04-10,-7,Cycle Count Correction
129,850,2023-03-25,-14,Damage
267,848,2025-09-15,9,Cycle Count Correction
9999,586,2021-11-14,-4,Theft
610,54,2022-10-09,-6,Theft
302,531,2022-09-03,-10,Theft
611,321,2022-03-04,-12,Theft
806,554,2021-10-07,-8,Cycle Count Correction
741,438,2024-10-19,-13,Damage
21,577,2024-04-30,-11,Cycle Count Correction
615,960,2025-06-07,-13,Cycle Count Correction
958,287,2025-05-17,-11,Damage
400,1076,2022-01-08,-12,Expiration
70,129,2025-05-14,-10,Theft
571,360,2023-08-18,-11,Damage
115,48,2022-12-20,-9,Theft
818,118,2022-07-08,-3,Theft
611,270,2024-10-23,-9,Theft
281,468,2022-05-11,-5,Damage
70,117,2025-09-30,-2,Cycle Count Correction
734,814,2023-12-08,-7,Theft
922,255,2022-12-07,-13,Other
118,108,2024-03-04,-2,Damage
326,678,2022-02-15,-3,Cycle Count Correction
34,973,2025-07-12,-11,Theft
508,1075,2023-04-11,-10,Damage
58,542,2025-05-01,-5,Expiration
450,922,2022-09-25,-11,Expiration
455,32,2022-02-14,-1,Expiration
241,125,2022-10-02,-1,Expiration
316,893,2022-07-29,-11,Cycle Count Correction
164,1080,2025-09-24,-1,Theft
303,564,2024-09-29,-12,Theft
909,73,2021-09-16,-13,Damage
537,392,2022-09-02,-12,Damage
89,905,2024-03-17,-14,Theft
972,55,2023-12-14,-11,Damage
925,913,2021-09-30,-8,Other
58,276,2022-05-24,-13,Damage
285,1024,2023-07-26,-6,Cycle Count Correction
770,835,2024-05-16,-1,Damage
192,579,2022-03-08,-14,Theft
953,77,2024-09-17,13,Cycle Count Correction
869,1060,2025-04-09,-14,Damage
12,292,2025-06-20,-6,Damage
12,169,2025-05-28,-13,Damage
12,403,2025-10-09,-4,Theft
12,343,2021-09-18,-10,Expiration
845,540,2025-01-17,-10,Theft
332,663,2022-11-06,12,Cycle Count Correction
790,177,2025-07-19,-8,Theft
589,323,2022-09-28,-10,Theft
819,424,2025-07-20,-13,Damage
973,15,2021-11-12,-6,Damage
809,531,2025-04-05,-13,Theft
642,1037,2024-11-07,-9,Theft
9999,137,2023-11-04,2,Cycle Count Correction
241,143,2025-04-16,-5,Theft
895,880,2021-09-16,-13,Damage
909,846,2022-10-17,-7,Other
402,991,2025-01-29,-7,Cycle Count Correction
768,933,2022-03-25,-13,Cycle Count Correction
966,161,2024-03-11,-6,Damage
575,833,2025-06-21,-1,Damage
227,395,2022-02-10,-11,Cycle Count Correction
36,898,2023-11-22,-9,Expiration
897,960,2023-02-27,-7,Damage
911,587,2022-03-06,-7,Expiration
641,555,2023-08-05,-6,Theft
39,684,2022-08-15,-2,Theft
953,99,2022-04-04,-9,Damage
725,815,2023-03-23,-2,Theft
164,455,2023-05-19,-10,Other
212,474,2025-08-23,-7,Cycle Count Correction
687,727,2024-07-03,-5,Damage
615,627,2021-11-10,-7,Other
984,67,2022-08-26,-8,Theft
992,535,2021-12-13,-9,Damage
254,672,2023-02-09,-14,Other
523,356,2021-09-26,-8,Expiration
649,916,2021-10-10,-8,Cycle Count Correction
806,528,2024-08-11,-13,Damage
9999,913,2022-07-25,-14,Theft
571,976,2022-08-06,-2,Cycle Count Correction
898,332,2021-10-18,-12,Theft
763,974,2024-01-08,-7,Cycle Count Correction
56,811,2022-03-29,-13,Damage
617,128,2022-02-27,-7,Expiration
417,1083,2024-06-18,-5,Cycle Count Correction
897,1091,2023-02-02,-3,Theft
659,126,2022-06-10,-6,Theft
813,679,2024-08-19,-6,Other
912,503,2024-12-30,-10,Expiration
170,536,2022-05-16,-14,Theft
327,434,2022-10-02,-11,Theft
129,292,2024-10-16,-2,Theft
768,934,2023-07-17,-2,Theft
177,77,2024-12-22,-2,Theft
417,447,2022-06-17,-8,Other
763,320,2024-02-07,-2,Theft
953,241,2025-01-12,-9,Damage
402,15,2023-04-03,-4,Theft
713,576,2024-11-02,-12,Theft
544,206,2025-03-14,-12,Cycle Count Correction
922,864,2024-01-23,-5,Theft
858,763,2023-07-28,-12,Expiration
212,380,2024-06-28,-7,Damage
67,995,2023-12-17,-6,Theft
763,755,2023-10-31,5,Cycle Count Correction
394,803,2024-03-12,-5,Cycle Count Correction
531,685,2022-09-18,-3,Expiration
922,312,2025-06-26,-1,Cycle Count Correction
222,758,2023-04-26,-8,Expiration
611,533,2024-09-06,-11,Theft
966,736,2023-03-23,-11,Theft
874,115,2024-03-06,8,Cycle Count Correction
327,539,2025-07-06,-11,Expiration
500,331,2021-10-26,-9,Cycle Count Correction
902,355,2024-02-17,-13,Theft
502,96,2024-07-06,-8,Damage
27,56,2023-06-03,-2,Damage
544,43,2025-10-15,-9,Damage
625,414,2023-03-16,-6,Theft
96,278,2024-04-25,-12,Theft
115,376,2022-04-06,-9,Theft
400,1000,2021-08-23,-1,Damage
734,815,2023-08-28,-5,Damage
192,498,2022-07-21,-3,Cycle Count Correction
288,136,2021-11-18,-3,Cycle Count Correction
550,376,2024-09-02,-13,Theft
9999,524,2024-03-15,-7,Theft
359,685,2025-03-26,-12,Expiration
945,222,2025-02-03,-10,Expiration
911,237,2024-04-18,10,Cycle Count Correction
809,992,2025-09-06,-10,Damage
659,189,2025-08-25,-14,Damage
318,1018,2021-10-09,-5,Theft
885,445,2025-08-11,-8,Cycle Count Correction
436,1012,2023-04-26,-14,Damage
979,432,2023-01-17,-10,Theft
404,2,2023-03-29,-3,Theft
314,292,2024-09-12,-5,Theft
942,435,2022-01-10,-9,Theft
16,552,2022-03-03,-4,Damage
24,512,2023-10-14,-13,Cycle Count Correction
799,546,2023-03-05,-6,Damage
115,1043,2023-01-17,-4,Expiration
464,915,2024-08-15,-1,Damage
567,146,2022-12-13,-5,Theft
400,238,2022-09-03,-9,Theft
199,195,2025-02-17,-6,Theft
866,443,2024-07-28,-2,Damage
981,569,2024-02-08,-8,Expiration
89,95,2024-10-26,-4,Theft
498,453,2022-01-12,-14,Theft
909,735,2022-11-20,-9,Expiration
21,157,2024-06-11,-13,Damage
960,663,2022-04-12,-6,Cycle Count Correction
199,823,2023-03-13,3,Cycle Count Correction
199,462,2023-05-09,4,Cycle Count Correction
741,887,2022-10-14,-1,Damage
788,1057,2024-11-19,-12,Damage
717,852,2022-02-28,-10,Theft
821,320,2025-07-20,-10,Theft
204,279,2025-05-17,-13,Damage
327,293,2025-10-07,-8,Other
118,863,2023-12-23,-3,Theft
500,608,2023-01-23,-8,Theft
209,745,2022-04-26,-7,Damage
12,495,2022-08-18,-12,Theft
417,6,2023-12-01,-11,Theft
409,681,2024-04-04,-14,Other
821,954,2022-07-29,-10,Theft
209,619,2025-08-15,-3,Theft
473,615,2024-11-27,-14,Other
269,663,2023-02-26,-14,Damage
911,725,2025-07-19,-3,Theft
508,601,2022-09-19,-1,Cycle Count Correction
302,696,2025-07-15,-3,Cycle Count Correction
657,26,2024-02-27,-10,Damage
464,436,2023-06-12,-3,Theft
178,871,2024-09-24,-1,Theft
83,551,2024-01-15,-14,Theft
670,945,2023-06-02,-3,Theft
741,435,2021-11-13,-12,Expiration
589,815,2023-03-06,-9,Damage
897,569,2024-09-14,-2,Damage
611,728,2024-08-20,-7,Theft
784,252,2023-07-15,-12,Theft
83,749,2025-01-28,-6,Theft
814,185,2025-05-18,1,Cycle Count Correction
498,995,2024-05-11,-14,Damage
893,885,2025-01-04,-13,Damage
584,7,2024-12-10,-14,Damage
70,200,2023-03-13,-13,Theft
670,1062,2022-01-27,-9,Damage
222,214,2023-09-13,-8,Theft
50,3,2023-10-16,-2,Damage
869,728,2024-11-01,3,Cycle Count Correction
613,144,2021-10-26,-1,Theft
661,454,2024-05-09,-6,Theft
806,699,2024-05-15,-11,Theft
33,700,2022-01-15,-13,Theft
270,995,2025-05-09,-5,Expiration
498,743,2022-10-19,-14,Theft
115,980,2024-06-11,6,Cycle Count Correction
200,912,2025-01-21,-7,Damage
885,999,2022-07-04,-5,Expiration
83,968,2025-04-25,-5,Expiration
250,547,2025-08-13,-6,Theft
972,1085,2023-09-21,-13,Cycle Count Correction
118,826,2025-10-02,-5,Cycle Count Correction
341,180,2022-12-19,-13,Theft
852,476,2022-01-13,-1,Theft
717,222,2024-04-25,-1,Theft
222,605,2025-03-23,-14,Other
845,740,2022-07-30,-8,Expiration
713,461,2022-03-28,-12,Damage
925,589,2024-01-22,-12,Damage
523,813,2024-12-13,-11,Theft
182,429,2024-11-12,-1,Cycle Count Correction
898,952,2022-10-14,-8,Other
768,455,2025-01-31,-2,Expiration
201,740,2022-01-07,-14,Cycle Count Correction
443,1062,2025-01-09,-1,Damage
19,538,2024-10-12,-13,Theft
555,225,2023-10-19,-2,Expiration
440,381,2022-06-30,-2,Theft
815,238,2025-03-02,-10,Theft
375,364,2025-09-03,-10,Theft
184,582,2025-01-20,-3,Theft
647,174,2023-02-22,-14,Theft
895,997,2025-06-30,-13,Theft
394,526,2025-07-25,-12,Theft
981,394,2025-07-20,-4,Theft
115,373,2023-12-15,-10,Theft
241,157,2023-09-14,-7,Cycle Count Correction
67,68,2025-03-17,-5,Theft
425,784,2023-04-07,-1,Theft
647,262,2022-06-18,-5,Damage
118,869,2023-04-10,-8,Theft
71,74,2022-05-01,-1,Damage
555,392,2022-06-22,-3,Theft
866,733,2025-04-16,-11,Theft
831,565,2024-11-04,-2,Damage
367,396,2022-05-28,-13,Damage
571,962,2025-07-05,-2,Expiration
436,767,2023-09-15,-14,Other
531,425,2024-11-28,-6,Theft
314,169,2025-08-07,7,Cycle Count Correction
464,284,2025-07-05,-8,Damage
615,917,2025-08-09,-11,Damage
523,130,2025-07-16,12,Cycle Count Correction
531,336,2025-07-25,7,Cycle Count Correction
870,246,2025-08-07,-2,Theft
768,803,2024-08-07,-10,Theft
641,111,2024-03-23,1,Cycle Count Correction
16,1045,2021-12-01,-1,Theft
571,161,2024-01-23,-12,Damage
705,876,2023-03-20,-14,Theft
455,777,2024-01-08,-13,Theft
795,173,2023-01-11,-11,Expiration
281,572,2023-04-01,9,Cycle Count Correction
578,909,2025-06-13,-12,Theft
417,789,2024-02-23,-5,Cycle Count Correction
610,272,2022-09-25,-1,Theft
455,496,2025-02-22,-10,Expiration
611,596,2024-11-09,10,Cycle Count Correction
847,229,2025-04-12,-9,Theft
34,306,2023-06-05,-5,Expiration
355,624,2024-07-08,-1,Other
818,666,2022-02-19,-3,Theft
527,472,2022-02-23,-3,Cycle Count Correction
102,77,2021-08-22,-11,Theft
285,947,2023-07-17,-4,Other
324,916,2021-12-15,-8,Cycle Count Correction
212,85,2022-04-09,-5,Expiration
819,131,2021-09-14,2,Cycle Count Correction
898,948,2025-07-09,-9,Damage
56,61,2025-08-05,-8,Cycle Count Correction
610,955,2022-04-01,-10,Theft
122,305,2023-12-07,-3,Cycle Count Correction
625,660,2023-12-26,-14,Theft
813,560,2025-04-25,-4,Expiration
473,213,2022-02-13,-7,Cycle Count Correction
212,169,2025-10-17,-8,Expiration
502,379,2023-09-25,-13,Damage
58,483,2021-11-21,-7,Theft
19,891,2022-11-27,-13,Damage
992,630,2022-01-30,-8,Expiration
9999,116,2024-03-13,-2,Other
889,665,2025-05-12,-3,Damage
922,562,2023-12-12,-3,Damage
327,1003,2024-09-15,-3,Theft
200,151,2025-04-14,-13,Cycle Count Correction
314,756,2023-04-10,-4,Theft
316,996,2024-09-27,-1,Theft
247,203,2021-10-29,-6,Expiration
508,526,2023-12-30,-4,Theft
960,623,2023-02-01,-14,Damage
9999,1055,2023-08-16,-6,Damage
285,159,2023-04-01,-12,Theft
734,392,2025-09-25,-1,Other
102,516,2023-10-22,-5,Damage
527,324,2024-09-28,-12,Damage
164,157,2022-04-23,-6,Cycle Count Correction
409,805,2025-10-02,-9,Other
383,72,2022-08-17,-5,Damage
440,501,2022-02-25,-14,Expiration
316,332,2025-06-16,-5,Damage
869,503,2023-02-18,-14,Theft
734,788,2021-12-12,-10,Theft
874,345,2023-10-25,-8,Expiration
630,938,2025-08-14,-1,Expiration
670,693,2024-05-22,-2,Cycle Count Correction
625,659,2023-08-07,-3,Damage
866,739,2024-10-08,-10,Theft
766,962,2023-03-17,-14,Expiration
670,500,2024-10-31,5,Cycle Count Correction
50,847,2022-01-16,-8,Expiration
443,1064,2022-04-11,-7,Theft
443,842,2022-10-10,-4,Theft
664,144,2022-07-19,-12,Expiration
949,278,2021-09-02,9,Cycle Count Correction
270,717,2022-08-25,-2,Theft
254,183,2023-10-05,-12,Theft
674,556,2023-05-14,-9,Theft
39,70,2022-04-14,-5,Theft
889,340,2025-08-11,-8,Damage
316,178,2024-04-13,-2,Damage
281,395,2023-06-05,4,Cycle Count Correction
898,440,2023-07-10,-4,Theft
16,427,2022-10-12,-7,Cycle Count Correction
58,163,2024-06-08,-11,Theft
36,153,2025-06-25,-3,Damage
318,844,2022-12-02,-10,Cycle Count Correction
613,532,2024-09-12,-4,Theft
71,758,2023-05-05,-7,Theft
847,659,2025-09-13,-6,Damage
661,944,2024-02-06,-9,Theft
657,996,2025-03-31,-9,Theft
170,971,2023-04-14,-6,Expiration
149,40,2023-03-07,9,Cycle Count Correction
21,884,2024-01-13,-12,Theft
84,1003,2025-08-30,-7,Damage
149,208,2025-04-09,-11,Theft
784,938,2022-07-31,4,Cycle Count Correction
567,89,2024-10-30,-8,Other
766,637,2022-01-06,-7,Expiration
942,517,2021-11-07,8,Cycle Count Correction
911,939,2024-11-18,-10,Theft
355,29,2021-11-30,-11,Theft
201,538,2023-09-02,-3,Theft
801,132,2024-09-11,-5,Other
149,365,2023-01-09,-2,Theft
869,569,2025-03-04,-12,Damage
657,613,2023-11-08,-5,Damage
649,175,2025-08-19,-6,Expiration
498,329,2025-10-07,-11,Expiration
561,725,2024-08-28,-3,Damage
603,210,2023-04-11,-8,Damage
400,155,2023-08-25,-6,Other
908,802,2023-12-31,-7,Expiration
578,1076,2021-09-06,-7,Theft
858,264,2023-03-22,-13,Theft
591,453,2023-05-31,-2,Expiration
801,165,2022-06-27,-7,Theft
902,942,2022-09-24,-12,Cycle Count Correction
649,141,2023-04-10,5,Cycle Count Correction
611,80,2025-02-04,-4,Damage
302,2,2024-07-17,9,Cycle Count Correction
922,901,2022-03-22,-6,Expiration
741,492,2021-08-27,-6,Theft
102,259,2024-12-13,-2,Damage
222,716,2021-12-14,-11,Other
958,358,2022-05-14,-9,Expiration
303,649,2022-09-04,13,Cycle Count Correction
34,330,2022-06-11,-12,Theft
657,517,2023-10-09,-8,Damage
508,415,2022-06-30,-6,Theft
443,329,2024-07-05,-2,Damage
576,680,2024-01-06,-10,Theft
204,364,2024-06-15,-12,Expiration
269,661,2022-03-23,1,Cycle Count Correction
455,667,2023-07-19,-11,Theft
603,570,2023-02-28,-4,Cycle Count Correction
897,109,2025-01-24,-3,Theft
115,1084,2024-02-20,-2,Expiration
973,720,2022-01-16,-6,Theft
766,836,2025-09-04,-6,Theft
108,867,2023-11-03,-11,Damage
819,638,2024-11-17,-10,Expiration
909,984,2022-12-02,-1,Cycle Count Correction
21,428,2024-03-08,-6,Theft
303,459,2023-07-29,-13,Other
341,906,2025-03-03,-13,Expiration
177,234,2023-07-05,-8,Expiration
288,662,2025-10-17,-3,Expiration
741,910,2022-08-23,-12,Theft
898,626,2021-11-09,-13,Cycle Count Correction
314,1001,2023-03-24,-11,Damage
440,932,2023-09-12,-3,Damage
567,275,2025-09-14,-2,Expiration
39,500,2025-01-04,-6,Theft
909,628,2023-07-26,-4,Theft
531,998,2024-06-24,-9,Expiration
687,1053,2023-08-23,-13,Cycle Count Correction
267,148,2023-08-24,-2,Theft
908,707,2025-07-19,-3,Expiration
819,529,2022-08-09,-5,Expiration
902,225,2025-06-13,8,Cycle Count Correction
902,936,2021-12-01,-7,Damage
818,196,2023-12-26,-7,Theft
455,450,2021-12-20,-14,Cycle Count Correction
267,144,2022-10-03,-3,Damage
527,877,2024-07-06,-13,Theft
866,817,2023-05-28,-5,Damage
784,335,2025-06-15,-13,Damage
813,693,2022-04-06,-9,Expiration
561,804,2022-05-29,-5,Expiration
852,808,2023-10-12,-8,Cycle Count Correction
550,309,2022-04-29,-12,Damage
33,360,2025-02-10,-11,Theft
925,136,2021-10-09,-13,Cycle Count Correction
455,453,2023-09-23,-9,Damage
908,473,2022-03-02,-7,Other
768,66,2025-04-01,-2,Expiration
402,141,2025-07-18,-7,Theft
321,938,2022-10-27,-14,Theft
897,486,2025-05-02,-12,Damage
89,1039,2023-10-09,-3,Damage
71,923,2025-09-07,-4,Damage
83,789,2025-07-05,-9,Cycle Count Correction
615,3,2022-08-11,-14,Theft
56,843,2024-06-30,-7,Theft
932,504,2025-02-04,-3,Expiration
508,978,2024-10-17,-9,Cycle Count Correction
981,941,2024-04-07,-12,Cycle Count Correction
795,1025,2024-07-29,-13,Theft
852,70,2023-02-07,-10,Damage
394,403,2022-12-10,-12,Theft
942,747,2023-01-17,-7,Other
926,503,2025-09-18,-5,Theft
450,645,2023-12-27,-8,Theft
815,498,2024-12-28,-2,Expiration
209,654,2025-07-24,-5,Theft
926,403,2023-11-28,-3,Theft
318,103,2024-10-29,-9,Theft
129,300,2025-04-14,-11,Theft
942,536,2024-09-16,-12,Theft
