Date Key,Traffic Source,Web Visits
2023-09-29,Email,199
2023-09-29,Organic Search,608
2023-09-29,Paid Search,709
2023-09-29,Referral,373
2023-09-29,Social,1232
2023-09-30,Direct,209
2023-09-30,Email,136
2023-09-30,Organic Search,669
2023-09-30,Paid Search,910
2023-09-30,Referral,380
2023-09-30,Social,1865
2023-10-01,Direct,620
2023-10-01,Email,230
2023-10-01,Organic Search,736
2023-10-01,Paid Search,785
2023-10-01,Referral,114
2023-10-01,Social,354
2023-10-02,Direct,514
2023-10-02,Email,108
2023-10-02,Organic Search,1003
2023-10-02,Paid Search,886
2023-10-02,Referral,170
2023-10-02,Social,1000
2023-10-03,Direct,609
2023-10-03,Email,146
2023-10-03,Organic Search,1248
2023-10-03,Paid Search,824
2023-10-03,Referral,341
2023-10-03,Social,715
2023-10-04,Direct,495
2023-10-04,Email,181
2023-10-04,Organic Search,670
2023-10-04,Paid Search,633
2023-10-04,Referral,23
2023-10-04,Social,429
2023-10-05,Direct,297
2023-10-05,Email,215
2023-10-05,Organic Search,1182
2023-10-05,Paid Search,690
2023-10-05,Referral,61
2023-10-05,Social,685
2023-10-06,Direct,387
2023-10-06,Email,254
2023-10-06,Organic Search,1448
2023-10-06,Paid Search,465
2023-10-06,Referral,230
2023-10-06,Social,359
2023-10-07,Direct,598
2023-10-07,Email,104
2023-10-07,Organic Search,877
2023-10-07,Paid Search,425
2023-10-07,Referral,114
2023-10-07,Social,644
2023-10-08,Direct,433
2023-10-08,Email,69
2023-10-08,Organic Search,1222
2023-10-08,Paid Search,418
2023-10-08,Referral,416
2023-10-08,Social,563
2023-10-09,Direct,444
2023-10-09,Email,155
2023-10-09,Organic Search,1117
2023-10-09,Paid Search,839
2023-10-09,Referral,188
2023-10-09,Social,369
2023-10-10,Direct,505
2023-10-10,Email,281
2023-10-10,Organic Search,1165
2023-10-10,Paid Search,749
2023-10-10,Referral,151
2023-10-10,Social,1090
2023-10-11,Direct,405
2023-10-11,Email,73
2023-10-11,Organic Search,869
2023-10-11,Paid Search,850
2023-10-11,Referral,205
2023-10-11,Social,1029
2023-10-12,Direct,698
2023-10-12,Email,69
2023-10-12,Organic Search,1819
2023-10-12,Paid Search,322
2023-10-12,Referral,73
2023-10-12,Social,570
2023-10-13,Direct,277
2023-10-13,Email,522
2023-10-13,Organic Search,850
2023-10-13,Paid Search,415
2023-10-13,Referral,216
2023-10-13,Social,728
2023-10-14,Direct,324
2023-10-14,Email,81
2023-10-14,Organic Search,609
2023-10-14,Paid Search,902
2023-10-14,Referral,35
2023-10-14,Social,548
2023-10-15,Direct,309
2023-10-15,Email,274
2023-10-15,Organic Search,764
2023-10-15,Paid Search,499
2023-10-15,Referral,307
2023-10-15,Social,241
2023-10-16,Direct,394
2023-10-16,Email,127
2023-10-16,Organic Search,781
2023-10-16,Paid Search,1161
2023-10-16,Referral,243
2023-10-16,Social,590
2023-10-17,Direct,306
2023-10-17,Email,113
2023-10-17,Organic Search,1075
2023-10-17,Paid Search,636
2023-10-17,Referral,87
2023-10-17,Social,423
2023-10-18,Direct,686
2023-10-18,Email,69
2023-10-18,Organic Search,1086
2023-10-18,Paid Search,568
2023-10-18,Referral,242
2023-10-18,Social,605
2023-10-19,Direct,343
2023-10-19,Email,42
2023-10-19,Organic Search,1007
2023-10-19,Paid Search,567
2023-10-19,Referral,917
2023-10-19,Social,557
2023-10-20,Direct,619
2023-10-20,Email,106
2023-10-20,Organic Search,547
2023-10-20,Paid Search,367
2023-10-20,Referral,189
2023-10-20,Social,389
2023-10-21,Direct,512
2023-10-21,Email,435
2023-10-21,Organic Search,875
2023-10-21,Paid Search,705
2023-10-21,Referral,79
2023-10-21,Social,405
2023-10-22,Direct,335
2023-10-22,Email,116
2023-10-22,Organic Search,826
2023-10-22,Paid Search,767
2023-10-22,Referral,450
2023-10-22,Social,732
2023-10-23,Direct,380
2023-10-23,Email,199
2023-10-23,Organic Search,873
2023-10-23,Paid Search,412
2023-10-23,Referral,190
2023-10-23,Social,899
2023-10-24,Direct,505
2023-10-24,Email,155
2023-10-24,Organic Search,936
2023-10-24,Paid Search,580
2023-10-24,Referral,159
2023-10-24,Social,785
2023-10-25,Direct,588
2023-10-25,Email,217
2023-10-25,Organic Search,1487
2023-10-25,Paid Search,1445
2023-10-25,Referral,252
2023-10-25,Social,726
2023-10-26,Direct,601
2023-10-26,Email,114
2023-10-26,Organic Search,1345
2023-10-26,Paid Search,731
2023-10-26,Referral,23
2023-10-26,Social,887
2023-10-27,Direct,287
2023-10-27,Email,71
2023-10-27,Organic Search,1142
2023-10-27,Paid Search,1013
2023-10-27,Referral,33
2023-10-27,Social,982
2023-10-28,Direct,533
2023-10-28,Email,132
2023-10-28,Organic Search,1310
2023-10-28,Paid Search,487
2023-10-28,Referral,131
2023-10-28,Social,507
2023-10-29,Direct,261
2023-10-29,Email,263
2023-10-29,Organic Search,1297
2023-10-29,Paid Search,280
2023-10-29,Referral,206
2023-10-29,Social,638
2023-10-30,Direct,452
2023-10-30,Email,377
2023-10-30,Organic Search,499
2023-10-30,Paid Search,685
2023-10-30,Referral,145
2023-10-30,Social,428
2023-10-31,Direct,446
2023-10-31,Email,166
2023-10-31,Organic Search,1207
2023-10-31,Paid Search,573
2023-10-31,Referral,334
2023-10-31,Social,246
2023-11-01,Direct,367
2023-11-01,Email,153
2023-11-01,Organic Search,924
2023-11-01,Paid Search,703
2023-11-01,Referral,169
2023-11-01,Social,1077
2023-11-02,Direct,271
2023-11-02,Email,228
2023-11-02,Organic Search,1063
2023-11-02,Paid Search,624
2023-11-02,Referral,272
2023-11-02,Social,517
2023-11-03,Direct,315
2023-11-03,Email,133
2023-11-03,Organic Search,893
2023-11-03,Paid Search,833
2023-11-03,Referral,350
2023-11-03,Social,667
2023-11-04,Direct,320
2023-11-04,Email,48
2023-11-04,Organic Search,1768
2023-11-04,Paid Search,565
2023-11-04,Referral,107
2023-11-04,Social,1532
2023-11-05,Direct,640
2023-11-05,Email,186
2023-11-05,Organic Search,989
2023-11-05,Paid Search,568
2023-11-05,Referral,227
2023-11-05,Social,853
2023-11-06,Direct,875
2023-11-06,Email,139
2023-11-06,Organic Search,1193
2023-11-06,Paid Search,421
2023-11-06,Referral,90
2023-11-06,Social,445
2023-11-07,Direct,635
2023-11-07,Email,272
2023-11-07,Organic Search,1235
2023-11-07,Paid Search,452
2023-11-07,Referral,55
2023-11-07,Social,961
2023-11-08,Direct,554
2023-11-08,Email,115
2023-11-08,Organic Search,730
2023-11-08,Paid Search,697
2023-11-08,Referral,113
2023-11-08,Social,359
2023-11-09,Direct,175
2023-11-09,Email,246
2023-11-09,Organic Search,897
2023-11-09,Paid Search,1075
2023-11-09,Referral,15
2023-11-09,Social,1156
2023-11-10,Direct,479
2023-11-10,Email,114
2023-11-10,Organic Search,504
2023-11-10,Paid Search,1278
2023-11-10,Referral,579
2023-11-10,Social,509
2023-11-11,Direct,406
2023-11-11,Email,194
2023-11-11,Organic Search,1012
2023-11-11,Paid Search,742
2023-11-11,Referral,517
2023-11-11,Social,673
2023-11-12,Direct,453
2023-11-12,Email,170
2023-11-12,Organic Search,929
2023-11-12,Paid Search,604
2023-11-12,Referral,109
2023-11-12,Social,274
2023-11-13,Direct,399
2023-11-13,Email,268
2023-11-13,Organic Search,859
2023-11-13,Paid Search,597
2023-11-13,Referral,133
2023-11-13,Social,322
2023-11-14,Direct,390
2023-11-14,Email,58
2023-11-14,Organic Search,1013
2023-11-14,Paid Search,1026
2023-11-14,Referral,292
2023-11-14,Social,1183
2023-11-15,Direct,435
2023-11-15,Email,122
2023-11-15,Organic Search,1294
2023-11-15,Paid Search,580
2023-11-15,Referral,113
2023-11-15,Social,908
2023-11-16,Direct,444
2023-11-16,Email,301
2023-11-16,Organic Search,697
2023-11-16,Paid Search,715
2023-11-16,Referral,143
2023-11-16,Social,658
2023-11-17,Direct,721
2023-11-17,Email,210
2023-11-17,Organic Search,944
2023-11-17,Paid Search,345
2023-11-17,Referral,230
2023-11-17,Social,583
2023-11-18,Direct,269
2023-11-18,Email,148
2023-11-18,Organic Search,1210
2023-11-18,Paid Search,422
2023-11-18,Referral,356
2023-11-18,Social,600
2023-11-19,Direct,234
2023-11-19,Email,194
2023-11-19,Organic Search,974
2023-11-19,Paid Search,633
2023-11-19,Referral,284
2023-11-19,Social,235
2023-11-20,Direct,474
2023-11-20,Email,149
2023-11-20,Organic Search,1351
2023-11-20,Paid Search,506
2023-11-20,Referral,60
2023-11-20,Social,794
2023-11-21,Direct,310
2023-11-21,Email,149
2023-11-21,Organic Search,1482
2023-11-21,Paid Search,1479
2023-11-21,Referral,15
2023-11-21,Social,395
2023-11-22,Direct,446
2023-11-22,Email,252
2023-11-22,Organic Search,1393
2023-11-22,Paid Search,568
2023-11-22,Referral,235
2023-11-22,Social,513
2023-11-23,Direct,620
2023-11-23,Email,81
2023-11-23,Organic Search,1100
2023-11-23,Paid Search,560
2023-11-23,Referral,61
2023-11-23,Social,839
2023-11-24,Direct,621
2023-11-24,Email,287
2023-11-24,Organic Search,1265
2023-11-24,Paid Search,455
2023-11-24,Referral,55
2023-11-24,Social,235
2023-11-25,Direct,342
2023-11-25,Email,91
2023-11-25,Organic Search,690
2023-11-25,Paid Search,806
2023-11-25,Referral,287
2023-11-25,Social,333
2023-11-26,Direct,316
2023-11-26,Email,65
2023-11-26,Organic Search,837
2023-11-26,Paid Search,748
2023-11-26,Referral,225
2023-11-26,Social,915
2023-11-27,Direct,500
2023-11-27,Email,93
2023-11-27,Organic Search,744
2023-11-27,Paid Search,1456
2023-11-27,Referral,401
2023-11-27,Social,432
2023-11-28,Direct,448
2023-11-28,Email,251
2023-11-28,Organic Search,937
2023-11-28,Paid Search,303
2023-11-28,Referral,239
2023-11-28,Social,349
2023-11-29,Direct,344
2023-11-29,Email,224
2023-11-29,Organic Search,1055
2023-11-29,Paid Search,916
2023-11-29,Referral,270
2023-11-29,Social,450
2023-11-30,Direct,307
2023-11-30,Email,380
2023-11-30,Organic Search,869
2023-11-30,Paid Search,909
2023-11-30,Referral,350
2023-11-30,Social,774
2023-12-01,Direct,291
2023-12-01,Email,414
2023-12-01,Organic Search,1577
2023-12-01,Paid Search,1076
2023-12-01,Referral,212
2023-12-01,Social,434
2023-12-02,Direct,459
2023-12-02,Email,122
2023-12-02,Organic Search,1260
2023-12-02,Paid Search,516
2023-12-02,Referral,61
2023-12-02,Social,1891
2023-12-03,Direct,381
2023-12-03,Email,219
2023-12-03,Organic Search,661
2023-12-03,Paid Search,626
2023-12-03,Referral,169
2023-12-03,Social,1012
2023-12-04,Direct,862
2023-12-04,Email,140
2023-12-04,Organic Search,1230
2023-12-04,Paid Search,274
2023-12-04,Referral,417
2023-12-04,Social,815
2023-12-05,Direct,278
2023-12-05,Email,172
2023-12-05,Organic Search,827
2023-12-05,Paid Search,944
2023-12-05,Referral,324
2023-12-05,Social,827
2023-12-06,Direct,483
2023-12-06,Email,100
2023-12-06,Organic Search,789
2023-12-06,Paid Search,839
2023-12-06,Referral,81
2023-12-06,Social,403
2023-12-07,Direct,412
2023-12-07,Email,244
2023-12-07,Organic Search,590
2023-12-07,Paid Search,879
2023-12-07,Referral,152
2023-12-07,Social,475
2023-12-08,Direct,467
2023-12-08,Email,161
2023-12-08,Organic Search,1216
2023-12-08,Paid Search,617
2023-12-08,Referral,183
2023-12-08,Social,466
2023-12-09,Direct,442
2023-12-09,Email,177
2023-12-09,Organic Search,757
2023-12-09,Paid Search,666
2023-12-09,Referral,1168
2023-12-09,Social,525
2023-12-10,Direct,462
2023-12-10,Email,151
2023-12-10,Organic Search,1427
2023-12-10,Paid Search,837
2023-12-10,Referral,74
2023-12-10,Social,711
2023-12-11,Direct,572
2023-12-11,Email,114
2023-12-11,Organic Search,674
2023-12-11,Paid Search,512
2023-12-11,Referral,381
2023-12-11,Social,777
2023-12-12,Direct,325
2023-12-12,Email,267
2023-12-12,Organic Search,1044
2023-12-12,Paid Search,518
2023-12-12,Referral,59
2023-12-12,Social,734
2023-12-13,Direct,89
2023-12-13,Email,135
2023-12-13,Organic Search,858
2023-12-13,Paid Search,908
2023-12-13,Referral,600
2023-12-13,Social,330
2023-12-14,Direct,216
2023-12-14,Email,66
2023-12-14,Organic Search,925
2023-12-14,Paid Search,563
2023-12-14,Referral,129
2023-12-14,Social,2946
2023-12-15,Direct,625
2023-12-15,Email,159
2023-12-15,Organic Search,797
2023-12-15,Paid Search,627
2023-12-15,Referral,305
2023-12-15,Social,770
2023-12-16,Direct,632
2023-12-16,Email,110
2023-12-16,Organic Search,1060
2023-12-16,Paid Search,607
2023-12-16,Referral,992
2023-12-16,Social,337
2023-12-17,Direct,831
2023-12-17,Email,578
2023-12-17,Organic Search,1023
2023-12-17,Paid Search,1563
2023-12-17,Referral,371
2023-12-17,Social,3208
2023-12-18,Direct,495
2023-12-18,Email,295
2023-12-18,Organic Search,917
2023-12-18,Paid Search,921
2023-12-18,Referral,187
2023-12-18,Social,421
2023-12-19,Direct,477
2023-12-19,Email,234
2023-12-19,Organic Search,999
2023-12-19,Paid Search,782
2023-12-19,Referral,37
2023-12-19,Social,687
2023-12-20,Direct,238
2023-12-20,Email,110
2023-12-20,Organic Search,592
2023-12-20,Paid Search,628
2023-12-20,Referral,300
2023-12-20,Social,61
2023-12-21,Direct,461
2023-12-21,Email,185
2023-12-21,Organic Search,701
2023-12-21,Paid Search,1047
2023-12-21,Referral,250
2023-12-21,Social,1103
2023-12-22,Direct,209
2023-12-22,Email,212
2023-12-22,Organic Search,982
2023-12-22,Paid Search,775
2023-12-22,Referral,61
2023-12-22,Social,778
2023-12-23,Direct,503
2023-12-23,Email,109
2023-12-23,Organic Search,1105
2023-12-23,Paid Search,1394
2023-12-23,Referral,24
2023-12-23,Social,440
2023-12-24,Direct,401
2023-12-24,Email,107
2023-12-24,Organic Search,1303
2023-12-24,Paid Search,971
2023-12-24,Referral,190
2023-12-24,Social,609
2023-12-25,Direct,453
2023-12-25,Email,191
2023-12-25,Organic Search,836
2023-12-25,Paid Search,642
2023-12-25,Referral,120
2023-12-25,Social,844
2023-12-26,Direct,264
2023-12-26,Email,165
2023-12-26,Organic Search,671
2023-12-26,Paid Search,322
2023-12-26,Referral,340
2023-12-26,Social,333
2023-12-27,Direct,271
2023-12-27,Email,24
2023-12-27,Organic Search,1421
2023-12-27,Paid Search,533
2023-12-27,Referral,188
2023-12-27,Social,760
2023-12-28,Direct,949
2023-12-28,Email,26
2023-12-28,Organic Search,1138
2023-12-28,Paid Search,506
2023-12-28,Referral,76
2023-12-28,Social,1284
2023-12-29,Direct,464
2023-12-29,Email,156
2023-12-29,Organic Search,1046
2023-12-29,Paid Search,1076
2023-12-29,Referral,184
2023-12-29,Social,1484
2023-12-30,Direct,341
2023-12-30,Email,30
2023-12-30,Organic Search,1231
2023-12-30,Paid Search,593
2023-12-30,Referral,148
2023-12-30,Social,155
2023-12-31,Direct,810
2023-12-31,Email,154
2023-12-31,Organic Search,861
2023-12-31,Paid Search,418
2023-12-31,Referral,265
2023-12-31,Social,530
2024-01-01,Direct,428
2024-01-01,Email,41
2024-01-01,Organic Search,951
2024-01-01,Paid Search,841
2024-01-01,Referral,44
2024-01-01,Social,1002
2024-01-02,Direct,606
2024-01-02,Email,78
2024-01-02,Organic Search,1007
2024-01-02,Paid Search,908
2024-01-02,Referral,267
2024-01-02,Social,460
2024-01-03,Direct,635
2024-01-03,Email,283
2024-01-03,Organic Search,962
2024-01-03,Paid Search,1204
2024-01-03,Referral,206
2024-01-03,Social,282
2024-01-04,Direct,631
2024-01-04,Email,449
2024-01-04,Organic Search,1751
2024-01-04,Paid Search,611
2024-01-04,Referral,97
2024-01-04,Social,661
2024-01-05,Direct,656
2024-01-05,Email,104
2024-01-05,Organic Search,1183
2024-01-05,Paid Search,1244
2024-01-05,Referral,43
2024-01-05,Social,742
2024-01-06,Direct,917
2024-01-06,Email,56
2024-01-06,Organic Search,850
2024-01-06,Paid Search,529
2024-01-06,Referral,65
2024-01-06,Social,426
2024-01-07,Direct,369
2024-01-07,Email,223
2024-01-07,Organic Search,1077
2024-01-07,Paid Search,872
2024-01-07,Referral,72
2024-01-07,Social,545
2024-01-08,Direct,607
2024-01-08,Email,176
2024-01-08,Organic Search,689
2024-01-08,Paid Search,1017
2024-01-08,Referral,54
2024-01-08,Social,372
2024-01-09,Direct,305
2024-01-09,Email,324
2024-01-09,Organic Search,901
2024-01-09,Paid Search,500
2024-01-09,Referral,34
2024-01-09,Social,855
2024-01-10,Direct,512
2024-01-10,Email,106
2024-01-10,Organic Search,815
2024-01-10,Paid Search,785
2024-01-10,Referral,541
2024-01-10,Social,365
2024-01-11,Direct,542
2024-01-11,Email,146
2024-01-11,Organic Search,2532
2024-01-11,Paid Search,458
2024-01-11,Referral,60
2024-01-11,Social,833
2024-01-12,Direct,766
2024-01-12,Email,282
2024-01-12,Organic Search,1432
2024-01-12,Paid Search,779
2024-01-12,Referral,250
2024-01-12,Social,739
2024-01-13,Direct,513
2024-01-13,Email,175
2024-01-13,Organic Search,1365
2024-01-13,Paid Search,688
2024-01-13,Referral,69
2024-01-13,Social,425
2024-01-14,Direct,826
2024-01-14,Email,117
2024-01-14,Organic Search,708
2024-01-14,Paid Search,1569
2024-01-14,Referral,136
2024-01-14,Social,599
2024-01-15,Direct,518
2024-01-15,Email,216
2024-01-15,Organic Search,692
2024-01-15,Paid Search,694
2024-01-15,Referral,58
2024-01-15,Social,1754
2024-01-16,Direct,652
2024-01-16,Email,115
2024-01-16,Organic Search,1655
2024-01-16,Paid Search,667
2024-01-16,Referral,15
2024-01-16,Social,1362
2024-01-17,Direct,506
2024-01-17,Email,251
2024-01-17,Organic Search,1176
2024-01-17,Paid Search,718
2024-01-17,Referral,152
2024-01-17,Social,1033
2024-01-18,Direct,495
2024-01-18,Email,274
2024-01-18,Organic Search,1593
2024-01-18,Paid Search,836
2024-01-18,Referral,295
2024-01-18,Social,1185
2024-01-19,Direct,130
2024-01-19,Email,253
2024-01-19,Organic Search,1339
2024-01-19,Paid Search,677
2024-01-19,Referral,82
2024-01-19,Social,464
2024-01-20,Direct,719
2024-01-20,Email,432
2024-01-20,Organic Search,1081
2024-01-20,Paid Search,495
2024-01-20,Referral,238
2024-01-20,Social,534
2024-01-21,Direct,325
2024-01-21,Email,136
2024-01-21,Organic Search,1429
2024-01-21,Paid Search,1019
2024-01-21,Referral,146
2024-01-21,Social,445
2024-01-22,Direct,575
2024-01-22,Email,55
2024-01-22,Organic Search,825
2024-01-22,Paid Search,843
2024-01-22,Referral,271
2024-01-22,Social,278
2024-01-23,Direct,441
2024-01-23,Email,159
2024-01-23,Organic Search,979
2024-01-23,Paid Search,506
2024-01-23,Referral,74
2024-01-23,Social,1886
2024-01-24,Direct,802
2024-01-24,Email,132
2024-01-24,Organic Search,1696
2024-01-24,Paid Search,759
2024-01-24,Referral,196
2024-01-24,Social,468
2024-01-25,Direct,331
2024-01-25,Email,229
2024-01-25,Organic Search,1431
2024-01-25,Paid Search,711
2024-01-25,Referral,96
2024-01-25,Social,670
2024-01-26,Direct,656
2024-01-26,Email,326
2024-01-26,Organic Search,655
2024-01-26,Paid Search,427
2024-01-26,Referral,445
2024-01-26,Social,674
2024-01-27,Direct,431
2024-01-27,Email,205
2024-01-27,Organic Search,1195
2024-01-27,Paid Search,1653
2024-01-27,Referral,95
2024-01-27,Social,841
2024-01-28,Direct,453
2024-01-28,Email,120
2024-01-28,Organic Search,1197
2024-01-28,Paid Search,592
2024-01-28,Referral,52
2024-01-28,Social,1492
2024-01-29,Direct,653
2024-01-29,Email,66
2024-01-29,Organic Search,1756
2024-01-29,Paid Search,326
2024-01-29,Referral,562
2024-01-29,Social,1162
2024-01-30,Direct,514
2024-01-30,Email,219
2024-01-30,Organic Search,941
2024-01-30,Paid Search,650
2024-01-30,Referral,24
2024-01-30,Social,848
2024-01-31,Direct,585
2024-01-31,Email,131
2024-01-31,Organic Search,736
2024-01-31,Paid Search,967
2024-01-31,Referral,260
2024-01-31,Social,1236
2024-02-01,Direct,526
2024-02-01,Email,140
2024-02-01,Organic Search,1036
2024-02-01,Paid Search,841
2024-02-01,Referral,237
2024-02-01,Social,271
2024-02-02,Direct,632
2024-02-02,Email,270
2024-02-02,Organic Search,1465
2024-02-02,Paid Search,518
2024-02-02,Referral,191
2024-02-02,Social,436
2024-02-03,Direct,810
2024-02-03,Email,147
2024-02-03,Organic Search,812
2024-02-03,Paid Search,1147
2024-02-03,Referral,314
2024-02-03,Social,522
2024-02-04,Direct,704
2024-02-04,Email,169
2024-02-04,Organic Search,1061
2024-02-04,Paid Search,425
2024-02-04,Referral,21
2024-02-04,Social,871
2024-02-05,Direct,434
2024-02-05,Email,49
2024-02-05,Organic Search,1408
2024-02-05,Paid Search,555
2024-02-05,Referral,18
2024-02-05,Social,995
2024-02-06,Direct,388
2024-02-06,Email,150
2024-02-06,Organic Search,551
2024-02-06,Paid Search,660
2024-02-06,Referral,290
2024-02-06,Social,963
2024-02-07,Direct,352
2024-02-07,Email,178
2024-02-07,Organic Search,1060
2024-02-07,Paid Search,762
2024-02-07,Referral,300
2024-02-07,Social,2258
2024-02-08,Direct,433
2024-02-08,Email,222
2024-02-08,Organic Search,766
2024-02-08,Paid Search,520
2024-02-08,Referral,331
2024-02-08,Social,719
2024-02-09,Direct,165
2024-02-09,Email,60
2024-02-09,Organic Search,1267
2024-02-09,Paid Search,1189
2024-02-09,Referral,122
2024-02-09,Social,1406
2024-02-10,Direct,552
2024-02-10,Email,141
2024-02-10,Organic Search,951
2024-02-10,Paid Search,951
2024-02-10,Referral,43
2024-02-10,Social,268
2024-02-11,Direct,475
2024-02-11,Email,167
2024-02-11,Organic Search,1109
2024-02-11,Paid Search,668
2024-02-11,Referral,117
2024-02-11,Social,527
2024-02-12,Direct,554
2024-02-12,Email,254
2024-02-12,Organic Search,1241
2024-02-12,Paid Search,353
2024-02-12,Referral,63
2024-02-12,Social,719
2024-02-13,Direct,355
2024-02-13,Email,155
2024-02-13,Organic Search,1122
2024-02-13,Paid Search,890
2024-02-13,Referral,212
2024-02-13,Social,1030
2024-02-14,Direct,479
2024-02-14,Email,176
2024-02-14,Organic Search,1288
2024-02-14,Paid Search,970
2024-02-14,Referral,59
2024-02-14,Social,1492
2024-02-15,Direct,378
2024-02-15,Email,109
2024-02-15,Organic Search,1184
2024-02-15,Paid Search,440
2024-02-15,Referral,91
2024-02-15,Social,876
2024-02-16,Direct,592
2024-02-16,Email,200
2024-02-16,Organic Search,778
2024-02-16,Paid Search,981
2024-02-16,Referral,166
2024-02-16,Social,316
2024-02-17,Direct,184
2024-02-17,Email,228
2024-02-17,Organic Search,935
2024-02-17,Paid Search,649
2024-02-17,Referral,360
2024-02-17,Social,512
2024-02-18,Direct,387
2024-02-18,Email,140
2024-02-18,Organic Search,531
2024-02-18,Paid Search,529
2024-02-18,Referral,44
2024-02-18,Social,636
2024-02-19,Direct,327
2024-02-19,Email,166
2024-02-19,Organic Search,664
2024-02-19,Paid Search,348
2024-02-19,Referral,337
2024-02-19,Social,1228
2024-02-20,Direct,308
2024-02-20,Email,236
2024-02-20,Organic Search,1001
2024-02-20,Paid Search,746
2024-02-20,Referral,544
2024-02-20,Social,450
2024-02-21,Direct,580
2024-02-21,Email,99
2024-02-21,Organic Search,1193
2024-02-21,Paid Search,976
2024-02-21,Referral,629
2024-02-21,Social,422
2024-02-22,Direct,358
2024-02-22,Email,84
2024-02-22,Organic Search,2398
2024-02-22,Paid Search,760
2024-02-22,Referral,124
2024-02-22,Social,1531
2024-02-23,Direct,493
2024-02-23,Email,144
2024-02-23,Organic Search,1399
2024-02-23,Paid Search,1125
2024-02-23,Referral,774
2024-02-23,Social,1347
2024-02-24,Direct,470
2024-02-24,Email,226
2024-02-24,Organic Search,790
2024-02-24,Paid Search,1195
2024-02-24,Referral,98
2024-02-24,Social,1691
2024-02-25,Direct,372
2024-02-25,Email,137
2024-02-25,Organic Search,793
2024-02-25,Paid Search,655
2024-02-25,Referral,216
2024-02-25,Social,531
2024-02-26,Direct,150
2024-02-26,Email,122
2024-02-26,Organic Search,925
2024-02-26,Paid Search,937
2024-02-26,Referral,268
2024-02-26,Social,614
2024-02-27,Direct,296
2024-02-27,Email,205
2024-02-27,Organic Search,743
2024-02-27,Paid Search,871
2024-02-27,Referral,143
2024-02-27,Social,473
2024-02-28,Direct,352
2024-02-28,Email,290
2024-02-28,Organic Search,870
2024-02-28,Paid Search,937
2024-02-28,Referral,274
2024-02-28,Social,663
2024-02-29,Direct,384
2024-02-29,Email,205
2024-02-29,Organic Search,1008
2024-02-29,Paid Search,975
2024-02-29,Referral,128
2024-02-29,Social,1234
2024-03-01,Direct,423
2024-03-01,Email,90
2024-03-01,Organic Search,1729
2024-03-01,Paid Search,739
2024-03-01,Referral,455
2024-03-01,Social,1330
2024-03-02,Direct,425
2024-03-02,Email,289
2024-03-02,Organic Search,1129
2024-03-02,Paid Search,960
2024-03-02,Referral,61
2024-03-02,Social,916
2024-03-03,Direct,427
2024-03-03,Email,175
2024-03-03,Organic Search,1017
2024-03-03,Paid Search,975
2024-03-03,Referral,399
2024-03-03,Social,1684
2024-03-04,Direct,330
2024-03-04,Email,107
2024-03-04,Organic Search,1645
2024-03-04,Paid Search,631
2024-03-04,Referral,254
2024-03-04,Social,287
2024-03-05,Direct,425
2024-03-05,Email,108
2024-03-05,Organic Search,1447
2024-03-05,Paid Search,553
2024-03-05,Referral,244
2024-03-05,Social,894
2024-03-06,Direct,370
2024-03-06,Email,86
2024-03-06,Organic Search,1041
2024-03-06,Paid Search,358
2024-03-06,Referral,362
2024-03-06,Social,493
2024-03-07,Direct,973
2024-03-07,Email,188
2024-03-07,Organic Search,1186
2024-03-07,Paid Search,495
2024-03-07,Referral,71
2024-03-07,Social,511
2024-03-08,Direct,256
2024-03-08,Email,227
2024-03-08,Organic Search,1066
2024-03-08,Paid Search,875
2024-03-08,Referral,47
2024-03-08,Social,501
2024-03-09,Direct,590
2024-03-09,Email,299
2024-03-09,Organic Search,735
2024-03-09,Paid Search,1182
2024-03-09,Referral,98
2024-03-09,Social,544
2024-03-10,Direct,263
2024-03-10,Email,124
2024-03-10,Organic Search,879
2024-03-10,Paid Search,1050
2024-03-10,Referral,118
2024-03-10,Social,253
2024-03-11,Direct,561
2024-03-11,Email,139
2024-03-11,Organic Search,1090
2024-03-11,Paid Search,694
2024-03-11,Referral,39
2024-03-11,Social,566
2024-03-12,Direct,471
2024-03-12,Email,227
2024-03-12,Organic Search,896
2024-03-12,Paid Search,518
2024-03-12,Referral,212
2024-03-12,Social,371
2024-03-13,Direct,519
2024-03-13,Email,149
2024-03-13,Organic Search,863
2024-03-13,Paid Search,814
2024-03-13,Referral,526
2024-03-13,Social,1011
2024-03-14,Direct,486
2024-03-14,Email,236
2024-03-14,Organic Search,1073
2024-03-14,Paid Search,625
2024-03-14,Referral,140
2024-03-14,Social,1831
2024-03-15,Direct,247
2024-03-15,Email,400
2024-03-15,Organic Search,1365
2024-03-15,Paid Search,1858
2024-03-15,Referral,290
2024-03-15,Social,396
2024-03-16,Direct,484
2024-03-16,Email,156
2024-03-16,Organic Search,873
2024-03-16,Paid Search,410
2024-03-16,Referral,80
2024-03-16,Social,854
2024-03-17,Direct,407
2024-03-17,Email,152
2024-03-17,Organic Search,1881
2024-03-17,Paid Search,1222
2024-03-17,Referral,75
2024-03-17,Social,585
2024-03-18,Direct,420
2024-03-18,Email,123
2024-03-18,Organic Search,891
2024-03-18,Paid Search,699
2024-03-18,Referral,325
2024-03-18,Social,755
2024-03-19,Direct,694
2024-03-19,Email,96
2024-03-19,Organic Search,1050
2024-03-19,Paid Search,825
2024-03-19,Referral,116
