Product Key,Product Name,Product Type,Product Family,Product Line,Product Group,Product Description,Sku Number,Price,Product Status,Product Notes,Updated At,Updated By,Proposed Price,Vendor Key
537,537-D5300 DSLR Camera with 18 55mm VR Lens   Red,Photography,Camera Accessories,Lenses,Nikon,D5300 DSLR Camera with 18 55mm VR Lens   Red,CA1194559113,1033.5,,,,,,13
538,538-D5300 DSLR Camera with 18 55mm VR Lens   Gray,Photography,Camera Accessories,Lenses,Nikon,D5300 DSLR Camera with 18 55mm VR Lens   Gray,CA2877481665,2577.0,,,,,,20
539,539-EOS Rebel T6i DSLR Camera with EF S 18 135mm IS STM Lens,Photography,Camera Accessories,Lenses,Canon,EOS Rebel T6i DSLR Camera with EF S 18 135mm IS STM Lens,CA1276881667,178.0,,,,,,13
540,540-EOS Rebel SL1 Camera+EF S 18 55 IS STM Lens+32GB+Battery+Case+Flash+Tele/Wide Lenses+Tripod+Acc Kit,Photography,Camera Accessories,Lenses,Canon,EOS Rebel SL1 Camera+EF S 18 55 IS STM Lens+32GB+Battery+Case+Flash+Tele/Wide Lenses+Tripod+Acc Kit,CA8504418977,146.5,,,,,,13
541,541-D610 DSLR Camera (Body Only)   Black,Photography,Camera Accessories,Lenses,Nikon,D610 DSLR Camera (Body Only)   Black,CA1020535311,823.5,,,,,,13
542,542-D5300 DSLR Camera (Body Only)   Black,Photography,Camera Accessories,Lenses,Nikon,D5300 DSLR Camera (Body Only)   Black,CA4621734751,52.0,,,,,,20
543,543-D5500 DSLR Camera (Body Only)   Red,Photography,Camera Accessories,Lenses,Nikon,D5500 DSLR Camera (Body Only)   Red,CA4860125238,162.0,,,,,,13
544,544-EOS Rebel T6i DSLR Camera (Body Only)   Black,Photography,Camera Accessories,Lenses,Canon,EOS Rebel T6i DSLR Camera (Body Only)   Black,CA9861444060,167.5,,,,,,20
545,545-D3300 DSLR Camera with 18 55mm VR Lens   Gray,Photography,Camera Accessories,Lenses,Nikon,D3300 DSLR Camera with 18 55mm VR Lens   Gray,CA9818940954,109.5,,,,,,20
546,546-D3200 DSLR Camera with 18 55mm VR II and 55 200mm VR II Lenses,Photography,Camera Accessories,Lenses,Nikon,D3200 DSLR Camera with 18 55mm VR II and 55 200mm VR II Lenses,CA1318220856,183.0,,,,,,12
547,547-EF 100mm f/2.8L Macro IS USM Lens   Black,Photography,Camera Accessories,Lenses,Canon,EF 100mm f/2.8L Macro IS USM Lens   Black,CA6586313111,466.5,,,,,,13
548,548-AF S NIKKOR 70 200mm f/2.8G ED VR II Telephoto Zoom Lens,Photography,Camera Accessories,Lenses,Nikon,AF S NIKKOR 70 200mm f/2.8G ED VR II Telephoto Zoom Lens,CA7605291039,325.0,,,,,,12
549,549-AF S NIKKOR 50mm f/1.4G Standard Lens   Black,Photography,Camera Accessories,Lenses,Nikon,AF S NIKKOR 50mm f/1.4G Standard Lens   Black,CA5137591445,283.0,,,,,,12
550,550-AF S NIKKOR 28 300mm f/3.5,Photography,Camera Accessories,Lenses,Nikon,AF S NIKKOR 28 300mm f/3.5,CA5764393267,109.5,,,,,,12
551,551-AF S NIKKOR 24 85mm f/3.5,Photography,Camera Accessories,Lenses,Nikon,AF S NIKKOR 24 85mm f/3.5,CA9264787720,225.0,,,,,,20
552,552-AF S DX NIKKOR 18 300mm f/3.5,Photography,Camera Accessories,Lenses,Nikon,AF S DX NIKKOR 18 300mm f/3.5,CA7461071791,99.0,,,,,,13
553,553-EF S 18 200mm f/3.5,Photography,Camera Accessories,Lenses,Canon,EF S 18 200mm f/3.5,CA6149062774,734.5,,,,,,13
554,554-AF S DX NIKKOR 10 24mm f/3.5,Photography,Camera Accessories,Lenses,Nikon,AF S DX NIKKOR 10 24mm f/3.5,CA9580315475,1222.5,,,,,,13
555,555-AF S DX Micro NIKKOR 40mm f/2.8G Macro Lens,Photography,Camera Accessories,Lenses,Nikon,AF S DX Micro NIKKOR 40mm f/2.8G Macro Lens,CA6654645326,1800.0,,,,,,13
556,556-Sonnar T FE 55mm f/1.8 ZA Lens for Most Sony a7 Series Cameras   Black,Photography,Camera Accessories,Lenses,Sony,Sonnar T FE 55mm f/1.8 ZA Lens for Most Sony a7 Series Cameras   Black,CA1170101193,162.0,,,,,,7
557,557-EF 17 40mm f/4L USM Ultra Wide Zoom Lens,Photography,Camera Accessories,Lenses,Canon,EF 17 40mm f/4L USM Ultra Wide Zoom Lens,CA1250799519,445.5,,,,,,20
558,558-Refurbished  55 300mm f/4.5,Photography,Camera Accessories,Lenses,Nikon,Refurbished  55 300mm f/4.5,CA8226745804,361.5,,,,,,20
559,559-EF 50mm f/1.8 II Standard Lens   Black,Photography,Camera Accessories,Lenses,Canon,EF 50mm f/1.8 II Standard Lens   Black,CA1784158807,298.5,,,,,,13
560,560-AF S NIKKOR 35mm f/1.8G ED Prime Lens for Select Nikon DSLR Cameras   Black,Photography,Camera Accessories,Lenses,Nikon,AF S NIKKOR 35mm f/1.8G ED Prime Lens for Select Nikon DSLR Cameras   Black,CA9356307763,115.0,,,,,,13
561,561-USB 2.0 SD/MMC Memory Card Reader   Black,Photography,Camera Accessories,Memory Cards,Insignia™,USB 2.0 SD/MMC Memory Card Reader   Black,CA2461819870,750.0,,,,,,12
562,562-USB 2.0 Multiformat Memory Card Reader   Black,Photography,Camera Accessories,Memory Cards,Insignia™,USB 2.0 Multiformat Memory Card Reader   Black,CA9753394061,2062.5,,,,,,20
563,563-USB 3.0 Multiformat Memory Card Reader   Black,Photography,Camera Accessories,Memory Cards,Insignia™,USB 3.0 Multiformat Memory Card Reader   Black,CA9130886219,529.5,,,,,,20
564,564-EVO+ 32GB microSDHC Class 10 UHS 1 Memory Card   Red/White,Photography,Camera Accessories,Memory Cards,Samsung,EVO+ 32GB microSDHC Class 10 UHS 1 Memory Card   Red/White,CA7102049014,151.5,,,,,,12
565,565-EVO+ 64GB microSDHC Class 10 UHS 1 Memory Card   Red/White,Photography,Camera Accessories,Memory Cards,Samsung,EVO+ 64GB microSDHC Class 10 UHS 1 Memory Card   Red/White,CA3792277320,272.5,,,,,,13
566,566-16GB microSD Class 10 UHS 1 Memory Card   Orange,Photography,Camera Accessories,Memory Cards,Samsung,16GB microSD Class 10 UHS 1 Memory Card   Orange,CA6414996380,477.0,,,,,,16
567,567-PRO+ 32GB microSDXC Class 10 UHS 1 Memory Card   Black/White,Photography,Camera Accessories,Memory Cards,Samsung,PRO+ 32GB microSDXC Class 10 UHS 1 Memory Card   Black/White,CA7834310656,424.5,,,,,,18
568,568-EVO+ 128GB microSDHC Class 10 UHS 1 Memory Card   Red/White,Photography,Camera Accessories,Memory Cards,Samsung,EVO+ 128GB microSDHC Class 10 UHS 1 Memory Card   Red/White,CA1948828607,298.5,,,,,,13
569,569-PRO+ 64GB microSDXC Class 10 UHS 1 Memory Card   Black/White,Photography,Camera Accessories,Memory Cards,Samsung,PRO+ 64GB microSDXC Class 10 UHS 1 Memory Card   Black/White,CA4338150983,2026.0,,,,,,12
570,570-Ultra Plus 32GB microSDHC Class 10 UHS 1 Memory Card   Gray/Red,Photography,Camera Accessories,Memory Cards,SanDisk,Ultra Plus 32GB microSDHC Class 10 UHS 1 Memory Card   Gray/Red,CA2004146305,1831.5,,,,,,20
571,571-Ultra Plus 32GB SDHC Class 10 UHS 1 Memory Card   Black/Gray/Red,Photography,Camera Accessories,Memory Cards,SanDisk,Ultra Plus 32GB SDHC Class 10 UHS 1 Memory Card   Black/Gray/Red,CA5770617104,99.0,,,,,,20
572,572-16GB SDHC Memory Card   Blue,Photography,Camera Accessories,Memory Cards,SanDisk,16GB SDHC Memory Card   Blue,CA4425376664,120.0,,,,,,20
573,573-Ultra Plus 64GB microSDXC Class 10 UHS 1 Memory Card   Gray/Red,Photography,Camera Accessories,Memory Cards,SanDisk,Ultra Plus 64GB microSDXC Class 10 UHS 1 Memory Card   Gray/Red,CA9249228682,8835.0,,,,,,20
574,574-Ultra Plus 64GB SDXC Class 10 UHS 1 Memory Card   Black/Gray/Red,Photography,Camera Accessories,Memory Cards,SanDisk,Ultra Plus 64GB SDXC Class 10 UHS 1 Memory Card   Black/Gray/Red,CA3185553315,120.0,,,,,,20
575,575-Ultra Plus 16GB SDHC Class 10 UHS 1 Memory Card   Black/Gray/Red,Photography,Camera Accessories,Memory Cards,SanDisk,Ultra Plus 16GB SDHC Class 10 UHS 1 Memory Card   Black/Gray/Red,CA5068857871,151.5,,,,,,1
576,576-Extreme PLUS 64GB microSDXC UHS I Class U 1 Memory Card,Photography,Camera Accessories,Memory Cards,SanDisk,Extreme PLUS 64GB microSDXC UHS I Class U 1 Memory Card,CA5672749520,120.0,,,,,,12
577,577-Extreme PLUS 32GB SDHC UHS I Memory Card   Black,Photography,Camera Accessories,Memory Cards,SanDisk,Extreme PLUS 32GB SDHC UHS I Memory Card   Black,CA3842871513,251.5,,,,,,20
578,578-Ultra Plus 16GB microSDHC Class 10 UHS 1 Memory Card   Gray/Red,Photography,Camera Accessories,Memory Cards,SanDisk,Ultra Plus 16GB microSDHC Class 10 UHS 1 Memory Card   Gray/Red,CA6824170955,603.0,,,,,,20
579,579-Extreme PLUS 32GB microSDHC UHS I Class U 1 Memory Card,Photography,Camera Accessories,Memory Cards,SanDisk,Extreme PLUS 32GB microSDHC UHS I Class U 1 Memory Card,CA2565787811,734.5,,,,,,2
580,580-Extreme PLUS 64GB SDXC Memory Card   Black/Gold,Photography,Camera Accessories,Memory Cards,SanDisk,Extreme PLUS 64GB SDXC Memory Card   Black/Gold,CA8368307640,335.5,,,,,,20
581,581-Ultra 8GB microSDHC UHS I Class 10 Memory Card   Gray/Red,Photography,Camera Accessories,Memory Cards,SanDisk,Ultra 8GB microSDHC UHS I Class 10 Memory Card   Gray/Red,CA8988918546,146.5,,,,,,20
582,582-Ultra 8GB SDHC UHS I Class 10 Memory Card   Black/Gray/Red,Photography,Camera Accessories,Memory Cards,SanDisk,Ultra 8GB SDHC UHS I Class 10 Memory Card   Black/Gray/Red,CA5241807230,99.0,,,,,,12
583,583-Ultra 128GB microSDXC Class 10 Memory Card   Gray/Red,Photography,Camera Accessories,Memory Cards,SanDisk,Ultra 128GB microSDXC Class 10 Memory Card   Gray/Red,CA2937240087,199.0,,,,,,17
584,584-Ultra Plus 32GB microSDHC Class 10 Memory Card   Red/Gray,Photography,Camera Accessories,Memory Cards,SanDisk,Ultra Plus 32GB microSDHC Class 10 Memory Card   Red/Gray,CA2803466682,172.5,,,,,,20
585,585-Extreme 32GB CF Memory Card   Black/Gold,Photography,Camera Accessories,Memory Cards,SanDisk,Extreme 32GB CF Memory Card   Black/Gold,CA5060516698,120.0,,,,,,12
586,586-Extreme Pro 32GB SDHC Memory Card   Black/Red,Photography,Camera Accessories,Memory Cards,SanDisk,Extreme Pro 32GB SDHC Memory Card   Black/Red,CA5075308212,1579.5,,,,,,20
587,587-Extreme PLUS 16GB High Definition Secure Digital High Capacity (SDHC) Memory Card   Black/Gold,Photography,Camera Accessories,Memory Cards,SanDisk,Extreme PLUS 16GB High Definition Secure Digital High Capacity (SDHC) Memory Card   Black/Gold,CA8122329091,99.0,,,,,,6
588,588-Extreme Pro 64GB SDXC UHS I Memory Card   Black/Red,Photography,Camera Accessories,Memory Cards,SanDisk,Extreme Pro 64GB SDXC UHS I Memory Card   Black/Red,CA2278068649,172.5,,,,,,13
589,589-Ultra Plus 64GB microSDXC Class 10 UHS 1 Memory Card   Red/Gray,Photography,Camera Accessories,Memory Cards,SanDisk,Ultra Plus 64GB microSDXC Class 10 UHS 1 Memory Card   Red/Gray,CA2531163025,823.5,,,,,,13
590,590-Extreme 128GB SDXC UHS 1 Memory Card   Black,Photography,Camera Accessories,Memory Cards,SanDisk,Extreme 128GB SDXC UHS 1 Memory Card   Black,CA3721603220,162.0,,,,,,12
591,591-Ultra Plus 16GB microSDHC Class 10 Memory Card   Red/Gray,Photography,Camera Accessories,Memory Cards,SanDisk,Ultra Plus 16GB microSDHC Class 10 Memory Card   Red/Gray,CA8580975921,235.5,,,,,,13
592,592-Extreme PLUS 16GB microSDHC UHS I Class U 1 Memory Card,Photography,Camera Accessories,Memory Cards,SanDisk,Extreme PLUS 16GB microSDHC UHS I Class U 1 Memory Card,CA6678025152,267.0,,,,,,12
593,593-Pixtor 32GB SDHC Class 10 Memory Card   Black/Red,Photography,Camera Accessories,Memory Cards,SanDisk,Pixtor 32GB SDHC Class 10 Memory Card   Black/Red,CA5981376597,62.5,,,,,,12
594,594-Ultra Plus 128GB microSDXC Class 10 UHS 1 Memory Card   Black,Photography,Camera Accessories,Memory Cards,SanDisk,Ultra Plus 128GB microSDXC Class 10 UHS 1 Memory Card   Black,CA7878027930,99.0,,,,,,13
595,595-Pro Elite 32GB SDHC Class 10 Memory Card   Black,Photography,Camera Accessories,Memory Cards,PNY,Pro Elite 32GB SDHC Class 10 Memory Card   Black,CA9159343559,109.5,,,,,,20
596,596-Pixtor 16GB microSDHC Class 10 Memory Card   Gray/Red,Photography,Camera Accessories,Memory Cards,SanDisk,Pixtor 16GB microSDHC Class 10 Memory Card   Gray/Red,CA3759763326,120.0,,,,,,12
597,597-Pixtor 32GB microSDHC Class 10 Memory Card   Gray/Red,Photography,Camera Accessories,Memory Cards,SanDisk,Pixtor 32GB microSDHC Class 10 Memory Card   Gray/Red,CA1311120862,1180.5,,,,,,13
598,598-Pixtor 16GB SDHC Class 10 Memory Card   Black/Red,Photography,Camera Accessories,Memory Cards,SanDisk,Pixtor 16GB SDHC Class 10 Memory Card   Black/Red,CA6417638482,120.0,,,,,,8
599,599-Ultra 16GB CF Memory Card   Black/Gray,Photography,Camera Accessories,Memory Cards,SanDisk,Ultra 16GB CF Memory Card   Black/Gray,CA5697672768,304.0,,,,,,20
600,600-Extreme 64GB CF Memory Card   Black/Gold,Photography,Camera Accessories,Memory Cards,SanDisk,Extreme 64GB CF Memory Card   Black/Gold,CA1999636320,571.5,,,,,,20
601,601-Pixtor 64GB microSDXC Class 10 Memory Card   Gray/Red,Photography,Camera Accessories,Memory Cards,SanDisk,Pixtor 64GB microSDXC Class 10 Memory Card   Gray/Red,CA2272685680,1096.5,,,,,,12
602,602-32GB microSDHC Class 10 UHS I/U3 Memory Card   Multi,Photography,Camera Accessories,Memory Cards,PNY,32GB microSDHC Class 10 UHS I/U3 Memory Card   Multi,CA7535449521,393.0,,,,,,13
603,603-Pixtor 64GB SDXC Class 10 UHS 1 Memory Card   Black/Red,Photography,Camera Accessories,Memory Cards,SanDisk,Pixtor 64GB SDXC Class 10 UHS 1 Memory Card   Black/Red,CA9355467830,115.0,,,,,,13
604,604-128GB microSDHC Class 10 UHS I/U1 Memory Card   Multi,Photography,Camera Accessories,Memory Cards,PNY,128GB microSDHC Class 10 UHS I/U1 Memory Card   Multi,CA7718556223,272.5,,,,,,20
605,605-Pixtor Advanced 32GB SDHC Class 10 UHS 3 Memory Card   Black/Gold,Photography,Camera Accessories,Memory Cards,SanDisk,Pixtor Advanced 32GB SDHC Class 10 UHS 3 Memory Card   Black/Gold,CA3228453494,603.0,,,,,,12
606,606-Memory Card Wallet   Black,Photography,Camera Accessories,Memory Cards,Insignia™,Memory Card Wallet   Black,CA4419013345,115.0,,,,,,13
607,607-Extreme Pro 32GB CF Memory Card   Black,Photography,Camera Accessories,Memory Cards,SanDisk,Extreme Pro 32GB CF Memory Card   Black,CA9182427664,225.0,,,,,,20
608,608-Pixtor Advanced 64GB microSDXC Class 10 UHS 3 Memory Card   Red/Gold,Photography,Camera Accessories,Memory Cards,SanDisk,Pixtor Advanced 64GB microSDXC Class 10 UHS 3 Memory Card   Red/Gold,CA3439449537,99.0,,,,,,13
609,609-Fi   Mobi 16GB SDHC Memory Card   Orange,Photography,Camera Accessories,Memory Cards,Eye,Fi   Mobi 16GB SDHC Memory Card   Orange,CA3321126963,970.5,,,,,,20
610,610-Pixtor Advanced 64GB SDXC Class 10 UHS 3 Memory Card   Black/Gold,Photography,Camera Accessories,Memory Cards,SanDisk,Pixtor Advanced 64GB SDXC Class 10 UHS 3 Memory Card   Black/Gold,CA6913935583,1096.5,,,,,,12
611,"611-S200HQL 19.5"" LED Monitor   Black",Computers,Computers & Tablets,Monitors,Acer,"S200HQL 19.5"" LED Monitor   Black",CT8035804748,183.0,,,,,,8
612,612-H6 Series 23IPS LED HD Monitor   Black,Computers,Computers & Tablets,Monitors,Acer,H6 Series 23IPS LED HD Monitor   Black,CT2699934403,288.0,,,,,,10
613,"613-27"" LED HD Monitor   Black",Computers,Computers & Tablets,Monitors,Acer,"27"" LED HD Monitor   Black",CT5594586580,293.5,,,,,,1
614,614-21.5IPS LED HD Monitor   Black,Computers,Computers & Tablets,Monitors,AOC,21.5IPS LED HD Monitor   Black,CT4004907556,162.0,,,,,,8
615,"615-19.5"" LED HD Monitor   Black",Computers,Computers & Tablets,Monitors,AOC,"19.5"" LED HD Monitor   Black",CT9964939801,172.5,,,,,,1
616,616-23IPS LED HD Monitor   Black/Silver,Computers,Computers & Tablets,Monitors,AOC,23IPS LED HD Monitor   Black/Silver,CT8308144248,99.0,,,,,,1
617,"617-27"" Widescreen Flat Panel IPS LED HD Monitor   Piano Black/Silver",Computers,Computers & Tablets,Monitors,AOC,"27"" Widescreen Flat Panel IPS LED HD Monitor   Piano Black/Silver",CT5686441945,356.5,,,,,,10
618,"618-23.6"" LED HD Monitor   Black",Computers,Computers & Tablets,Monitors,AOC,"23.6"" LED HD Monitor   Black",CT2473611135,592.5,,,,,,8
619,"619-Thunderbolt 27"" Widescreen LED Monitor   Silver",Computers,Computers & Tablets,Monitors,Apple,"Thunderbolt 27"" Widescreen LED Monitor   Silver",CT2980144875,199.0,,,,,,1
620,620-27IPS LED HD Monitor   Silver,Computers,Computers & Tablets,Monitors,Asus,27IPS LED HD Monitor   Silver,CT6411976399,109.5,,,,,,8
621,"621-24"" LED HD Monitor   Black",Computers,Computers & Tablets,Monitors,Asus,"24"" LED HD Monitor   Black",CT3637993512,267.0,,,,,,10
622,622-S2415H 23.8IPS LED HD Monitor   Black,Computers,Computers & Tablets,Monitors,Dell,S2415H 23.8IPS LED HD Monitor   Black,CT9430353261,424.5,,,,,,10
623,"623-23"" Widescreen Flat Panel IPS LED HD Monitor   Black",Computers,Computers & Tablets,Monitors,Dell,"23"" Widescreen Flat Panel IPS LED HD Monitor   Black",CT1066246726,99.0,,,,,,10
624,624-S2316M 23IPS LED HD Monitor   Black,Computers,Computers & Tablets,Monitors,Dell,S2316M 23IPS LED HD Monitor   Black,CT2764867975,1081.0,,,,,,10
625,625-27HD Monitor   Black,Computers,Computers & Tablets,Monitors,Dell,27HD Monitor   Black,CT4395565293,267.0,,,,,,14
626,626-25IPS LED HD Monitor   Black,Computers,Computers & Tablets,Monitors,HP,25IPS LED HD Monitor   Black,CT5757372358,109.5,,,,,,8
627,627-Pavilion 23IPS LED HD Monitor   Jet Black/Natural Silver,Computers,Computers & Tablets,Monitors,HP,Pavilion 23IPS LED HD Monitor   Jet Black/Natural Silver,CT3323798423,109.5,,,,,,1
628,628-27IPS LED HD Monitor   Black,Computers,Computers & Tablets,Monitors,HP,27IPS LED HD Monitor   Black,CT3689490625,214.5,,,,,,1
629,"629-20"" LED HD Monitor   Silver/Black",Computers,Computers & Tablets,Monitors,HP,"20"" LED HD Monitor   Silver/Black",CT1599284069,109.5,,,,,,8
630,630-23IPS LED HD Monitor   Black,Computers,Computers & Tablets,Monitors,Lenovo,23IPS LED HD Monitor   Black,CT1134695668,183.0,,,,,,10
631,631-29IPS LED HD 21:9 UltraWide Monitor   Black,Computers,Computers & Tablets,Monitors,LG,29IPS LED HD 21:9 UltraWide Monitor   Black,CT8347475252,115.0,,,,,,1
632,"632-21.5"" LED HD Monitor   Glossy Black",Computers,Computers & Tablets,Monitors,Samsung,"21.5"" LED HD Monitor   Glossy Black",CT8467212032,109.5,,,,,,8
633,"633-27"" LED HD Monitor   Glossy Black",Computers,Computers & Tablets,Monitors,Samsung,"27"" LED HD Monitor   Glossy Black",CT3018429823,251.5,,,,,,8
634,"634-UD590 Series 28"" LED 4K UHD Monitor   Black",Computers,Computers & Tablets,Monitors,Samsung,"UD590 Series 28"" LED 4K UHD Monitor   Black",CT5772178429,1915.5,,,,,,8
635,"635-23.6"" LED HD Monitor   Glossy Black",Computers,Computers & Tablets,Monitors,Samsung,"23.6"" LED HD Monitor   Glossy Black",CT6759436690,115.0,,,,,,10
636,"636-21.5"" LED HD Monitor   Black",Computers,Computers & Tablets,Monitors,AOC,"21.5"" LED HD Monitor   Black",CT7559430587,115.0,,,,,,10
637,"637-23.6"" Widescreen LED Monitor   Black",Computers,Computers & Tablets,Monitors,Asus,"23.6"" Widescreen LED Monitor   Black",CT5096325779,167.5,,,,,,6
638,638-E2715HM 27IPS LED HD Monitor   Black,Computers,Computers & Tablets,Monitors,Dell,E2715HM 27IPS LED HD Monitor   Black,CT4843733004,272.5,,,,,,8
639,"639-23"" LCD Monitor   Black",Computers,Computers & Tablets,Monitors,Asus,"23"" LCD Monitor   Black",CT4969118257,162.0,,,,,,17
640,640-P2314H 23IPS LED HD Monitor   Black,Computers,Computers & Tablets,Monitors,Dell,P2314H 23IPS LED HD Monitor   Black,CT4774996561,267.0,,,,,,1
641,"641-19"" Widescreen LED Monitor   Black",Computers,Computers & Tablets,Monitors,Asus,"19"" Widescreen LED Monitor   Black",CT4006244819,1018.0,,,,,,1
642,"642-15.6"" Widescreen Flat Panel USB Powered Portable LED Monitor",Computers,Computers & Tablets,Monitors,AOC,"15.6"" Widescreen Flat Panel USB Powered Portable LED Monitor",CT1981953146,288.0,,,,,,1
643,"643-29"" LED Curved HD 21:9 Ultrawide Monitor   Black",Computers,Computers & Tablets,Monitors,Samsung,"29"" LED Curved HD 21:9 Ultrawide Monitor   Black",CT3803120757,2440.5,,,,,,1
644,"644-34"" Curved HD 21:9 Ultrawide Monitor   Glossy Black",Computers,Computers & Tablets,Monitors,Samsung,"34"" Curved HD 21:9 Ultrawide Monitor   Glossy Black",CT8878437657,1075.5,,,,,,1
645,"645-21.5"" LED HD Touch Screen Monitor   Black",Computers,Computers & Tablets,Monitors,ViewSonic,"21.5"" LED HD Touch Screen Monitor   Black",CT3385614409,288.0,,,,,,8
646,"646-23.6"" LED HD Monitor   Black",Computers,Computers & Tablets,Monitors,ViewSonic,"23.6"" LED HD Monitor   Black",CT3630109664,361.5,,,,,,1
647,"647-17"" LED Monitor   Black",Computers,Computers & Tablets,Monitors,Acer,"17"" LED Monitor   Black",CT4328901576,183.0,,,,,,1
648,648-Pavilion 21.5IPS LED HD Monitor   Jet Black/Natural Silver,Computers,Computers & Tablets,Monitors,HP,Pavilion 21.5IPS LED HD Monitor   Jet Black/Natural Silver,CT6008243671,325.0,,,,,,8
649,"649-P190S 19"" LCD Flat Panel Computer Monitor Display   Black",Computers,Computers & Tablets,Monitors,Dell,"P190S 19"" LCD Flat Panel Computer Monitor Display   Black",CT8901629479,99.0,,,,,,1
650,"650-RL2455HM Widescreen LCD Monitor   Black, Red",Computers,Computers & Tablets,Monitors,BenQ,"RL2455HM Widescreen LCD Monitor   Black, Red",CT8017006477,162.0,,,,,,9
651,651-instax mini 8 Instant Film Camera   Blue,Photography,Cameras & Camcorders,Point & Shoot,Fujifilm,instax mini 8 Instant Film Camera   Blue,CC8739185399,298.5,,,,,,17
652,652-Coolpix S3700 20.1 Megapixel Digital Camera   Silver,Photography,Cameras & Camcorders,Point & Shoot,Nikon,Coolpix S3700 20.1 Megapixel Digital Camera   Silver,CC9971058591,115.0,,,,,,17
653,653-instax mini 8 Instant Film Camera   Pink,Photography,Cameras & Camcorders,Point & Shoot,Fujifilm,instax mini 8 Instant Film Camera   Pink,CC5152572967,151.5,,,,,,7
654,654-instax Mini 8 Instant Film Camera   Raspberry,Photography,Cameras & Camcorders,Point & Shoot,Fujifilm,instax Mini 8 Instant Film Camera   Raspberry,CC8239820060,325.0,,,,,,17
655,655-instax Mini 8 Instant Film Camera   Grape,Photography,Cameras & Camcorders,Point & Shoot,Fujifilm,instax Mini 8 Instant Film Camera   Grape,CC7951716342,970.5,,,,,,17
656,656-XP80 16.4 Megapixel Waterproof Digital Camera   Yellow,Photography,Cameras & Camcorders,Point & Shoot,Fujifilm,XP80 16.4 Megapixel Waterproof Digital Camera   Yellow,CC8314934705,52.0,,,,,,7
657,657-DSC W830 20.1 Megapixel Digital Camera,Photography,Cameras & Camcorders,Point & Shoot,Sony,DSC W830 20.1 Megapixel Digital Camera,CC8710720559,398.5,,,,,,17
658,658-PowerShot ELPH 160 20.0 Megapixel Digital Camera   Silver,Photography,Cameras & Camcorders,Point & Shoot,Canon,PowerShot ELPH 160 20.0 Megapixel Digital Camera   Silver,CC5752094118,167.5,,,,,,7
659,659-Snap 10.0 Megapixel Digital Camera   White,Photography,Cameras & Camcorders,Point & Shoot,Polaroid,Snap 10.0 Megapixel Digital Camera   White,CC4586772433,199.0,,,,,,17
660,660-Coolpix S7000 16.0 Megapixel Digital Camera   Black,Photography,Cameras & Camcorders,Point & Shoot,Nikon,Coolpix S7000 16.0 Megapixel Digital Camera   Black,CC4608203039,115.0,,,,,,17
661,661-instax mini 8 Instant Film Camera   White,Photography,Cameras & Camcorders,Point & Shoot,Fujifilm,instax mini 8 Instant Film Camera   White,CC5327083316,729.0,,,,,,7
662,662-PowerShot ELPH 170 IS 20.0 Megapixel Digital Camera   Blue,Photography,Cameras & Camcorders,Point & Shoot,Canon,PowerShot ELPH 170 IS 20.0 Megapixel Digital Camera   Blue,CC6489978534,57.0,,,,,,13
663,663-PowerShot SX530 HS Digital Camera   Black,Photography,Cameras & Camcorders,Point & Shoot,Canon,PowerShot SX530 HS Digital Camera   Black,CC6138207396,214.5,,,,,,17
664,664-Coolpix S9900 16.0 Megapixel Digital Camera   Black,Photography,Cameras & Camcorders,Point & Shoot,Nikon,Coolpix S9900 16.0 Megapixel Digital Camera   Black,CC8534430282,823.5,,,,,,13
665,665-PowerShot SX610 HS 20.2 Megapixel Digital Camera   Black,Photography,Cameras & Camcorders,Point & Shoot,Canon,PowerShot SX610 HS 20.2 Megapixel Digital Camera   Black,CC3378000657,120.0,,,,,,7
666,666-Coolpix L32 20.1 Megapixel Digital Camera   Red,Photography,Cameras & Camcorders,Point & Shoot,Nikon,Coolpix L32 20.1 Megapixel Digital Camera   Red,CC9154467280,288.0,,,,,,15
667,667-Coolpix L840 16.0 Megapixel Digital Camera   Black,Photography,Cameras & Camcorders,Point & Shoot,Nikon,Coolpix L840 16.0 Megapixel Digital Camera   Black,CC7045873606,214.5,,,,,,5
668,668-PowerShot ELPH 350 HS 20.2 Megapixel Digital Camera   Black,Photography,Cameras & Camcorders,Point & Shoot,Canon,PowerShot ELPH 350 HS 20.2 Megapixel Digital Camera   Black,CC9239437801,970.5,,,,,,17
669,669-Coolpix L840 16.0 Megapixel Digital Camera   Plum,Photography,Cameras & Camcorders,Point & Shoot,Nikon,Coolpix L840 16.0 Megapixel Digital Camera   Plum,CC5527987710,52.0,,,,,,7
670,670-PowerShot SX710 HS 20.3 Megapixel Digital Camera   Black,Photography,Cameras & Camcorders,Point & Shoot,Canon,PowerShot SX710 HS 20.3 Megapixel Digital Camera   Black,CC8976958707,220.0,,,,,,17
671,671-TG 860 16.0 Megapixel Waterproof Digital Camera,Photography,Cameras & Camcorders,Point & Shoot,Olympus,TG 860 16.0 Megapixel Waterproof Digital Camera,CC7921869039,1201.5,,,,,,7
672,672-Coolpix P530 16.1 Megapixel Digital Camera   Black,Photography,Cameras & Camcorders,Point & Shoot,Nikon,Coolpix P530 16.1 Megapixel Digital Camera   Black,CC5485672718,965.5,,,,,,17
