Return ID,Order Number,Product Key,Return Date,Return Quantity,Refund Amount,Return Reason,Restocked
125671,236149,631,2022-10-31,1,63.59,Defective/Damaged,N
125672,236151,54,2022-12-02,1,104.31,Changed Mind,Y
125673,236154,362,2022-12-19,1,75.14,Defective/Damaged,N
125674,236157,66,2023-01-13,1,66.12,Wrong Size/Fit,N
125675,236162,1026,2023-02-07,1,105.05,Not As Described,N
125676,236165,68,2023-02-21,1,52.67,Changed Mind,Y
125677,236165,990,2023-02-22,1,109.14,Wrong Size/Fit,Y
125678,236169,443,2023-03-22,1,23.0,Wrong Size/Fit,Y
125679,236171,66,2023-04-01,1,66.12,Defective/Damaged,N
125680,236171,869,2023-04-22,1,355.68,Not As Described,Y
125681,236176,179,2023-05-16,2,260.54,Other,Y
125682,236176,1031,2023-05-11,1,19.84,Changed Mind,N
125683,236179,825,2023-05-31,1,202.5,Defective/Damaged,N
125684,236180,1094,2023-06-24,2,280.21,Not As Described,Y
125685,236181,980,2023-06-11,1,103.59,Not As Described,Y
125686,236182,470,2023-07-11,1,50.0,Wrong Size/Fit,Y
125687,236186,8,2023-07-31,1,102.26,Not As Described,Y
125688,236187,320,2025-07-29,1,36.91,Better Price Found,N
125689,236188,546,2023-08-29,1,86.23,Better Price Found,N
125690,236188,921,2023-08-20,1,80.94,Changed Mind,Y
125691,236190,308,2025-08-17,1,162.53,Changed Mind,Y
125692,236192,560,2023-09-09,1,65.55,Changed Mind,Y
125693,236192,869,2023-08-31,1,284.54,Better Price Found,Y
125694,236203,867,2021-09-15,2,209.76,Wrong Size/Fit,Y
125695,236203,875,2021-10-07,2,55.19,Wrong Size/Fit,Y
125696,236203,1051,2021-09-21,2,300.15,Wrong Size/Fit,N
125697,236206,287,2021-10-03,1,102.19,Changed Mind,Y
125698,236207,320,2021-10-29,2,73.81,Wrong Size/Fit,Y
125699,236207,807,2021-10-17,2,76.78,Changed Mind,Y
125700,236207,1075,2021-10-20,2,64.47,Other,N
125701,236211,1067,2021-11-28,1,269.51,Other,Y
125702,236213,1091,2021-12-07,2,149.29,Wrong Size/Fit,Y
125703,236217,739,2021-12-24,1,27.54,Changed Mind,Y
125704,236219,504,2022-01-08,1,267.85,Changed Mind,Y
125705,236220,288,2022-01-14,2,126.0,Better Price Found,Y
125706,236221,417,2022-01-13,1,23.0,Wrong Size/Fit,Y
125707,236225,672,2022-03-10,2,917.22,Defective/Damaged,N
125708,236226,786,2022-02-24,1,72.42,Not As Described,Y
125709,236228,534,2022-03-02,1,75.74,Wrong Size/Fit,Y
125710,236230,34,2022-04-13,1,143.69,Defective/Damaged,N
125711,236232,285,2022-04-15,1,45.9,Changed Mind,Y
125712,236233,93,2022-04-24,1,64.5,Other,Y
125713,236238,693,2022-05-14,2,283.58,Wrong Size/Fit,Y
125714,236239,1027,2022-06-09,1,143.29,Defective/Damaged,N
125715,236240,470,2022-06-07,1,62.5,Better Price Found,N
125716,236241,1079,2022-06-03,2,240.0,Not As Described,Y
125717,236242,18,2022-06-11,1,73.93,Defective/Damaged,N
125718,236248,455,2022-08-12,1,128.43,Defective/Damaged,N
125719,236250,1095,2022-08-30,1,39.67,Defective/Damaged,N
125720,236251,208,2022-08-16,1,53.62,Wrong Size/Fit,Y
125721,236253,531,2022-09-18,1,93.84,Better Price Found,Y
125722,236254,1069,2022-09-25,2,576.29,Wrong Size/Fit,N
125723,236260,523,2022-11-03,1,45.61,Wrong Size/Fit,Y
125724,236262,451,2022-11-03,2,309.54,Changed Mind,Y
125725,236265,708,2022-12-11,1,13.08,Wrong Size/Fit,Y
125726,236268,248,2022-12-22,1,16.39,Changed Mind,Y
125727,236272,195,2023-01-10,2,221.61,Wrong Size/Fit,Y
125728,236273,847,2023-01-31,2,171.95,Defective/Damaged,N
125729,236276,478,2023-02-05,1,356.5,Changed Mind,Y
125730,236277,967,2023-03-07,1,289.14,Defective/Damaged,N
125731,236279,524,2023-03-09,1,79.97,Defective/Damaged,N
125732,236280,78,2023-03-05,2,270.74,Changed Mind,N
125733,236280,447,2023-03-21,1,339.75,Defective/Damaged,N
125734,236280,869,2023-03-29,1,355.68,Defective/Damaged,N
125735,236282,978,2023-03-22,1,143.2,Other,Y
125736,236284,470,2023-04-15,1,62.5,Changed Mind,Y
125737,236290,390,2023-05-15,2,184.92,Other,Y
125738,236291,857,2023-06-18,1,305.84,Not As Described,Y
125739,236292,250,2023-06-25,1,53.28,Wrong Size/Fit,Y
125740,236292,688,2023-05-31,1,29.21,Wrong Size/Fit,N
125741,236295,249,2023-06-29,1,44.06,Wrong Size/Fit,N
125742,236295,405,2023-07-07,2,126.52,Changed Mind,Y
125743,236295,490,2023-07-04,2,256.85,Wrong Size/Fit,N
125744,236298,1095,2025-07-29,2,79.35,Not As Described,Y
125745,236302,1087,2023-08-17,1,795.33,Defective/Damaged,N
125746,236306,1038,2023-09-29,1,203.32,Changed Mind,Y
125747,236309,349,2023-10-19,1,139.38,Changed Mind,Y
125748,236309,560,2023-10-13,1,81.94,Defective/Damaged,N
125749,236310,33,2023-10-28,2,146.72,Defective/Damaged,N
125750,236311,93,2023-10-08,1,64.5,Not As Described,Y
125751,236312,101,2023-11-09,2,899.93,Wrong Size/Fit,Y
125752,236313,636,2023-10-29,1,30.59,Changed Mind,N
125753,236314,830,2023-11-17,1,851.73,Changed Mind,Y
125754,236318,17,2023-12-12,2,149.91,Changed Mind,Y
125755,236322,697,2024-01-04,1,72.98,Not As Described,Y
125756,236323,493,2024-01-20,1,172.5,Defective/Damaged,N
125757,236326,288,2024-01-28,1,63.0,Not As Described,N
125758,236326,437,2024-02-06,1,16.39,Not As Described,Y
125759,236327,334,2024-02-03,1,93.06,Changed Mind,N
125760,236328,638,2024-02-29,2,166.77,Not As Described,Y
125761,236329,154,2024-03-03,1,64.3,Better Price Found,Y
125762,236333,560,2024-04-01,1,81.94,Changed Mind,Y
125763,236333,993,2024-04-05,1,190.91,Changed Mind,Y
125764,236336,585,2024-04-14,2,120.0,Defective/Damaged,N
125765,236340,1011,2024-05-12,1,540.0,Defective/Damaged,N
125766,236343,106,2024-05-25,1,49.11,Better Price Found,Y
125767,236343,253,2024-05-30,1,38.76,Changed Mind,N
125768,236344,443,2024-05-27,2,46.0,Changed Mind,Y
125769,236345,951,2024-06-10,1,887.93,Changed Mind,Y
125770,236346,484,2024-06-23,1,78.49,Not As Described,N
125771,236355,475,2021-09-19,2,249.37,Changed Mind,N
125772,236356,1050,2021-10-10,2,1616.81,Other,Y
125773,236360,964,2021-11-03,2,358.8,Changed Mind,Y
125774,236363,775,2021-11-24,1,37.52,Wrong Size/Fit,Y
125775,236365,368,2021-12-23,1,97.86,Changed Mind,Y
125776,236367,157,2021-12-18,1,166.61,Changed Mind,Y
125777,236368,443,2022-01-11,2,46.0,Changed Mind,Y
125778,236370,19,2022-01-30,1,640.88,Not As Described,N
125779,236370,730,2022-01-08,1,43.86,Changed Mind,N
125780,236372,275,2022-01-17,1,20.78,Defective/Damaged,N
125781,236377,159,2022-03-06,2,341.88,Other,Y
125782,236378,111,2022-03-24,2,63.76,Changed Mind,Y
125783,236379,633,2022-03-03,1,89.01,Wrong Size/Fit,Y
125784,236385,619,2022-05-03,2,215.12,Defective/Damaged,N
125785,236390,1008,2022-06-05,1,120.0,Wrong Size/Fit,Y
125786,236391,726,2022-05-28,1,23.26,Not As Described,N
125787,236392,925,2022-06-05,1,45.54,Defective/Damaged,N
125788,236392,1072,2022-06-22,1,79.08,Wrong Size/Fit,N
125789,236394,58,2022-07-06,1,130.65,Changed Mind,Y
125790,236394,495,2022-06-16,2,972.0,Changed Mind,Y
125791,236398,603,2022-08-03,1,79.06,Changed Mind,Y
125792,236400,146,2022-08-09,1,50.53,Changed Mind,Y
125793,236400,833,2022-08-26,1,89.33,Not As Described,Y
125794,236401,642,2022-08-15,1,164.16,Better Price Found,Y
125795,236402,596,2022-09-03,1,79.5,Wrong Size/Fit,Y
125796,236405,786,2022-09-26,1,72.42,Not As Described,N
125797,236406,334,2022-10-06,2,186.12,Changed Mind,Y
125798,236406,964,2022-10-03,1,179.4,Changed Mind,Y
125799,236406,1061,2022-09-21,1,55.03,Other,Y
125800,236410,441,2022-10-21,2,138.0,Not As Described,N
125801,236412,914,2022-11-12,1,43.64,Defective/Damaged,N
125802,236413,146,2022-11-19,2,101.05,Changed Mind,Y
125803,236417,710,2022-12-17,1,75.79,Not As Described,Y
125804,236421,351,2023-01-15,1,68.17,Changed Mind,Y
125805,236426,486,2023-01-26,1,670.5,Defective/Damaged,N
125806,236428,602,2023-02-20,2,510.9,Not As Described,Y
125807,236428,1057,2023-02-12,1,243.9,Wrong Size/Fit,Y
125808,236433,776,2023-03-25,1,106.83,Wrong Size/Fit,Y
125809,236437,614,2023-05-10,1,46.17,Defective/Damaged,N
125810,236443,1083,2023-06-22,1,819.77,Wrong Size/Fit,Y
125811,236446,1002,2023-06-28,1,855.0,Changed Mind,Y
125812,236449,417,2023-07-24,1,23.0,Other,Y
125813,236451,702,2025-08-08,1,45.79,Changed Mind,N
125814,236451,710,2025-07-31,1,75.79,Better Price Found,Y
125815,236453,1030,2023-08-22,1,216.41,Defective/Damaged,Y
125816,236455,201,2023-08-21,1,128.4,Not As Described,Y
125817,236456,113,2023-09-01,1,22.94,Wrong Size/Fit,N
125818,236457,704,2025-09-04,1,20.35,Not As Described,Y
125819,236458,113,2023-09-13,1,22.94,Other,Y
125820,236459,936,2023-09-27,1,26.91,Not As Described,Y
125821,236462,749,2023-10-21,1,53.04,Changed Mind,Y
125822,236463,630,2023-10-16,1,64.05,Better Price Found,N
125823,236464,497,2023-11-11,1,18.9,Changed Mind,Y
125824,236470,113,2023-12-22,2,45.88,Changed Mind,Y
125825,236471,1026,2023-12-22,1,105.05,Changed Mind,N
125826,236472,800,2023-12-29,1,107.79,Changed Mind,Y
125827,236473,744,2024-01-05,2,132.12,Wrong Size/Fit,N
125828,236473,1025,2023-12-18,2,608.0,Changed Mind,Y
125829,236477,451,2024-01-13,2,309.54,Wrong Size/Fit,Y
125830,236478,785,2024-02-04,1,93.84,Not As Described,N
125831,236478,903,2024-01-26,1,23.6,Not As Described,N
125832,236483,465,2024-02-27,1,162.4,Wrong Size/Fit,Y
125833,236484,1041,2024-03-04,1,166.39,Not As Described,Y
125834,236486,834,2024-04-08,1,118.37,Wrong Size/Fit,Y
125835,236487,551,2024-04-07,1,53.44,Defective/Damaged,N
125836,236488,574,2024-04-26,1,96.0,Defective/Damaged,N
125837,236493,113,2024-05-20,1,22.94,Not As Described,Y
125838,236493,606,2024-05-01,2,140.53,Changed Mind,Y
125839,236497,797,2024-06-17,1,223.27,Defective/Damaged,N
125840,236505,576,2024-07-24,1,82.5,Defective/Damaged,N
125841,236509,924,2024-09-03,1,29.5,Changed Mind,Y
125842,236510,510,2024-09-20,2,63.37,Defective/Damaged,N
125843,236511,630,2024-09-12,2,64.05,Defective/Damaged,N
125844,236512,104,2024-09-26,1,121.99,Not As Described,Y
125845,236512,1048,2024-10-05,1,143.45,Changed Mind,Y
125846,236513,181,2024-10-13,1,609.33,Wrong Size/Fit,Y
125847,236516,711,2024-10-11,1,33.66,Wrong Size/Fit,Y
125848,236516,855,2024-10-18,2,99.36,Not As Described,Y
125849,236520,814,2024-11-13,1,139.34,Defective/Damaged,N
125850,236524,617,2024-12-08,2,440.28,Defective/Damaged,N
125851,236526,1077,2025-01-07,1,108.4,Defective/Damaged,Y
125852,236527,841,2025-01-10,1,171.11,Wrong Size/Fit,Y
125853,236528,517,2024-12-30,1,122.1,Wrong Size/Fit,Y
125854,236529,315,2025-01-22,2,291.38,Not As Described,Y
125855,236529,346,2025-01-20,2,96.14,Changed Mind,Y
125856,236529,1075,2025-01-09,2,64.47,Defective/Damaged,N
125857,236530,942,2025-01-22,2,292.91,Wrong Size/Fit,N
125858,236532,469,2025-02-09,2,854.25,Wrong Size/Fit,Y
125859,236534,1071,2025-02-07,1,40.72,Defective/Damaged,N
125860,236537,65,2025-03-18,1,80.84,Other,Y
125861,236537,155,2025-03-08,1,126.47,Changed Mind,Y
125862,236537,416,2025-03-03,2,149.7,Wrong Size/Fit,N
125863,236538,953,2025-03-26,2,113.85,Changed Mind,Y
125864,236542,749,2025-04-19,1,53.04,Defective/Damaged,N
125865,236542,916,2025-05-03,2,184.23,Wrong Size/Fit,Y
125866,236547,176,2025-06-03,2,156.6,Changed Mind,Y
125867,236547,510,2025-05-23,1,31.68,Wrong Size/Fit,N
125868,236547,924,2025-05-11,1,29.5,Wrong Size/Fit,Y
125869,236552,66,2025-06-17,1,66.12,Defective/Damaged,N
125870,236552,159,2025-06-25,1,170.94,Not As Described,N
125871,236552,973,2025-06-17,2,181.19,Wrong Size/Fit,Y
125872,236553,327,2025-06-29,1,149.46,Defective/Damaged,N
125873,236557,56,2025-08-19,1,548.72,Not As Described,N
125874,236558,874,2025-08-02,1,24.26,Changed Mind,Y
125875,236561,794,2025-09-17,1,100.98,Changed Mind,Y
125876,236562,51,2025-09-22,1,123.98,Changed Mind,N
125877,236563,646,2025-09-13,2,253.05,Better Price Found,Y
125878,236566,864,2025-10-06,1,58.91,Defective/Damaged,N
125879,236574,235,2022-02-11,1,171.58,Defective/Damaged,N
125880,236582,428,2022-09-04,1,170.47,Not As Described,Y
125881,236584,574,2022-11-07,2,192.0,Not As Described,Y
125882,236586,873,2023-01-15,1,55.2,Not As Described,Y
125883,236590,302,2023-05-01,1,33.49,Not As Described,Y
125884,236591,509,2023-06-03,1,83.45,Defective/Damaged,N
125885,236595,1009,2025-09-06,1,52.0,Not As Described,Y
125886,236597,980,2023-12-05,1,51.8,Changed Mind,Y
125887,236615,1055,2025-06-25,1,178.87,Changed Mind,Y
125888,236618,407,2025-09-10,2,62.7,Better Price Found,Y
125889,236619,466,2025-10-18,1,173.88,Defective/Damaged,Y
125890,236620,1089,2021-09-12,1,174.29,Other,Y
125891,236622,363,2021-09-24,2,273.58,Better Price Found,Y
125892,236623,1031,2021-10-04,1,24.8,Better Price Found,Y
125893,236625,949,2021-10-01,1,87.56,Other,Y
125894,236628,380,2021-11-11,1,51.75,Better Price Found,N
125895,236629,945,2021-11-11,2,111.09,Changed Mind,Y
125896,236630,273,2021-11-26,1,53.95,Wrong Size/Fit,Y
125897,236633,235,2021-12-06,2,343.17,Wrong Size/Fit,Y
125898,236636,4,2022-01-09,1,120.85,Changed Mind,Y
125899,236636,233,2022-01-10,1,74.95,Wrong Size/Fit,N
125900,236636,482,2021-12-27,1,46.31,Not As Described,Y
125901,236637,760,2021-12-29,2,187.58,Not As Described,Y
125902,236638,508,2022-01-03,1,51.3,Changed Mind,N
125903,236639,923,2022-01-06,2,167.85,Other,Y
125904,236640,865,2022-01-23,1,353.28,Defective/Damaged,N
125905,236641,1031,2022-02-02,2,49.59,Changed Mind,N
125906,236643,443,2022-03-01,2,46.0,Wrong Size/Fit,Y
125907,236647,216,2022-03-14,1,102.35,Better Price Found,Y
125908,236648,489,2022-04-04,1,434.25,Changed Mind,Y
125909,236648,770,2022-03-13,1,76.95,Not As Described,N
125910,236649,665,2022-04-06,2,114.24,Not As Described,Y
125911,236651,288,2022-04-07,1,63.0,Changed Mind,N
125912,236652,449,2022-04-19,1,167.92,Wrong Size/Fit,N
125913,236655,1085,2022-05-18,2,719.05,Changed Mind,Y
125914,236656,883,2022-05-17,2,294.84,Wrong Size/Fit,Y
125915,236661,285,2022-06-20,2,91.8,Defective/Damaged,N
125916,236661,876,2022-06-15,1,74.47,Defective/Damaged,N
125917,236663,764,2022-07-13,2,211.93,Better Price Found,Y
125918,236668,292,2022-08-29,1,62.81,Not As Described,Y
125919,236669,142,2022-09-03,1,660.82,Changed Mind,Y
125920,236669,1052,2022-08-27,1,176.18,Other,Y
125921,236670,413,2022-09-13,2,174.8,Not As Described,Y
125922,236675,602,2022-09-20,1,255.45,Other,Y
125923,236676,334,2022-10-19,2,186.12,Wrong Size/Fit,Y
125924,236679,721,2022-11-02,1,37.38,Changed Mind,Y
125925,236682,511,2022-11-09,2,131.1,Wrong Size/Fit,N
125926,236685,591,2022-11-27,1,167.8,Not As Described,Y
125927,236686,1079,2022-12-24,1,60.0,Wrong Size/Fit,Y
125928,236696,311,2023-02-13,2,303.77,Better Price Found,Y
125929,236698,297,2023-02-24,1,22.67,Better Price Found,Y
125930,236700,387,2023-03-21,1,940.02,Not As Described,Y
125931,236700,444,2023-03-30,1,65.7,Not As Described,Y
125932,236700,444,2023-03-12,2,131.4,Defective/Damaged,Y
125933,236700,1079,2023-04-02,1,120.0,Better Price Found,Y
125934,236705,935,2023-05-03,1,60.83,Wrong Size/Fit,Y
125935,236707,698,2023-05-06,1,138.5,Changed Mind,Y
125936,236708,368,2023-05-19,1,97.86,Wrong Size/Fit,Y
125937,236708,964,2023-05-12,1,179.4,Defective/Damaged,N
125938,236709,417,2023-05-14,1,23.0,Changed Mind,Y
125939,236711,509,2023-06-01,1,83.45,Changed Mind,Y
125940,236711,531,2023-06-23,2,187.68,Defective/Damaged,N
125941,236714,792,2023-07-03,1,114.14,Other,N
125942,236716,975,2023-07-08,2,128.16,Changed Mind,N
125943,236717,157,2023-08-04,1,166.61,Changed Mind,Y
125944,236719,521,2023-07-31,1,173.82,Wrong Size/Fit,Y
125945,236720,59,2023-08-17,1,157.08,Not As Described,Y
125946,236721,1061,2025-08-04,1,55.03,Changed Mind,Y
125947,236727,843,2025-09-20,1,77.92,Other,Y
125948,236727,980,2025-10-06,1,103.59,Not As Described,Y
125949,236729,349,2023-10-13,2,278.76,Defective/Damaged,N
125950,236731,551,2023-10-27,1,53.44,Other,Y
125951,236733,308,2023-11-19,1,203.16,Wrong Size/Fit,N
125952,236735,4,2023-12-06,1,120.85,Not As Described,Y
125953,236735,225,2023-11-14,1,216.9,Changed Mind,Y
125954,236736,81,2023-11-30,1,45.09,Defective/Damaged,N
125955,236736,492,2023-12-16,1,102.88,Defective/Damaged,N
125956,236738,881,2023-12-05,1,1000.35,Wrong Size/Fit,Y
125957,236739,1034,2023-12-29,1,57.16,Defective/Damaged,N
125958,236745,709,2024-02-11,2,235.01,Defective/Damaged,N
125959,236751,935,2024-03-07,1,60.84,Defective/Damaged,N
125960,236751,1034,2024-03-01,1,57.16,Wrong Size/Fit,Y
125961,236753,543,2024-03-16,1,53.86,Defective/Damaged,N
125962,236753,937,2024-03-15,1,94.16,Other,Y
125963,236755,804,2024-04-19,1,105.19,Changed Mind,Y
125964,236759,867,2024-05-16,1,104.88,Wrong Size/Fit,Y
125965,236760,585,2024-05-12,2,120.0,Defective/Damaged,N
125966,236764,636,2024-06-14,2,61.18,Defective/Damaged,N
125967,236765,1067,2024-06-17,2,539.03,Defective/Damaged,N
125968,236767,1024,2024-07-12,1,207.36,Not As Described,Y
125969,236768,819,2024-07-01,1,398.38,Defective/Damaged,N
125970,236768,1066,2024-07-13,1,117.27,Changed Mind,Y
125971,236769,716,2024-07-15,1,19.38,Not As Described,Y
125972,236772,207,2024-08-16,1,73.03,Defective/Damaged,N
125973,236774,173,2024-08-09,2,196.99,Changed Mind,Y
125974,236774,713,2024-09-05,1,77.16,Other,N
125975,236779,176,2024-09-23,2,156.6,Not As Described,Y
125976,236779,254,2024-09-23,2,58.65,Not As Described,Y
125977,236779,591,2024-09-18,1,167.8,Not As Described,Y
125978,236784,855,2024-11-12,1,49.68,Better Price Found,N
125979,236785,992,2024-11-02,2,394.76,Defective/Damaged,N
125980,236786,155,2024-11-28,2,252.94,Defective/Damaged,N
125981,236786,566,2024-11-15,1,446.47,Changed Mind,Y
125982,236787,51,2024-11-27,2,247.95,Wrong Size/Fit,N
125983,236790,368,2024-12-20,1,97.86,Better Price Found,Y
125984,236792,37,2024-12-22,1,215.37,Defective/Damaged,N
125985,236793,985,2024-12-16,1,162.86,Changed Mind,Y
125986,236798,223,2025-01-28,2,309.52,Wrong Size/Fit,Y
125987,236798,723,2025-02-17,1,47.9,Changed Mind,Y
125988,236798,942,2025-01-24,2,292.91,Not As Described,Y
125989,236799,762,2025-02-11,1,182.71,Not As Described,Y
125990,236800,873,2025-02-07,1,55.2,Changed Mind,Y
125991,236801,662,2025-02-16,1,28.1,Not As Described,Y
125992,236802,550,2025-02-27,1,27.05,Wrong Size/Fit,Y
125993,236809,54,2025-04-14,2,208.62,Better Price Found,N
125994,236810,1065,2025-05-04,2,944.69,Defective/Damaged,N
125995,236812,397,2025-05-27,1,81.97,Not As Described,N
125996,236814,178,2025-05-31,1,125.06,Not As Described,N
125997,236815,165,2025-05-22,2,1808.08,Changed Mind,N
125998,236815,629,2025-05-25,1,30.71,Defective/Damaged,N
125999,236818,132,2025-07-07,1,265.74,Changed Mind,Y
126000,236818,230,2025-06-15,1,172.5,Changed Mind,N
126001,236820,178,2025-07-06,1,125.06,Wrong Size/Fit,N
126002,236821,481,2025-07-16,1,356.5,Wrong Size/Fit,Y
126003,236824,173,2025-08-05,2,196.99,Changed Mind,Y
126004,236825,1022,2025-08-19,1,105.05,Changed Mind,Y
126005,236826,347,2025-08-18,2,1628.4,Better Price Found,Y
126006,236826,461,2025-08-25,2,348.19,Not As Described,Y
126007,236832,126,2025-09-17,2,75.56,Wrong Size/Fit,Y
126008,236834,1089,2025-10-18,2,348.58,Not As Described,Y
126009,236837,483,2025-10-18,2,212.54,Defective/Damaged,N
126010,236837,636,2025-10-18,2,61.18,Defective/Damaged,N
126011,236838,518,2021-09-15,1,399.3,Changed Mind,Y
126012,236842,207,2021-09-23,2,146.05,Defective/Damaged,Y
126013,236842,824,2021-10-15,2,324.0,Defective/Damaged,N
126014,236850,23,2021-12-05,1,172.5,Defective/Damaged,N
126015,236851,322,2021-12-07,1,42.66,Not As Described,Y
126016,236851,652,2021-12-12,1,56.81,Changed Mind,Y
126017,236852,150,2021-12-06,2,798.15,Other,Y
126018,236852,631,2021-12-06,1,63.59,Wrong Size/Fit,Y
126019,236852,1030,2021-12-18,1,216.41,Defective/Damaged,N
126020,236853,275,2021-12-14,1,20.78,Better Price Found,Y
126021,236854,72,2021-12-28,2,826.02,Defective/Damaged,N
126022,236857,197,2022-01-12,1,126.36,Wrong Size/Fit,Y
126023,236857,309,2022-01-22,2,150.86,Defective/Damaged,N
126024,236858,794,2022-01-12,2,201.96,Changed Mind,Y
126025,236859,159,2022-02-15,1,170.94,Defective/Damaged,N
126026,236859,1096,2022-02-13,1,277.36,Defective/Damaged,N
126027,236861,95,2022-02-24,1,45.31,Changed Mind,Y
126028,236862,58,2022-02-17,1,130.65,Changed Mind,Y
126029,236864,333,2022-03-12,2,266.49,Not As Described,N
126030,236865,1048,2022-03-01,2,358.63,Changed Mind,N
126031,236868,704,2022-03-22,2,40.7,Defective/Damaged,N
126032,236868,818,2022-04-06,2,461.04,Other,Y
126033,236868,843,2022-04-11,1,77.92,Wrong Size/Fit,Y
126034,236869,1096,2022-04-24,1,277.36,Not As Described,Y
126035,236870,208,2022-04-26,1,53.62,Wrong Size/Fit,Y
126036,236873,126,2022-05-15,1,37.78,Defective/Damaged,N
126037,236876,663,2022-06-10,2,149.51,Changed Mind,Y
126038,236877,228,2022-05-23,1,202.74,Changed Mind,Y
126039,236878,417,2022-06-17,2,46.0,Not As Described,Y
126040,236881,264,2022-07-07,2,193.2,Changed Mind,N
126041,236881,627,2022-06-19,2,104.25,Defective/Damaged,N
126042,236884,723,2022-07-06,2,95.79,Wrong Size/Fit,Y
126043,236885,346,2022-07-19,1,48.07,Defective/Damaged,N
126044,236885,841,2022-07-18,1,171.11,Better Price Found,Y
126045,236888,254,2022-08-11,1,29.32,Changed Mind,Y
126046,236888,646,2022-08-25,1,126.52,Defective/Damaged,N
126047,236889,404,2022-08-15,1,138.92,Changed Mind,Y
126048,236889,477,2022-08-25,1,177.42,Changed Mind,N
126049,236891,810,2022-09-01,2,83.36,Other,Y
126050,236892,475,2022-09-11,1,124.69,Better Price Found,Y
126051,236898,521,2022-10-19,1,173.83,Wrong Size/Fit,Y
126052,236898,630,2022-11-03,2,128.1,Wrong Size/Fit,Y
126053,236899,674,2022-10-16,1,169.38,Defective/Damaged,N
126054,236901,806,2022-11-24,2,163.8,Changed Mind,N
126055,236901,923,2022-11-06,1,83.93,Changed Mind,Y
126056,236907,167,2022-12-18,2,203.15,Wrong Size/Fit,Y
126057,236908,284,2023-01-10,2,139.99,Defective/Damaged,N
126058,236911,833,2023-01-14,1,89.33,Changed Mind,Y
126059,236911,1066,2023-01-10,2,234.55,Not As Described,Y
126060,236912,509,2023-02-02,2,83.45,Not As Described,Y
126061,236914,914,2023-02-20,2,87.29,Changed Mind,Y
126062,236915,345,2023-02-02,2,174.91,Wrong Size/Fit,Y
126063,236915,1066,2023-02-19,1,117.27,Wrong Size/Fit,Y
126064,236921,260,2023-04-01,1,41.21,Not As Described,Y
126065,236922,698,2023-04-15,2,277.01,Wrong Size/Fit,Y
126066,236924,657,2023-04-27,1,280.15,Changed Mind,Y
126067,236930,935,2023-05-20,1,60.84,Not As Described,Y
126068,236931,361,2023-06-11,1,896.0,Wrong Size/Fit,Y
126069,236931,842,2023-06-20,2,178.65,Changed Mind,Y
126070,236931,865,2023-06-08,2,706.56,Wrong Size/Fit,Y
126071,236935,392,2023-06-25,1,89.93,Wrong Size/Fit,N
126072,236935,914,2023-07-07,1,43.64,Defective/Damaged,N
126073,236935,921,2023-07-22,1,101.17,Defective/Damaged,N
126074,236935,935,2023-06-28,1,60.84,Better Price Found,Y
126075,236935,949,2023-07-21,1,87.56,Wrong Size/Fit,Y
126076,236935,1086,2023-06-29,2,814.32,Better Price Found,Y
126077,236937,981,2025-07-28,1,115.06,Defective/Damaged,N
126078,236938,329,2023-07-30,1,50.64,Changed Mind,Y
126079,236944,531,2023-09-06,1,93.84,Wrong Size/Fit,Y
126080,236946,324,2025-09-18,1,981.47,Changed Mind,Y
126081,236949,574,2023-09-27,2,192.0,Not As Described,Y
126082,236952,314,2023-10-17,1,118.49,Changed Mind,Y
126083,236955,501,2023-11-26,1,47.94,Changed Mind,Y
126084,236956,484,2023-12-09,2,156.98,Defective/Damaged,N
126085,236958,308,2023-12-17,1,203.16,Changed Mind,Y
126086,236958,407,2023-12-14,2,62.7,Not As Described,Y
126087,236958,967,2023-12-16,1,289.14,Changed Mind,Y
126088,236959,806,2023-12-22,1,81.9,Wrong Size/Fit,Y
126089,236960,463,2023-12-24,1,363.28,Changed Mind,Y
126090,236962,918,2024-01-16,1,157.32,Wrong Size/Fit,Y
126091,236965,213,2024-01-15,2,204.7,Changed Mind,Y
126092,236965,470,2024-01-14,1,62.5,Defective/Damaged,N
126093,236966,607,2024-02-02,1,87.75,Defective/Damaged,N
126094,236972,38,2024-03-22,1,174.51,Better Price Found,Y
126095,236976,873,2024-04-03,1,55.2,Wrong Size/Fit,Y
126096,236980,1,2024-05-26,1,81.51,Changed Mind,Y
126097,236980,1043,2024-05-23,1,414.01,Defective/Damaged,N
126098,236985,74,2024-06-18,1,224.47,Defective/Damaged,Y
126099,236986,354,2024-07-14,1,262.42,Wrong Size/Fit,N
126100,236987,870,2024-07-17,1,142.76,Defective/Damaged,N
126101,236990,380,2024-07-26,1,51.75,Not As Described,Y
126102,236992,981,2024-08-22,2,230.11,Not As Described,Y
126103,236993,263,2024-08-07,1,21.41,Not As Described,Y
126104,236995,786,2024-09-07,1,72.42,Wrong Size/Fit,Y
126105,236996,585,2024-08-29,2,120.0,Defective/Damaged,N
126106,236996,591,2024-08-25,1,167.8,Better Price Found,N
126107,236997,176,2024-09-13,1,78.3,Defective/Damaged,N
126108,236998,928,2024-09-07,1,170.82,Changed Mind,N
126109,236999,380,2024-10-04,2,103.5,Better Price Found,Y
126110,237002,1065,2024-10-11,1,472.34,Not As Described,Y
126111,237003,171,2024-10-22,1,103.24,Wrong Size/Fit,Y
