PO Number,Vendor Key,Product Key,Order Date,Expected Receipt Date,Actual Receipt Date,Order Quantity,Unit Cost,PO Status
21055,1,443,2022-10-03,2022-10-20,2022-10-20,358,32.99,Received
21056,1,443,2022-10-07,2022-10-24,2022-10-20,342,33.55,Received
21057,1,443,2022-10-21,2022-11-07,2022-11-03,340,33.96,Received
21058,1,443,2022-10-29,2022-11-15,2022-11-16,357,35.18,Received
21059,1,443,2022-12-13,2022-12-30,2022-12-30,349,35.61,Received
21060,1,443,2022-12-26,2023-01-12,2023-01-12,349,35.44,Received
21061,1,443,2023-01-20,2023-02-06,2023-02-06,363,35.7,Received
21062,1,443,2023-01-22,2023-02-08,2023-02-07,346,35.63,Received
21063,1,443,2023-07-17,2023-08-03,2023-08-01,361,33.83,Received
21064,1,443,2023-08-03,2023-08-20,2023-08-25,363,35.07,Received
21065,1,443,2023-09-07,2023-09-24,2023-09-19,348,33.68,Received
21066,1,443,2023-09-12,2023-09-29,2023-09-28,345,33.55,Received
21067,1,443,2023-10-01,2023-10-18,2023-10-18,348,33.89,Received
21068,1,443,2023-10-28,2023-11-14,2023-11-14,344,33.84,Received
21069,1,443,2023-12-08,2023-12-25,2023-12-22,353,32.83,Received
21070,1,443,2024-01-07,2024-01-24,2024-01-22,344,33.6,Received
21071,1,443,2024-01-26,2024-02-12,2024-02-11,353,34.91,Received
21072,1,443,2024-02-03,2024-02-20,2024-02-20,359,35.23,Received
21073,1,443,2024-02-04,2024-02-21,2024-02-21,361,35.96,Received
21074,1,443,2024-03-24,2024-04-10,2024-04-12,342,33.38,Received
21075,1,443,2024-04-01,2024-04-18,2024-04-18,342,35.77,Received
21076,1,443,2024-04-14,2024-05-01,2024-05-02,336,35.51,Received
21077,1,443,2024-05-10,2024-05-27,2024-05-23,363,34.32,Received
21078,1,443,2024-06-29,2024-07-16,2024-07-13,339,32.82,Received
21079,1,443,2024-07-10,2024-07-27,2024-07-26,345,33.51,Received
21080,1,443,2024-07-11,2024-07-28,2024-07-30,349,34.84,Received
21081,1,443,2024-08-25,2024-09-11,2024-09-12,360,35.91,Received
21082,1,443,2024-09-19,2024-10-06,2024-10-03,347,34.24,Received
21083,1,443,2024-10-08,2024-10-25,2024-10-25,360,33.1,Received
21084,1,443,2024-12-10,2024-12-27,2024-12-31,352,35.15,Received
21085,1,443,2025-01-26,2025-02-12,2025-02-17,349,33.01,Received
21086,1,443,2025-02-02,2025-02-19,2025-02-21,345,33.63,Received
21087,1,443,2025-02-18,2025-03-07,2025-03-08,365,34.91,Received
21088,1,443,2025-03-07,2025-03-24,2025-03-24,355,34.18,Received
21089,1,443,2025-03-09,2025-03-26,2025-03-27,352,34.57,Received
21090,1,443,2025-03-12,2025-03-29,2025-03-29,353,34.44,Received
21091,1,443,2025-03-26,2025-04-12,2025-04-16,347,34.5,Received
21092,1,443,2025-04-11,2025-04-28,2025-04-28,355,33.75,Received
21093,1,443,2025-06-20,2025-07-07,2025-07-06,351,33.91,Received
21094,1,443,2025-08-03,2025-08-20,2025-08-20,353,34.13,Received
21095,1,443,2025-08-24,2025-09-10,2025-09-11,338,33.58,Received
21096,1,443,2025-09-11,2025-09-28,2025-09-28,356,34.63,Received
21097,1,443,2025-09-13,2025-09-30,2025-09-30,340,33.38,Received
21098,1,443,2025-10-12,2025-10-29,,353,34.71,In Transit
21099,1,443,2025-10-15,2025-11-01,,344,35.67,In Transit
21100,10,444,2021-08-28,2021-09-04,2021-09-04,112,38.25,Received
21101,10,444,2021-10-10,2021-10-17,2021-10-19,95,34.89,Received
21102,10,444,2021-12-03,2021-12-10,2021-12-10,109,34.66,Received
21103,10,444,2021-12-31,2022-01-07,2022-01-11,107,36.53,Received
21104,10,444,2022-01-25,2022-02-01,2022-02-02,101,35.68,Received
21105,10,444,2022-01-30,2022-02-06,2022-02-11,102,36.73,Received
21106,10,444,2022-02-15,2022-02-22,2022-02-24,97,35.38,Received
21107,10,444,2022-03-17,2022-03-24,2022-03-23,92,38.01,Received
21108,10,444,2022-03-28,2022-04-04,2022-04-03,105,35.6,Received
21109,10,444,2022-04-06,2022-04-13,2022-04-15,104,36.77,Received
21110,10,444,2022-05-03,2022-05-10,2022-05-11,115,35.92,Received
21111,10,444,2022-05-24,2022-05-31,2022-05-30,101,34.7,Received
21112,10,444,2022-07-04,2022-07-11,2022-07-11,97,37.92,Received
21113,10,444,2022-08-29,2022-09-05,2022-09-02,97,37.68,Received
21114,10,444,2022-09-02,2022-09-09,2022-09-05,97,36.44,Received
21115,10,444,2022-09-30,2022-10-07,2022-10-09,98,38.25,Received
21116,10,444,2022-10-05,2022-10-12,2022-10-11,115,37.1,Received
21117,10,444,2022-12-08,2022-12-15,2022-12-13,106,36.33,Received
21118,10,444,2022-12-23,2022-12-30,2023-01-01,97,35.11,Received
21119,10,444,2023-02-11,2023-02-18,2023-02-18,104,36.2,Received
21120,10,444,2023-03-23,2023-03-30,2023-03-30,92,37.24,Received
21121,10,444,2023-06-18,2023-06-25,2023-06-27,101,36.74,Received
21122,10,444,2023-06-27,2023-07-04,2023-07-05,110,34.76,Received
21123,10,444,2024-01-24,2024-01-31,2024-01-31,102,35.53,Received
21124,10,444,2024-01-25,2024-02-01,2024-02-02,99,37.83,Received
21125,10,444,2024-03-14,2024-03-21,2024-03-21,88,35.18,Received
21126,10,444,2024-03-19,2024-03-26,2024-03-27,105,36.68,Received
21127,10,444,2024-03-29,2024-04-05,2024-04-05,103,37.08,Received
21128,10,444,2024-04-06,2024-04-13,2024-04-13,90,36.29,Received
21129,10,444,2024-04-06,2024-04-13,2024-04-13,112,35.96,Received
21130,10,444,2024-05-05,2024-05-12,2024-05-12,97,34.79,Received
21131,10,444,2024-05-25,2024-06-01,2024-05-30,105,35.02,Received
21132,10,444,2024-06-27,2024-07-04,2024-07-08,103,36.87,Received
21133,10,444,2024-07-05,2024-07-12,2024-07-12,79,36.87,Received
21134,10,444,2024-07-20,2024-07-27,2024-07-27,96,36.97,Received
21135,10,444,2024-07-21,2024-07-28,2024-07-28,107,37.64,Received
21136,10,444,2024-07-31,2024-08-07,2024-08-09,110,37.5,Received
21137,10,444,2024-10-07,2024-10-14,2024-10-15,97,36.8,Received
21138,10,444,2024-10-09,2024-10-16,2024-10-15,102,35.41,Received
21139,10,444,2024-10-15,2024-10-22,2024-10-20,93,38.0,Received
21140,10,444,2024-10-27,2024-11-03,2024-11-04,107,36.75,Received
21141,10,444,2024-11-26,2024-12-03,2024-12-01,108,35.55,Received
21142,10,444,2025-01-22,2025-01-29,2025-01-29,93,36.02,Received
21143,10,444,2025-02-14,2025-02-21,2025-02-23,108,37.88,Received
21144,10,444,2025-02-22,2025-03-01,2025-02-27,96,38.25,Received
21145,10,444,2025-05-07,2025-05-14,2025-05-11,98,35.12,Received
21146,10,444,2025-05-13,2025-05-20,2025-05-22,95,36.48,Received
21147,10,444,2025-06-03,2025-06-10,2025-06-06,97,36.46,Received
21148,10,444,2025-06-08,2025-06-15,2025-06-15,80,35.28,Received
21149,10,444,2025-07-04,2025-07-11,2025-07-15,98,36.37,Received
21150,10,444,2025-07-16,2025-07-23,2025-07-20,87,38.15,Received
21151,10,444,2025-07-18,2025-07-25,2025-07-30,113,36.16,Received
21152,10,444,2025-07-30,2025-08-06,2025-08-08,90,36.69,Received
21153,10,444,2025-09-02,2025-09-09,2025-09-08,113,36.01,Received
21154,10,444,2025-09-03,2025-09-10,2025-09-10,93,36.39,Received
21155,10,444,2025-09-05,2025-09-12,2025-09-11,108,35.65,Received
21156,10,444,2025-09-14,2025-09-21,2025-09-20,110,35.73,Received
21157,10,444,2025-09-25,2025-10-02,2025-09-28,104,37.28,Received
21158,10,444,2025-10-05,2025-10-12,2025-10-13,96,35.15,Received
21159,10,444,2025-10-08,2025-10-15,2025-10-15,111,35.43,Received
21160,8,445,2021-08-29,2021-09-13,2021-09-16,51,203.48,Received
21161,8,445,2021-09-19,2021-10-04,2021-10-03,53,199.82,Received
21162,8,445,2021-10-05,2021-10-20,2021-10-19,46,196.07,Received
21163,8,445,2021-10-28,2021-11-12,2021-11-12,41,204.91,Received
21164,8,445,2022-01-25,2022-02-09,2022-02-10,62,204.57,Received
21165,8,445,2022-02-07,2022-02-22,2022-02-24,52,202.83,Received
21166,8,445,2022-03-05,2022-03-20,2022-03-20,42,202.38,Received
21167,8,445,2022-03-08,2022-03-23,2022-03-20,53,194.29,Received
21168,8,445,2022-03-19,2022-04-03,2022-04-05,62,204.4,Received
21169,8,445,2022-04-02,2022-04-17,2022-04-16,52,212.42,Received
21170,8,445,2022-04-27,2022-05-12,2022-05-12,53,203.3,Received
21171,8,445,2022-05-12,2022-05-27,2022-05-27,59,211.39,Received
21172,8,445,2022-05-14,2022-05-29,2022-05-26,50,200.05,Received
21173,8,445,2022-05-26,2022-06-10,2022-06-09,44,196.95,Received
21174,8,445,2022-05-28,2022-06-12,2022-06-14,64,193.3,Received
21175,8,445,2022-07-01,2022-07-16,2022-07-16,56,193.67,Received
21176,8,445,2022-07-16,2022-07-31,2022-07-31,51,193.41,Received
21177,8,445,2022-07-19,2022-08-03,2022-08-04,55,206.14,Received
21178,8,445,2022-08-11,2022-08-26,2022-08-26,51,198.05,Received
21179,8,445,2022-08-27,2022-09-11,2022-09-11,54,196.96,Received
21180,8,445,2022-09-26,2022-10-11,2022-10-10,44,204.0,Received
21181,8,445,2022-10-05,2022-10-20,2022-10-20,45,205.05,Received
21182,8,445,2022-12-29,2023-01-13,2023-01-12,47,210.88,Received
21183,8,445,2023-01-06,2023-01-21,2023-01-19,55,207.07,Received
21184,8,445,2023-01-26,2023-02-10,2023-02-09,59,200.89,Received
21185,8,445,2023-02-12,2023-02-27,2023-02-27,59,193.39,Received
21186,8,445,2023-03-29,2023-04-13,2023-04-14,46,202.8,Received
21187,8,445,2023-08-13,2023-08-28,2023-08-28,51,200.81,Received
21188,8,445,2023-08-16,2023-08-31,2023-09-05,52,193.51,Received
21189,8,445,2023-08-25,2023-09-09,2023-09-02,55,200.21,Received
21190,8,445,2023-09-08,2023-09-23,2023-09-22,48,194.09,Received
21191,8,445,2023-09-22,2023-10-07,2023-10-05,52,195.39,Received
21192,8,445,2023-10-13,2023-10-28,2023-10-28,59,199.44,Received
21193,8,445,2023-10-16,2023-10-31,2023-10-29,41,211.9,Received
21194,8,445,2023-11-08,2023-11-23,2023-11-23,48,212.63,Received
21195,8,445,2023-12-03,2023-12-18,2023-12-16,44,211.58,Received
21196,8,445,2023-12-21,2024-01-05,2024-01-07,49,212.2,Received
21197,8,445,2023-12-23,2024-01-07,2024-01-07,50,195.85,Received
21198,8,445,2024-01-12,2024-01-27,2024-01-26,48,209.74,Received
21199,8,445,2024-01-16,2024-01-31,2024-01-31,42,202.5,Received
21200,8,445,2024-01-25,2024-02-09,2024-02-07,54,195.1,Received
21201,8,445,2024-03-01,2024-03-16,2024-03-16,50,198.81,Received
21202,8,445,2024-04-21,2024-05-06,2024-05-10,53,206.87,Received
21203,8,445,2024-06-03,2024-06-18,2024-06-22,46,195.72,Received
21204,8,445,2024-10-13,2024-10-28,2024-10-27,52,201.06,Received
21205,8,445,2024-11-10,2024-11-25,2024-11-25,47,205.08,Received
21206,8,445,2024-11-21,2024-12-06,2024-12-02,55,205.21,Received
21207,8,445,2025-02-24,2025-03-11,2025-03-12,52,202.45,Received
21208,8,445,2025-03-28,2025-04-12,2025-04-15,57,212.15,Received
21209,8,445,2025-04-05,2025-04-20,2025-04-19,48,194.44,Received
21210,8,445,2025-04-30,2025-05-15,2025-05-15,50,212.64,Received
21211,8,445,2025-05-08,2025-05-23,2025-05-22,52,196.03,Received
21212,8,445,2025-05-09,2025-05-24,2025-05-25,41,206.33,Received
21213,8,445,2025-05-28,2025-06-12,2025-06-10,58,202.96,Received
21214,8,445,2025-06-05,2025-06-20,2025-06-22,60,199.59,Received
21215,8,445,2025-06-06,2025-06-21,2025-06-18,41,207.63,Received
21216,8,445,2025-07-14,2025-07-29,2025-07-29,52,194.86,Received
21217,8,445,2025-07-26,2025-08-10,2025-08-10,44,198.21,Received
21218,8,445,2025-08-21,2025-09-05,2025-09-05,46,207.56,Received
21219,8,445,2025-09-02,2025-09-17,2025-09-20,49,202.08,Received
21220,8,446,2021-09-25,2021-10-10,2021-10-10,40,46.15,Received
21221,8,446,2021-10-12,2021-10-27,2021-10-26,50,44.24,Received
21222,8,446,2021-10-24,2021-11-08,2021-11-12,52,44.88,Received
21223,8,446,2021-12-16,2021-12-31,2021-12-31,37,46.05,Received
21224,8,446,2022-01-04,2022-01-19,2022-01-22,43,44.35,Received
21225,8,446,2022-01-06,2022-01-21,2022-01-18,54,45.68,Received
21226,8,446,2022-01-17,2022-02-01,2022-02-01,55,45.08,Received
21227,8,446,2022-03-03,2022-03-18,2022-03-18,36,46.17,Received
21228,8,446,2022-03-18,2022-04-02,2022-04-05,50,47.66,Received
21229,8,446,2022-05-03,2022-05-18,2022-05-18,41,48.19,Received
21230,8,446,2022-05-14,2022-05-29,2022-05-31,38,44.86,Received
21231,8,446,2022-05-18,2022-06-02,2022-06-01,44,44.64,Received
21232,8,446,2022-06-28,2022-07-13,2022-07-15,40,45.84,Received
21233,8,446,2022-06-30,2022-07-15,2022-07-14,41,46.85,Received
21234,8,446,2022-07-12,2022-07-27,2022-08-01,40,45.74,Received
21235,8,446,2022-08-17,2022-09-01,2022-08-29,52,44.04,Received
21236,8,446,2022-11-27,2022-12-12,2022-12-11,49,45.96,Received
21237,8,446,2023-01-17,2023-02-01,2023-02-01,41,48.6,Received
21238,8,446,2023-03-13,2023-03-28,2023-03-28,41,47.53,Received
21239,8,446,2023-05-12,2023-05-27,2023-05-27,42,48.09,Received
21240,8,446,2023-06-01,2023-06-16,2023-06-15,51,44.07,Received
21241,8,446,2023-06-27,2023-07-12,2023-07-12,48,44.38,Received
21242,8,446,2023-06-28,2023-07-13,2023-07-18,44,46.3,Received
21243,8,446,2023-08-16,2023-08-31,2023-08-31,30,46.67,Received
21244,8,446,2023-09-27,2023-10-12,2023-10-12,42,46.77,Received
21245,8,446,2023-11-22,2023-12-07,2023-12-05,36,48.19,Received
21246,8,446,2023-12-03,2023-12-18,2023-12-18,43,47.42,Received
21247,8,446,2023-12-05,2023-12-20,2023-12-19,51,48.34,Received
21248,8,446,2024-01-25,2024-02-09,2024-02-09,42,45.4,Received
21249,8,446,2024-01-29,2024-02-13,2024-02-16,45,44.99,Received
21250,8,446,2024-02-23,2024-03-09,2024-03-10,41,45.94,Received
21251,8,446,2024-04-06,2024-04-21,2024-04-21,45,47.13,Received
21252,8,446,2024-05-03,2024-05-18,2024-05-19,48,48.38,Received
21253,8,446,2024-05-18,2024-06-02,2024-05-28,34,44.72,Received
21254,8,446,2024-06-03,2024-06-18,2024-06-17,36,47.81,Received
21255,8,446,2024-07-19,2024-08-03,2024-08-05,42,44.79,Received
21256,8,446,2024-08-02,2024-08-17,2024-08-15,53,48.51,Received
21257,8,446,2024-08-03,2024-08-18,2024-08-19,33,47.15,Received
21258,8,446,2024-08-14,2024-08-29,2024-09-02,35,47.62,Received
21259,8,446,2024-09-18,2024-10-03,2024-10-01,35,44.53,Received
21260,8,446,2024-09-29,2024-10-14,2024-10-13,39,48.61,Received
21261,8,446,2024-10-12,2024-10-27,2024-10-28,45,45.39,Received
21262,8,446,2024-11-23,2024-12-08,2024-12-05,45,44.24,Received
21263,8,446,2024-12-05,2024-12-20,2024-12-18,45,44.83,Received
21264,8,446,2024-12-28,2025-01-12,2025-01-12,47,46.89,Received
21265,8,446,2025-02-05,2025-02-20,2025-02-20,33,46.59,Received
21266,8,446,2025-07-15,2025-07-30,2025-07-31,44,46.85,Received
21267,8,446,2025-07-25,2025-08-09,2025-08-07,53,46.84,Received
21268,8,446,2025-08-03,2025-08-18,2025-08-22,35,46.39,Received
21269,8,446,2025-08-10,2025-08-25,2025-08-25,51,48.05,Received
21270,8,446,2025-08-19,2025-09-03,2025-08-31,41,44.84,Received
21271,8,446,2025-09-26,2025-10-11,2025-10-11,39,44.64,Received
21272,8,446,2025-10-04,2025-10-19,,43,47.1,In Transit
21273,8,446,2025-10-10,2025-10-25,,37,46.99,In Transit
21274,11,447,2021-08-21,2021-09-07,2021-09-04,45,223.07,Received
21275,11,447,2021-09-11,2021-09-28,2021-09-25,53,214.84,Received
21276,11,447,2021-10-03,2021-10-20,2021-10-23,49,218.13,Received
21277,11,447,2021-11-16,2021-12-03,2021-12-04,33,228.92,Received
21278,11,447,2022-02-06,2022-02-23,2022-02-20,58,215.82,Received
21279,11,447,2022-02-10,2022-02-27,2022-03-01,35,214.54,Received
21280,11,447,2022-04-23,2022-05-10,2022-05-09,37,228.02,Received
21281,11,447,2022-04-28,2022-05-15,2022-05-15,44,222.34,Received
21282,11,447,2022-05-08,2022-05-25,2022-05-25,43,232.3,Received
21283,11,447,2022-05-27,2022-06-13,2022-06-14,41,231.23,Received
21284,11,447,2022-05-28,2022-06-14,2022-06-14,26,217.15,Received
21285,11,447,2022-06-08,2022-06-25,2022-06-26,49,235.54,Received
21286,11,447,2022-06-10,2022-06-27,2022-06-28,53,235.87,Received
21287,11,447,2022-06-14,2022-07-01,2022-07-04,49,218.86,Received
21288,11,447,2022-06-19,2022-07-06,2022-07-06,45,229.61,Received
21289,11,447,2022-07-03,2022-07-20,2022-07-18,42,223.03,Received
21290,11,447,2022-08-16,2022-09-02,2022-09-04,48,228.19,Received
21291,11,447,2022-09-01,2022-09-18,2022-09-17,25,226.41,Received
21292,11,447,2022-10-15,2022-11-01,2022-10-28,43,231.18,Received
21293,11,447,2023-01-21,2023-02-07,2023-02-07,57,214.05,Received
21294,11,447,2023-01-22,2023-02-08,2023-02-05,50,230.53,Received
21295,11,447,2023-01-22,2023-02-08,2023-02-08,58,223.06,Received
21296,11,447,2023-02-18,2023-03-07,2023-03-11,43,220.0,Received
21297,11,447,2023-03-28,2023-04-14,2023-04-17,52,221.78,Received
21298,11,447,2023-03-30,2023-04-16,2023-04-18,43,226.73,Received
21299,11,447,2023-06-24,2023-07-11,2023-07-10,34,225.44,Received
21300,11,447,2023-07-01,2023-07-18,2023-07-17,47,220.83,Received
21301,11,447,2023-08-24,2023-09-10,2023-09-10,53,224.11,Received
21302,11,447,2023-09-04,2023-09-21,2023-09-21,46,223.77,Received
21303,11,447,2023-09-05,2023-09-22,2023-09-24,40,235.7,Received
21304,11,447,2023-10-26,2023-11-12,2023-11-13,39,222.74,Received
21305,11,447,2023-11-16,2023-12-03,2023-12-03,39,218.85,Received
21306,11,447,2023-12-03,2023-12-20,2023-12-19,42,229.16,Received
21307,11,447,2023-12-07,2023-12-24,2023-12-27,39,219.14,Received
21308,11,447,2024-01-04,2024-01-21,2024-01-21,43,218.34,Received
21309,11,447,2024-01-20,2024-02-06,2024-02-07,36,214.18,Received
21310,11,447,2024-02-01,2024-02-18,2024-02-18,42,224.92,Received
21311,11,447,2024-02-20,2024-03-08,2024-03-08,47,233.7,Received
21312,11,447,2024-03-19,2024-04-05,2024-04-06,48,236.1,Received
21313,11,447,2024-03-20,2024-04-06,2024-04-03,58,233.22,Received
21314,11,447,2024-03-23,2024-04-09,2024-04-09,43,233.5,Received
21315,11,447,2024-04-12,2024-04-29,2024-05-01,40,234.26,Received
21316,11,447,2024-04-24,2024-05-11,2024-05-13,54,228.78,Received
21317,11,447,2024-05-23,2024-06-09,2024-06-09,32,219.5,Received
21318,11,447,2024-06-21,2024-07-08,2024-07-08,32,231.02,Received
21319,11,447,2024-07-28,2024-08-14,2024-08-16,48,231.97,Received
21320,11,447,2024-08-15,2024-09-01,2024-08-30,48,219.26,Received
21321,11,447,2024-10-13,2024-10-30,2024-10-28,51,221.52,Received
21322,11,447,2024-12-09,2024-12-26,2024-12-27,43,231.7,Received
21323,11,447,2025-01-21,2025-02-07,2025-02-05,45,216.58,Received
21324,11,447,2025-01-30,2025-02-16,2025-02-14,44,219.37,Received
21325,11,447,2025-02-26,2025-03-15,2025-03-12,42,219.44,Received
21326,11,447,2025-02-28,2025-03-17,2025-03-18,38,236.18,Received
21327,11,447,2025-04-11,2025-04-28,2025-04-27,41,232.04,Received
21328,11,447,2025-06-14,2025-07-01,2025-06-30,37,230.58,Received
21329,11,447,2025-07-10,2025-07-27,2025-07-27,35,224.64,Received
21330,11,447,2025-07-13,2025-07-30,2025-07-26,55,233.69,Received
21331,11,447,2025-07-24,2025-08-10,2025-08-14,56,231.59,Received
21332,11,447,2025-08-09,2025-08-26,2025-08-27,33,224.88,Received
21333,11,447,2025-08-31,2025-09-17,2025-09-18,55,227.05,Received
21334,11,448,2021-08-20,2021-09-06,2021-09-05,45,109.18,Received
21335,11,448,2021-09-28,2021-10-15,2021-10-18,47,108.64,Received
21336,11,448,2021-10-01,2021-10-18,2021-10-18,49,109.31,Received
21337,11,448,2021-10-09,2021-10-26,2021-10-25,49,111.82,Received
21338,11,448,2021-10-10,2021-10-27,2021-10-27,47,109.15,Received
21339,11,448,2021-11-20,2021-12-07,2021-12-07,40,111.51,Received
21340,11,448,2021-11-25,2021-12-12,2021-12-13,57,107.48,Received
21341,11,448,2021-12-01,2021-12-18,2021-12-18,30,111.92,Received
21342,11,448,2021-12-10,2021-12-27,2021-12-25,44,105.98,Received
21343,11,448,2021-12-21,2022-01-07,2022-01-03,61,114.92,Received
21344,11,448,2022-02-09,2022-02-26,2022-02-25,41,110.08,Received
21345,11,448,2022-02-21,2022-03-10,2022-03-12,45,107.97,Received
21346,11,448,2022-02-21,2022-03-10,2022-03-08,50,106.2,Received
21347,11,448,2022-04-19,2022-05-06,2022-05-07,34,114.16,Received
21348,11,448,2022-05-05,2022-05-22,2022-05-19,36,115.66,Received
21349,11,448,2022-05-05,2022-05-22,2022-05-19,47,108.95,Received
21350,11,448,2022-06-07,2022-06-24,2022-06-25,38,113.73,Received
21351,11,448,2022-07-26,2022-08-12,2022-08-12,49,114.98,Received
21352,11,448,2022-08-06,2022-08-23,2022-08-24,55,114.51,Received
21353,11,448,2022-11-27,2022-12-14,2022-12-11,41,108.8,Received
21354,11,448,2023-01-08,2023-01-25,2023-01-22,42,106.91,Received
21355,11,448,2023-01-17,2023-02-03,2023-02-02,29,112.33,Received
21356,11,448,2023-01-22,2023-02-08,2023-02-11,28,112.01,Received
21357,11,448,2023-01-23,2023-02-09,2023-02-08,56,106.92,Received
21358,11,448,2023-03-05,2023-03-22,2023-03-17,43,114.78,Received
21359,11,448,2023-03-27,2023-04-13,2023-04-11,45,107.54,Received
21360,11,448,2023-03-27,2023-04-13,2023-04-13,39,106.79,Received
21361,11,448,2023-03-29,2023-04-15,2023-04-13,39,106.26,Received
21362,11,448,2023-04-07,2023-04-24,2023-04-23,37,115.76,Received
21363,11,448,2023-06-28,2023-07-15,2023-07-16,51,106.46,Received
21364,11,448,2023-07-29,2023-08-15,2023-08-12,45,112.89,Received
21365,11,448,2023-10-18,2023-11-04,2023-11-01,52,109.88,Received
21366,11,448,2023-11-25,2023-12-12,2023-12-14,34,106.79,Received
21367,11,448,2023-12-07,2023-12-24,2023-12-24,47,105.81,Received
21368,11,448,2024-01-16,2024-02-02,2024-02-01,40,106.24,Received
21369,11,448,2024-02-29,2024-03-17,2024-03-17,33,111.75,Received
21370,11,448,2024-04-21,2024-05-08,2024-05-05,41,115.09,Received
21371,11,448,2024-05-19,2024-06-05,2024-05-31,49,109.5,Received
21372,11,448,2024-05-22,2024-06-08,2024-06-07,43,114.35,Received
21373,11,448,2024-05-24,2024-06-10,2024-06-11,44,106.34,Received
21374,11,448,2024-05-28,2024-06-14,2024-06-16,32,107.76,Received
21375,11,448,2024-05-29,2024-06-15,2024-06-15,40,113.18,Received
21376,11,448,2024-06-22,2024-07-09,2024-07-04,47,108.58,Received
21377,11,448,2024-08-22,2024-09-08,2024-09-08,47,107.6,Received
21378,11,448,2024-09-16,2024-10-03,2024-10-03,54,110.2,Received
21379,11,448,2024-09-19,2024-10-06,2024-10-09,55,109.29,Received
21380,11,448,2024-09-29,2024-10-16,2024-10-14,47,106.89,Received
21381,11,448,2024-10-12,2024-10-29,2024-10-25,52,112.72,Received
21382,11,448,2025-01-14,2025-01-31,2025-01-26,33,114.71,Received
21383,11,448,2025-01-14,2025-01-31,2025-01-30,32,115.34,Received
21384,11,448,2025-02-12,2025-03-01,2025-03-01,49,107.21,Received
21385,11,448,2025-04-06,2025-04-23,2025-04-23,26,108.03,Received
21386,11,448,2025-04-29,2025-05-16,2025-05-16,39,108.63,Received
21387,11,448,2025-06-09,2025-06-26,2025-06-23,31,114.11,Received
21388,11,448,2025-07-18,2025-08-04,2025-08-04,47,106.73,Received
21389,11,448,2025-08-02,2025-08-19,2025-08-20,42,111.41,Received
21390,11,448,2025-08-05,2025-08-22,2025-08-22,47,113.25,Received
21391,11,448,2025-08-19,2025-09-05,2025-08-31,43,107.79,Received
21392,11,448,2025-08-23,2025-09-09,2025-09-10,47,113.72,Received
21393,11,448,2025-09-02,2025-09-19,2025-09-20,42,115.88,Received
21394,11,449,2021-08-22,2021-09-08,2021-09-10,215,156.22,Received
21395,11,449,2021-09-13,2021-09-30,2021-09-29,224,166.93,Received
21396,11,449,2021-09-18,2021-10-05,2021-10-07,221,154.34,Received
21397,11,449,2021-09-27,2021-10-14,2021-10-10,219,164.46,Received
21398,11,449,2021-10-03,2021-10-20,2021-10-20,245,159.77,Received
21399,11,449,2021-10-16,2021-11-02,2021-11-04,221,158.47,Received
21400,11,449,2021-10-28,2021-11-14,2021-11-13,240,159.59,Received
21401,11,449,2021-11-03,2021-11-20,2021-11-20,221,159.58,Received
21402,11,449,2021-11-17,2021-12-04,2021-12-04,226,160.85,Received
21403,11,449,2021-11-20,2021-12-07,2021-12-07,219,164.17,Received
21404,11,449,2021-11-30,2021-12-17,2021-12-18,237,155.32,Received
21405,11,449,2022-02-01,2022-02-18,2022-02-19,212,159.52,Received
21406,11,449,2022-02-06,2022-02-23,2022-02-25,226,161.64,Received
21407,11,449,2022-02-25,2022-03-14,2022-03-14,237,155.48,Received
21408,11,449,2022-04-08,2022-04-25,2022-04-24,229,164.01,Received
21409,11,449,2022-04-19,2022-05-06,2022-05-07,226,157.07,Received
21410,11,449,2022-06-21,2022-07-08,2022-07-07,225,165.63,Received
21411,11,449,2022-07-08,2022-07-25,2022-07-25,221,162.46,Received
21412,11,449,2022-07-31,2022-08-17,2022-08-18,245,157.4,Received
21413,11,449,2022-08-11,2022-08-28,2022-08-26,231,154.89,Received
21414,11,449,2022-08-13,2022-08-30,2022-09-02,231,163.24,Received
21415,11,449,2022-09-08,2022-09-25,2022-09-23,228,161.83,Received
21416,11,449,2022-09-23,2022-10-10,2022-10-11,228,154.17,Received
21417,11,449,2022-11-25,2022-12-12,2022-12-12,238,158.31,Received
21418,11,449,2022-12-02,2022-12-19,2022-12-18,218,165.05,Received
21419,11,449,2023-01-01,2023-01-18,2023-01-18,230,168.16,Received
21420,11,449,2023-02-13,2023-03-02,2023-03-01,227,165.24,Received
21421,11,449,2023-05-16,2023-06-02,2023-06-02,229,159.71,Received
21422,11,449,2023-06-13,2023-06-30,2023-06-28,236,168.09,Received
21423,11,449,2023-06-19,2023-07-06,2023-07-06,233,156.9,Received
21424,11,449,2023-07-10,2023-07-27,2023-07-29,223,154.28,Received
21425,11,449,2023-08-05,2023-08-22,2023-08-20,237,157.48,Received
21426,11,449,2023-09-07,2023-09-24,2023-09-23,234,162.85,Received
21427,11,449,2023-09-19,2023-10-06,2023-10-08,249,154.44,Received
21428,11,449,2023-10-26,2023-11-12,2023-11-11,222,158.69,Received
21429,11,449,2023-12-11,2023-12-28,2023-12-28,232,162.74,Received
21430,11,449,2024-01-07,2024-01-24,2024-01-25,235,154.02,Received
21431,11,449,2024-05-23,2024-06-09,2024-06-06,223,164.62,Received
