Store Key,Fiscal Year,Fiscal Period,Budget Sales Amount,Budget Units
502,2024,7,42226.5,37
502,2024,8,47489.25,52
502,2024,9,51505.71,44
502,2024,10,53852.86,45
502,2024,11,84571.42,56
502,2024,12,80297.69,44
502,2025,1,61929.53,52
502,2025,2,71384.42,50
502,2025,3,66864.47,50
502,2025,4,66480.83,51
502,2025,5,66967.52,53
502,2025,6,55433.04,57
502,2025,7,60500.05,55
502,2025,8,116919.18,65
502,2025,9,71978.52,55
502,2025,10,73470.35,22
508,2021,8,4676.74,4
508,2021,9,13137.25,8
508,2021,10,16043.73,9
508,2021,11,8059.09,5
508,2021,12,3573.94,3
508,2022,1,10686.94,7
508,2022,2,15576.22,8
508,2022,3,7951.02,6
508,2022,4,7225.15,4
508,2022,5,24963.32,10
508,2022,6,2485.61,2
508,2022,7,8687.49,6
508,2022,8,5786.7,9
508,2022,9,15187.08,6
508,2022,10,18472.28,7
508,2022,11,9247.0,8
508,2022,12,4364.26,8
508,2023,1,12928.71,8
508,2023,2,18060.81,10
508,2023,3,9459.22,7
508,2023,4,8457.9,8
508,2023,5,28525.12,10
508,2023,6,2974.3,4
508,2023,7,10451.78,2
508,2023,8,22437.5,9
508,2023,9,13068.9,5
508,2023,10,11846.3,7
508,2023,11,19178.97,9
508,2023,12,16504.14,9
508,2024,1,14762.6,7
508,2024,2,16086.94,7
508,2024,3,9057.28,5
508,2024,4,12538.78,8
508,2024,5,20588.6,7
508,2024,6,6310.09,11
508,2024,7,1929.59,6
508,2024,8,11797.17,12
508,2024,9,10890.39,9
508,2024,10,9215.76,7
508,2024,11,17264.8,11
508,2024,12,20723.38,4
508,2025,1,18120.9,4
508,2025,2,11959.61,8
508,2025,3,8116.48,7
508,2025,4,11310.95,4
508,2025,5,12081.22,11
508,2025,6,18675.8,5
508,2025,7,11969.1,10
508,2025,8,16590.94,6
508,2025,9,16737.28,6
508,2025,10,16573.64,1
523,2021,8,98877.67,75
523,2021,9,159402.79,115
523,2021,10,153454.02,106
523,2021,11,207535.44,146
523,2021,12,167516.27,106
523,2022,1,135864.96,119
523,2022,2,195120.91,147
523,2022,3,165404.42,127
523,2022,4,179248.01,127
523,2022,5,223034.56,155
523,2022,6,173036.27,132
523,2022,7,156396.87,129
523,2022,8,116269.08,146
523,2022,9,198289.72,103
523,2022,10,180660.5,118
523,2022,11,244033.96,152
523,2022,12,198206.92,104
523,2023,1,169621.63,125
523,2023,2,223438.36,134
523,2023,3,193010.62,111
523,2023,4,206222.35,111
523,2023,5,252620.25,130
523,2023,6,205312.86,80
523,2023,7,186765.51,55
523,2023,8,224143.73,78
523,2023,9,185356.63,69
523,2023,10,193520.46,84
523,2023,11,249437.45,94
523,2023,12,172760.67,92
523,2024,1,207318.34,74
523,2024,2,240896.38,83
523,2024,3,191900.79,61
523,2024,4,198247.06,66
523,2024,5,201051.18,75
523,2024,6,141668.82,54
523,2024,7,84262.46,54
523,2024,8,116463.81,62
523,2024,9,114426.75,48
523,2024,10,135141.95,48
523,2024,11,124941.46,65
523,2024,12,151438.34,48
523,2025,1,124404.49,45
523,2025,2,130105.68,53
523,2025,3,101386.03,31
523,2025,4,101324.83,32
523,2025,5,118451.97,33
523,2025,6,80994.72,57
523,2025,7,95778.56,49
523,2025,8,97091.52,66
523,2025,9,75782.59,26
523,2025,10,72462.27,13
525,2021,8,82630.29,51
525,2021,9,118632.79,80
525,2021,10,130197.72,78
525,2021,11,187331.15,97
525,2021,12,111538.01,78
525,2022,1,127050.91,80
525,2022,2,156423.56,96
525,2022,3,133287.32,85
525,2022,4,135732.4,77
525,2022,5,177063.0,106
525,2022,6,144588.81,71
525,2022,7,134966.64,79
525,2022,8,97589.77,97
525,2022,9,145643.41,75
525,2022,10,150104.81,86
525,2022,11,208177.49,101
525,2022,12,133053.62,74
525,2023,1,156565.24,72
525,2023,2,188157.92,100
525,2023,3,159796.7,81
525,2023,4,163905.33,77
525,2023,5,211873.93,95
525,2023,6,170560.7,69
525,2023,7,166551.86,52
525,2023,8,195295.49,74
525,2023,9,145228.01,68
525,2023,10,140904.73,81
525,2023,11,200885.45,99
525,2023,12,153707.53,100
525,2024,1,133657.36,87
525,2024,2,202067.18,93
525,2024,3,143845.23,80
525,2024,4,142074.92,73
525,2024,5,187447.71,91
525,2024,6,126754.07,85
525,2024,7,104547.26,72
525,2024,8,131866.85,98
525,2024,9,141548.09,76
525,2024,10,136756.64,86
525,2024,11,192115.47,106
525,2024,12,183347.19,84
525,2025,1,161586.26,82
525,2025,2,177191.78,104
525,2025,3,152355.36,101
525,2025,4,119751.82,97
525,2025,5,182844.4,113
525,2025,6,140998.74,110
525,2025,7,145068.69,119
525,2025,8,175426.51,128
525,2025,9,148573.63,101
525,2025,10,150682.17,51
527,2021,8,62560.24,63
527,2021,9,125229.74,128
527,2021,10,108937.52,93
527,2021,11,164411.27,133
527,2021,12,113360.68,99
527,2022,1,130233.95,115
527,2022,2,141881.42,125
527,2022,3,125301.89,120
527,2022,4,113411.66,101
527,2022,5,147859.04,146
527,2022,6,112758.76,110
527,2022,7,111826.44,108
527,2022,8,76773.21,149
527,2022,9,149811.83,116
527,2022,10,123152.33,111
527,2022,11,189464.85,143
527,2022,12,125141.32,113
527,2023,1,143727.6,116
527,2023,2,174072.92,137
527,2023,3,151726.44,125
527,2023,4,138178.33,127
527,2023,5,185532.49,155
527,2023,6,138297.96,115
527,2023,7,130467.15,90
527,2023,8,203872.75,104
527,2023,9,157902.77,108
527,2023,10,144364.98,139
527,2023,11,197475.13,168
527,2023,12,148009.05,154
527,2024,1,156045.97,108
527,2024,2,202096.86,125
527,2024,3,166828.89,106
527,2024,4,181826.64,77
527,2024,5,198089.2,81
527,2024,6,152156.22,74
527,2024,7,113417.62,53
527,2024,8,139677.23,49
527,2024,9,148165.2,41
527,2024,10,180589.6,42
527,2024,11,188031.8,52
527,2024,12,174809.7,40
527,2025,1,119462.79,44
527,2025,2,133929.44,53
527,2025,3,122751.28,34
527,2025,4,80792.88,47
527,2025,5,98816.4,50
527,2025,6,86861.53,65
527,2025,7,44418.81,84
527,2025,8,50882.32,106
527,2025,9,40850.15,62
527,2025,10,34659.22,24
531,2021,8,70060.77,43
531,2021,9,107842.09,77
531,2021,10,108389.15,70
531,2021,11,127086.14,82
531,2021,12,109700.17,64
531,2022,1,108499.82,70
531,2022,2,134584.36,88
531,2022,3,98437.02,66
531,2022,4,106621.6,72
531,2022,5,129522.4,78
531,2022,6,123846.57,71
531,2022,7,122544.38,73
531,2022,8,81231.6,83
531,2022,9,132642.01,72
531,2022,10,121764.12,73
531,2022,11,148488.09,86
531,2022,12,123219.94,68
531,2023,1,125904.84,73
531,2023,2,169363.58,81
531,2023,3,114809.62,72
531,2023,4,129153.04,70
531,2023,5,149037.61,81
531,2023,6,150419.92,64
531,2023,7,148935.25,44
531,2023,8,142475.18,67
531,2023,9,134870.33,58
531,2023,10,125786.98,72
531,2023,11,151498.39,90
531,2023,12,119491.48,100
531,2024,1,123964.21,73
531,2024,2,162149.22,90
531,2024,3,119627.16,70
531,2024,4,130967.26,75
531,2024,5,162886.1,82
531,2024,6,119452.74,64
531,2024,7,80128.45,77
531,2024,8,123432.26,86
531,2024,9,77107.5,79
531,2024,10,125934.11,68
531,2024,11,179555.45,88
531,2024,12,161588.89,67
531,2025,1,137343.05,74
531,2025,2,172970.47,84
531,2025,3,126265.54,63
531,2025,4,135349.93,64
531,2025,5,124080.93,97
531,2025,6,121793.91,82
531,2025,7,128369.64,105
531,2025,8,156595.15,107
531,2025,9,125878.99,78
531,2025,10,110737.14,36
537,2022,10,1809.62,1
537,2022,11,10264.24,5
537,2022,12,11960.65,8
537,2023,1,20220.12,8
537,2023,2,32626.8,22
537,2023,3,49761.56,28
537,2023,4,51608.14,30
537,2023,5,67632.59,42
537,2023,6,57857.99,36
537,2023,7,41732.62,37
537,2023,8,71691.95,47
537,2023,9,65689.92,57
537,2023,10,2200.92,63
537,2023,11,12670.91,93
537,2023,12,13628.01,89
537,2024,1,22655.33,71
537,2024,2,37329.45,97
537,2024,3,58529.19,66
537,2024,4,60394.27,72
537,2024,5,76232.23,88
537,2024,6,71137.09,71
537,2024,7,51484.71,66
537,2024,8,84338.41,87
537,2024,9,80784.29,64
537,2024,10,95374.26,66
537,2024,11,140133.31,86
537,2024,12,150510.65,63
537,2025,1,116532.31,78
537,2025,2,160608.86,79
537,2025,3,108805.85,69
537,2025,4,118422.12,76
537,2025,5,144030.99,86
537,2025,6,115981.42,80
537,2025,7,118498.64,82
537,2025,8,141281.26,112
537,2025,9,122419.99,73
537,2025,10,111210.51,38
538,2021,8,33847.78,22
538,2021,9,66735.8,39
538,2021,10,92775.98,52
538,2021,11,86312.29,59
538,2021,12,79980.4,45
538,2022,1,66824.11,43
538,2022,2,108692.82,61
538,2022,3,96714.81,61
538,2022,4,98245.61,54
538,2022,5,116883.9,69
538,2022,6,88069.78,55
538,2022,7,95234.99,64
538,2022,8,42792.45,68
538,2022,9,80435.01,66
538,2022,10,104761.8,72
538,2022,11,100463.73,81
538,2022,12,90934.02,61
538,2023,1,75463.68,61
538,2023,2,131116.22,79
538,2023,3,110933.22,62
538,2023,4,122354.47,61
538,2023,5,131791.35,71
538,2023,6,106182.31,56
538,2023,7,111301.03,42
538,2023,8,130627.07,58
538,2023,9,124107.72,45
538,2023,10,127959.41,58
538,2023,11,133920.0,87
538,2023,12,106454.8,88
538,2024,1,147382.42,63
538,2024,2,161838.7,73
538,2024,3,131287.37,62
538,2024,4,124431.28,73
538,2024,5,155778.23,86
538,2024,6,124396.67,78
538,2024,7,76629.15,68
538,2024,8,103328.04,95
538,2024,9,93997.08,68
538,2024,10,145766.07,80
538,2024,11,170131.8,95
538,2024,12,180511.75,73
538,2025,1,112478.09,69
538,2025,2,148967.95,100
538,2025,3,110129.39,91
538,2025,4,129910.66,82
538,2025,5,177914.83,108
538,2025,6,164234.07,107
538,2025,7,137955.7,97
538,2025,8,231551.1,127
538,2025,9,151337.06,94
538,2025,10,160368.81,39
544,2021,8,43069.36,21
544,2021,9,74495.59,36
544,2021,10,85312.12,38
544,2021,11,121402.69,53
544,2021,12,81270.51,46
544,2022,1,74644.78,37
544,2022,2,101970.26,53
544,2022,3,79101.56,37
544,2022,4,101140.5,47
544,2022,5,116129.31,57
544,2022,6,85176.78,46
544,2022,7,64476.7,43
544,2022,8,51471.94,48
544,2022,9,88348.82,42
544,2022,10,98777.92,38
544,2022,11,143147.41,60
544,2022,12,99717.77,46
544,2023,1,92854.66,44
544,2023,2,123626.58,71
544,2023,3,88015.78,59
544,2023,4,115912.65,62
544,2023,5,136657.08,85
544,2023,6,95725.14,57
544,2023,7,77292.96,42
544,2023,8,136198.77,54
544,2023,9,106391.24,57
544,2023,10,89333.94,63
544,2023,11,119181.26,76
544,2023,12,108757.78,75
544,2024,1,93357.88,59
544,2024,2,144886.19,85
544,2024,3,151370.0,64
544,2024,4,151018.62,67
544,2024,5,173076.45,83
544,2024,6,113062.39,60
544,2024,7,97053.9,58
544,2024,8,128980.95,83
544,2024,9,118121.82,64
544,2024,10,156378.35,70
544,2024,11,140995.42,88
544,2024,12,169563.34,74
544,2025,1,124189.4,61
544,2025,2,172351.0,84
544,2025,3,174116.75,74
544,2025,4,153939.21,65
544,2025,5,167038.01,87
544,2025,6,157327.74,85
544,2025,7,139019.83,89
544,2025,8,202838.83,103
544,2025,9,149598.5,70
544,2025,10,166546.91,32
550,2021,8,125106.16,59
550,2021,9,211220.46,124
550,2021,10,178143.48,112
550,2021,11,214624.15,143
550,2021,12,188506.98,118
550,2022,1,196689.54,113
550,2022,2,225911.57,132
550,2022,3,185407.22,110
550,2022,4,174231.01,116
550,2022,5,209346.64,128
550,2022,6,189671.91,108
550,2022,7,185221.09,109
550,2022,8,142383.34,146
550,2022,9,245471.5,122
550,2022,10,193832.89,115
550,2022,11,262298.99,142
550,2022,12,216154.95,107
550,2023,1,232908.83,118
550,2023,2,275401.44,142
550,2023,3,206255.64,122
550,2023,4,216083.86,109
550,2023,5,248493.24,127
550,2023,6,207604.28,97
550,2023,7,224856.52,74
550,2023,8,262568.36,84
550,2023,9,203683.95,93
550,2023,10,192072.04,114
550,2023,11,267291.25,147
550,2023,12,208753.08,141
550,2024,1,217235.14,114
550,2024,2,240881.25,140
550,2024,3,211025.16,118
550,2024,4,200852.57,118
550,2024,5,239873.57,139
550,2024,6,165592.2,106
550,2024,7,152347.7,112
550,2024,8,170113.11,148
550,2024,9,191779.57,120
550,2024,10,225913.16,114
550,2024,11,239556.86,137
550,2024,12,234668.95,118
550,2025,1,202044.52,115
550,2025,2,252480.54,169
550,2025,3,194384.02,121
550,2025,4,223816.55,116
550,2025,5,260769.58,160
550,2025,6,196699.63,149
550,2025,7,171017.37,172
550,2025,8,230288.85,227
550,2025,9,226841.19,137
550,2025,10,200864.7,57
555,2021,8,100705.82,53
555,2021,9,170381.82,99
555,2021,10,171536.03,103
555,2021,11,202190.66,115
555,2021,12,193115.95,97
555,2022,1,153589.42,95
555,2022,2,193789.19,135
555,2022,3,182745.22,99
555,2022,4,168846.46,96
555,2022,5,222748.54,123
555,2022,6,151785.68,99
555,2022,7,165677.35,100
555,2022,8,111485.69,135
555,2022,9,208839.99,90
555,2022,10,200005.73,97
555,2022,11,233848.02,127
555,2022,12,221262.32,103
555,2023,1,192610.28,97
555,2023,2,220963.39,134
555,2023,3,205574.92,93
555,2023,4,189872.27,97
555,2023,5,257700.94,118
555,2023,6,174239.28,93
555,2023,7,205055.98,63
555,2023,8,245354.38,92
555,2023,9,189249.4,79
555,2023,10,199051.52,99
555,2023,11,258995.62,135
555,2023,12,209141.15,126
555,2024,1,194477.83,105
555,2024,2,257542.51,128
555,2024,3,194738.6,96
555,2024,4,187881.75,93
555,2024,5,245408.88,129
555,2024,6,189914.39,94
555,2024,7,133572.84,95
555,2024,8,151411.74,129
555,2024,9,152412.76,101
555,2024,10,180323.1,14
555,2025,6,178281.35,15
555,2025,7,200882.78,29
555,2025,8,267316.93,42
555,2025,9,182925.13,11
557,2021,8,105328.53,66
557,2021,9,229756.67,112
557,2021,10,216670.02,122
557,2021,11,248490.79,142
557,2021,12,236576.55,118
557,2022,1,219099.98,106
557,2022,2,282029.46,152
557,2022,3,197234.41,112
557,2022,4,223388.64,117
557,2022,5,295800.18,139
557,2022,6,205397.21,122
557,2022,7,196090.61,108
557,2022,8,125034.97,153
557,2022,9,261460.9,121
557,2022,10,244615.64,113
557,2022,11,291534.47,140
557,2022,12,274088.17,110
557,2023,1,258484.67,120
557,2023,2,315443.92,154
557,2023,3,233177.17,120
557,2023,4,258844.79,112
557,2023,5,326207.32,145
557,2023,6,247852.0,100
557,2023,7,228983.18,85
557,2023,8,322864.47,102
557,2023,9,260620.26,89
557,2023,10,245901.21,124
557,2023,11,311040.67,139
557,2023,12,214242.48,127
557,2024,1,246473.4,124
557,2024,2,309255.72,138
557,2024,3,240070.24,115
557,2024,4,245769.42,114
557,2024,5,286459.54,142
557,2024,6,215649.76,109
557,2024,7,174733.45,113
557,2024,8,188735.44,150
557,2024,9,191888.86,106
557,2024,10,226700.4,116
557,2024,11,279894.77,145
557,2024,12,273099.66,114
557,2025,1,233268.16,112
557,2025,2,309557.2,157
557,2025,3,212552.29,108
557,2025,4,213162.87,126
557,2025,5,326688.08,172
557,2025,6,235722.63,150
557,2025,7,246922.78,168
557,2025,8,282764.18,186
557,2025,9,214039.95,131
557,2025,10,230140.33,62
561,2021,8,97109.22,58
561,2021,9,150424.93,86
561,2021,10,204264.36,100
561,2021,11,180615.65,109
561,2021,12,161084.04,93
561,2022,1,156480.04,99
561,2022,2,227076.38,111
561,2022,3,155267.78,85
561,2022,4,174987.84,93
561,2022,5,203133.99,116
561,2022,6,160752.81,85
561,2022,7,170855.74,93
561,2022,8,116966.28,109
561,2022,9,183394.89,95
561,2022,10,224817.25,92
561,2022,11,214256.06,116
561,2022,12,185704.45,89
561,2023,1,181255.02,99
561,2023,2,252647.26,106
561,2023,3,175596.13,90
561,2023,4,208942.4,86
561,2023,5,252991.5,111
561,2023,6,181785.01,87
561,2023,7,195021.42,62
561,2023,8,233526.5,78
561,2023,9,216835.88,77
561,2023,10,194810.31,98
561,2023,11,272386.15,119
561,2023,12,185131.21,118
561,2024,1,184627.95,90
561,2024,2,235981.64,108
561,2024,3,200156.62,85
561,2024,4,192743.82,93
561,2024,5,280359.85,102
561,2024,6,174382.91,89
561,2024,7,116914.87,99
561,2024,8,172377.17,105
561,2024,9,176683.72,87
561,2024,10,191459.88,94
561,2024,11,214367.21,119
561,2024,12,240188.38,95
561,2025,1,184636.84,89
561,2025,2,194145.26,105
561,2025,3,180690.76,91
561,2025,4,170307.43,90
561,2025,5,199726.7,111
561,2025,6,191075.73,113
561,2025,7,198644.88,107
561,2025,8,233107.66,142
561,2025,9,212092.32,97
561,2025,10,184563.07,40
567,2021,8,70460.51,36
567,2021,9,107078.52,54
567,2021,10,100940.9,57
567,2021,11,126123.48,69
567,2021,12,89836.98,49
567,2022,1,98890.49,54
567,2022,2,125011.87,68
567,2022,3,123980.74,60
567,2022,4,106116.7,53
567,2022,5,131394.08,64
567,2022,6,102477.9,63
567,2022,7,126046.03,60
567,2022,8,79843.13,62
567,2022,9,123732.43,60
567,2022,10,119187.38,55
567,2022,11,149843.67,63
567,2022,12,107489.24,63
567,2023,1,117071.3,62
567,2023,2,154619.74,67
567,2023,3,144509.16,55
567,2023,4,134333.77,58
567,2023,5,163271.67,78
567,2023,6,125576.26,49
567,2023,7,139030.84,39
567,2023,8,142299.83,42
567,2023,9,125342.31,45
567,2023,10,115342.92,53
567,2023,11,136632.2,61
567,2023,12,131555.93,74
567,2024,1,114207.53,55
567,2024,2,154325.6,59
567,2024,3,112564.79,52
567,2024,4,120436.54,53
567,2024,5,168469.14,77
567,2024,6,97129.16,56
567,2024,7,93740.97,55
567,2024,8,91893.26,74
567,2024,9,93358.43,49
567,2024,10,123744.95,62
567,2024,11,148112.17,77
567,2024,12,176622.97,64
567,2025,1,110382.38,56
567,2025,2,145366.14,75
567,2025,3,116446.38,61
567,2025,4,104558.87,62
567,2025,5,177265.44,73
567,2025,6,124035.13,64
567,2025,7,124657.95,70
567,2025,8,150490.03,95
567,2025,9,127985.81,74
567,2025,10,109836.91,33
571,2021,8,40608.71,28
571,2021,9,78944.35,40
571,2021,10,56467.0,38
571,2021,11,106244.97,50
571,2021,12,72422.08,41
571,2022,1,76667.49,43
571,2022,2,86840.94,51
571,2022,3,63595.29,39
571,2022,4,74931.95,38
571,2022,5,90682.36,57
571,2022,6,90519.69,42
571,2022,7,88795.25,45
571,2022,8,48188.09,67
571,2022,9,90621.6,54
571,2022,10,68677.59,63
571,2022,11,127657.33,73
571,2022,12,85006.34,55
571,2023,1,85885.95,59
571,2023,2,99792.22,74
571,2023,3,75994.42,63
571,2023,4,85594.32,52
571,2023,5,104270.74,79
571,2023,6,114813.43,53
571,2023,7,98515.51,44
571,2023,8,118216.39,56
571,2023,9,104444.49,54
571,2023,10,112185.67,67
571,2023,11,133995.02,98
571,2023,12,113338.63,100
571,2024,1,114957.42,74
571,2024,2,146826.42,98
571,2024,3,117342.29,84
571,2024,4,101234.11,75
571,2024,5,143349.83,114
571,2024,6,107907.59,80
571,2024,7,95387.78,81
571,2024,8,132960.5,119
571,2024,9,120258.43,85
571,2024,10,151554.87,93
571,2024,11,193790.23,118
571,2024,12,196365.33,94
571,2025,1,140165.56,90
571,2025,2,224545.81,125
571,2025,3,191261.04,102
571,2025,4,145674.93,83
571,2025,5,217002.02,123
571,2025,6,169352.54,112
571,2025,7,169193.27,125
571,2025,8,242081.55,167
571,2025,9,222989.56,101
571,2025,10,216014.7,43
575,2021,8,35736.65,24
575,2021,9,77957.19,45
575,2021,10,76404.48,48
575,2021,11,121661.08,70
575,2021,12,72378.47,51
575,2022,1,86704.68,57
575,2022,2,140466.17,70
575,2022,3,104432.99,66
575,2022,4,119397.6,69
575,2022,5,101754.82,73
575,2022,6,89258.84,63
575,2022,7,97731.09,61
575,2022,8,44406.18,81
575,2022,9,89806.38,74
575,2022,10,91713.94,66
575,2022,11,136646.64,79
575,2022,12,88813.94,64
575,2023,1,108060.78,61
575,2023,2,165002.4,82
575,2023,3,118963.63,65
575,2023,4,134542.7,58
575,2023,5,117222.95,86
575,2023,6,106769.44,60
575,2023,7,117869.01,46
575,2023,8,169687.69,54
575,2023,9,120925.77,58
575,2023,10,128875.56,65
575,2023,11,167476.15,87
575,2023,12,108878.58,91
575,2024,1,126129.62,78
575,2024,2,136926.03,89
575,2024,3,128097.05,77
575,2024,4,115247.05,83
575,2024,5,160128.18,105
575,2024,6,97869.6,86
575,2024,7,86123.53,80
575,2024,8,98088.99,110
575,2024,9,107028.2,92
575,2024,10,128760.46,84
575,2024,11,176785.92,116
575,2024,12,169561.41,93
575,2025,1,125076.66,88
575,2025,2,167361.01,111
575,2025,3,115514.66,97
575,2025,4,144535.76,87
575,2025,5,213077.97,126
575,2025,6,149105.02,112
575,2025,7,148712.18,117
575,2025,8,183434.36,148
575,2025,9,152856.36,98
575,2025,10,168927.78,56
576,2021,8,58964.78,56
576,2021,9,86082.29,71
576,2021,10,87457.92,75
576,2021,11,110596.28,96
576,2021,12,77310.4,69
576,2022,1,88562.09,72
576,2022,2,112607.6,99
576,2022,3,78291.37,72
576,2022,4,84963.81,75
576,2022,5,99147.03,97
576,2022,6,84744.59,78
576,2022,7,96111.31,75
576,2022,8,72993.64,98
576,2022,9,96575.96,78
576,2022,10,106503.16,80
576,2022,11,130423.15,91
576,2022,12,90692.17,78
576,2023,1,105360.8,86
576,2023,2,130346.93,93
576,2023,3,96132.56,82
576,2023,4,101361.37,87
576,2023,5,118281.28,104
576,2023,6,102576.38,82
576,2023,7,108382.81,77
576,2023,8,120837.58,90
576,2023,9,96447.77,84
576,2023,10,106564.59,71
576,2023,11,136851.4,99
576,2023,12,97496.48,81
576,2024,1,112776.69,77
576,2024,2,126363.03,97
576,2024,3,109934.7,68
576,2024,4,98842.58,70
576,2024,5,139548.54,73
576,2024,6,92621.14,55
576,2024,7,106680.05,58
576,2024,8,119879.81,62
576,2024,9,100264.74,49
576,2024,10,83412.7,52
576,2024,11,114477.81,64
576,2024,12,106953.12,37
576,2025,1,83951.38,46
576,2025,2,105121.85,44
576,2025,3,79619.97,40
576,2025,4,84426.6,38
576,2025,5,76483.88,57
576,2025,6,63274.41,44
576,2025,7,66554.15,40
576,2025,8,64439.3,54
576,2025,9,46156.24,40
576,2025,10,53226.8,20
578,2021,8,85113.41,51
578,2021,9,115097.94,80
578,2021,10,108078.81,77
578,2021,11,168899.6,97
578,2021,12,114086.24,85
578,2022,1,128820.22,85
578,2022,2,150012.56,104
578,2022,3,133302.27,82
578,2022,4,111141.6,70
578,2022,5,155181.59,89
578,2022,6,128861.23,81
578,2022,7,121275.55,80
578,2022,8,97577.37,110
578,2022,9,143698.89,87
578,2022,10,128260.86,77
578,2022,11,197414.01,105
578,2022,12,139119.84,86
578,2023,1,151783.96,85
578,2023,2,175629.02,97
578,2023,3,146664.75,82
578,2023,4,133762.82,81
578,2023,5,177307.99,106
578,2023,6,154874.72,73
578,2023,7,138099.5,51
578,2023,8,174337.93,66
578,2023,9,129869.62,63
578,2023,10,146622.89,83
578,2023,11,174361.19,101
578,2023,12,139300.71,99
578,2024,1,153419.83,84
578,2024,2,168592.76,96
578,2024,3,158448.47,86
578,2024,4,127528.6,89
578,2024,5,186848.39,97
578,2024,6,121639.16,78
578,2024,7,93083.5,83
578,2024,8,110526.78,106
578,2024,9,107116.92,82
578,2024,10,154759.72,79
578,2024,11,162458.72,104
578,2024,12,179616.26,82
578,2025,1,156308.27,86
578,2025,2,167599.09,87
578,2025,3,148019.46,85
578,2025,4,155041.92,89
578,2025,5,165621.08,99
578,2025,6,151641.93,93
578,2025,7,149554.54,109
578,2025,8,187231.22,127
578,2025,9,137953.22,92
578,2025,10,127860.64,42
584,2021,8,45439.86,33
584,2021,9,77352.81,59
584,2021,10,78465.1,54
584,2021,11,89692.98,73
584,2021,12,66563.34,60
584,2022,1,60671.2,48
584,2022,2,118610.1,66
584,2022,3,64444.59,57
584,2022,4,82106.88,52
584,2022,5,126716.82,71
584,2022,6,77902.74,50
584,2022,7,97358.05,62
584,2022,8,54247.5,60
584,2022,9,85465.72,55
584,2022,10,97738.4,53
584,2022,11,107151.57,69
584,2022,12,82239.89,53
584,2023,1,74693.41,57
584,2023,2,133910.53,70
584,2023,3,79541.16,52
584,2023,4,98309.87,55
584,2023,5,142955.35,63
584,2023,6,90089.51,43
584,2023,7,109428.87,36
584,2023,8,130105.66,54
584,2023,9,91885.62,44
584,2023,10,85821.3,52
584,2023,11,126892.37,68
584,2023,12,100786.26,87
584,2024,1,101212.39,58
584,2024,2,146591.5,77
584,2024,3,87344.94,54
584,2024,4,81750.62,56
584,2024,5,89662.61,67
584,2024,6,78728.7,58
584,2024,7,46581.69,57
584,2024,8,69081.33,64
584,2024,9,57502.95,59
584,2024,10,82973.58,58
584,2024,11,84534.16,71
584,2024,12,97854.01,61
584,2025,1,73040.58,64
584,2025,2,109781.87,68
584,2025,3,67250.98,62
584,2025,4,76421.66,60
584,2025,5,96753.72,75
584,2025,6,71297.17,65
584,2025,7,66646.69,75
584,2025,8,92358.75,96
584,2025,9,64106.89,64
584,2025,10,77504.42,29
589,2021,8,45522.43,33
589,2021,9,71359.62,47
589,2021,10,58315.83,48
589,2021,11,64278.3,55
589,2021,12,56110.95,47
589,2022,1,60047.23,50
589,2022,2,101166.78,63
589,2022,3,55719.59,45
589,2022,4,67842.07,46
589,2022,5,94002.72,68
589,2022,6,66532.01,51
589,2022,7,75899.37,55
589,2022,8,51600.24,61
589,2022,9,87722.69,49
589,2022,10,67036.05,48
589,2022,11,71874.82,61
589,2022,12,69877.0,45
589,2023,1,72881.28,48
589,2023,2,120529.02,59
589,2023,3,64303.24,46
589,2023,4,80003.44,50
589,2023,5,116505.01,63
589,2023,6,78151.65,44
589,2023,7,84179.29,37
589,2023,8,97901.67,45
589,2023,9,85303.65,49
589,2023,10,83537.02,60
589,2023,11,103076.0,79
589,2023,12,72762.56,92
589,2024,1,64875.0,87
589,2024,2,99650.3,101
589,2024,3,68878.27,20
589,2025,6,72303.22,13
589,2025,7,67373.96,15
589,2025,8,65425.33,20
589,2025,9,75800.72,8
591,2021,8,100442.47,43
591,2021,9,153951.46,79
591,2021,10,147758.44,73
591,2021,11,195614.28,89
591,2021,12,149555.72,78
591,2022,1,149587.43,73
591,2022,2,213984.41,99
591,2022,3,147375.01,69
591,2022,4,175584.72,76
591,2022,5,205160.53,91
591,2022,6,138371.89,76
591,2022,7,185603.44,75
591,2022,8,117405.47,86
591,2022,9,187233.03,70
591,2022,10,181295.1,75
591,2022,11,241244.82,103
591,2022,12,170329.08,81
591,2023,1,173400.76,68
591,2023,2,246197.87,107
591,2023,3,169651.61,81
591,2023,4,202382.11,79
591,2023,5,227517.42,100
591,2023,6,170949.77,75
591,2023,7,204823.08,47
591,2023,8,234951.88,61
591,2023,9,180868.91,59
591,2023,10,170031.95,67
591,2023,11,236931.75,93
591,2023,12,172775.76,105
591,2024,1,165330.94,77
591,2024,2,214837.55,97
591,2024,3,177931.82,71
591,2024,4,195678.57,76
591,2024,5,235647.56,104
591,2024,6,196277.58,71
591,2024,7,107982.12,73
591,2024,8,170082.19,100
591,2024,9,115283.48,70
591,2024,10,156924.42,71
591,2024,11,202994.6,95
591,2024,12,218688.75,78
591,2025,1,185601.56,80
591,2025,2,219892.04,109
591,2025,3,153084.48,76
591,2025,4,152003.44,87
591,2025,5,212165.11,122
591,2025,6,164683.24,101
591,2025,7,166632.28,131
591,2025,8,194040.46,141
