Date Key,Day of Week Name,Day of Week Number,Day of Month,Day of Year,Week Start Date,Is Weekend,Calendar Year,Calendar Month,Calendar Month Name,Calendar Quarter,Fiscal Year,Fiscal Quarter,Fiscal Period,Fiscal Period Name,Fiscal Week of Year,Fiscal Week of Period,Fiscal Year Day Number,Is 53rd Week,Fiscal Season,Fiscal Year Start Date,Fiscal Year End Date,Fiscal Quarter Start Date,Fiscal Quarter End Date,Fiscal Period Start Date,Fiscal Period End Date,Fiscal Season Start Date,Fiscal Season End Date,Fiscal Quarter Day Number,Fiscal Period Day Number,Fiscal Season Day Number,Prior Year Date
2023-11-07,Tuesday,3,7,311,2023-11-05,N,2023,11,November,4,2023,4,11,P11,45,2,311,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-10-29,2023-12-02,2023-07-02,2024-01-06,38,10,129,2022-11-08
2023-11-08,Wednesday,4,8,312,2023-11-05,N,2023,11,November,4,2023,4,11,P11,45,2,312,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-10-29,2023-12-02,2023-07-02,2024-01-06,39,11,130,2022-11-09
2023-11-09,Thursday,5,9,313,2023-11-05,N,2023,11,November,4,2023,4,11,P11,45,2,313,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-10-29,2023-12-02,2023-07-02,2024-01-06,40,12,131,2022-11-10
2023-11-10,Friday,6,10,314,2023-11-05,N,2023,11,November,4,2023,4,11,P11,45,2,314,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-10-29,2023-12-02,2023-07-02,2024-01-06,41,13,132,2022-11-11
2023-11-11,Saturday,7,11,315,2023-11-05,Y,2023,11,November,4,2023,4,11,P11,45,2,315,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-10-29,2023-12-02,2023-07-02,2024-01-06,42,14,133,2022-11-12
2023-11-12,Sunday,1,12,316,2023-11-12,Y,2023,11,November,4,2023,4,11,P11,46,3,316,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-10-29,2023-12-02,2023-07-02,2024-01-06,43,15,134,2022-11-13
2023-11-13,Monday,2,13,317,2023-11-12,N,2023,11,November,4,2023,4,11,P11,46,3,317,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-10-29,2023-12-02,2023-07-02,2024-01-06,44,16,135,2022-11-14
2023-11-14,Tuesday,3,14,318,2023-11-12,N,2023,11,November,4,2023,4,11,P11,46,3,318,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-10-29,2023-12-02,2023-07-02,2024-01-06,45,17,136,2022-11-15
2023-11-15,Wednesday,4,15,319,2023-11-12,N,2023,11,November,4,2023,4,11,P11,46,3,319,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-10-29,2023-12-02,2023-07-02,2024-01-06,46,18,137,2022-11-16
2023-11-16,Thursday,5,16,320,2023-11-12,N,2023,11,November,4,2023,4,11,P11,46,3,320,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-10-29,2023-12-02,2023-07-02,2024-01-06,47,19,138,2022-11-17
2023-11-17,Friday,6,17,321,2023-11-12,N,2023,11,November,4,2023,4,11,P11,46,3,321,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-10-29,2023-12-02,2023-07-02,2024-01-06,48,20,139,2022-11-18
2023-11-18,Saturday,7,18,322,2023-11-12,Y,2023,11,November,4,2023,4,11,P11,46,3,322,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-10-29,2023-12-02,2023-07-02,2024-01-06,49,21,140,2022-11-19
2023-11-19,Sunday,1,19,323,2023-11-19,Y,2023,11,November,4,2023,4,11,P11,47,4,323,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-10-29,2023-12-02,2023-07-02,2024-01-06,50,22,141,2022-11-20
2023-11-20,Monday,2,20,324,2023-11-19,N,2023,11,November,4,2023,4,11,P11,47,4,324,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-10-29,2023-12-02,2023-07-02,2024-01-06,51,23,142,2022-11-21
2023-11-21,Tuesday,3,21,325,2023-11-19,N,2023,11,November,4,2023,4,11,P11,47,4,325,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-10-29,2023-12-02,2023-07-02,2024-01-06,52,24,143,2022-11-22
2023-11-22,Wednesday,4,22,326,2023-11-19,N,2023,11,November,4,2023,4,11,P11,47,4,326,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-10-29,2023-12-02,2023-07-02,2024-01-06,53,25,144,2022-11-23
2023-11-23,Thursday,5,23,327,2023-11-19,N,2023,11,November,4,2023,4,11,P11,47,4,327,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-10-29,2023-12-02,2023-07-02,2024-01-06,54,26,145,2022-11-24
2023-11-24,Friday,6,24,328,2023-11-19,N,2023,11,November,4,2023,4,11,P11,47,4,328,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-10-29,2023-12-02,2023-07-02,2024-01-06,55,27,146,2022-11-25
2023-11-25,Saturday,7,25,329,2023-11-19,Y,2023,11,November,4,2023,4,11,P11,47,4,329,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-10-29,2023-12-02,2023-07-02,2024-01-06,56,28,147,2022-11-26
2023-11-26,Sunday,1,26,330,2023-11-26,Y,2023,11,November,4,2023,4,11,P11,48,5,330,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-10-29,2023-12-02,2023-07-02,2024-01-06,57,29,148,2022-11-27
2023-11-27,Monday,2,27,331,2023-11-26,N,2023,11,November,4,2023,4,11,P11,48,5,331,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-10-29,2023-12-02,2023-07-02,2024-01-06,58,30,149,2022-11-28
2023-11-28,Tuesday,3,28,332,2023-11-26,N,2023,11,November,4,2023,4,11,P11,48,5,332,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-10-29,2023-12-02,2023-07-02,2024-01-06,59,31,150,2022-11-29
2023-11-29,Wednesday,4,29,333,2023-11-26,N,2023,11,November,4,2023,4,11,P11,48,5,333,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-10-29,2023-12-02,2023-07-02,2024-01-06,60,32,151,2022-11-30
2023-11-30,Thursday,5,30,334,2023-11-26,N,2023,11,November,4,2023,4,11,P11,48,5,334,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-10-29,2023-12-02,2023-07-02,2024-01-06,61,33,152,2022-12-01
2023-12-01,Friday,6,1,335,2023-11-26,N,2023,12,December,4,2023,4,11,P11,48,5,335,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-10-29,2023-12-02,2023-07-02,2024-01-06,62,34,153,2022-12-02
2023-12-02,Saturday,7,2,336,2023-11-26,Y,2023,12,December,4,2023,4,11,P11,48,5,336,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-10-29,2023-12-02,2023-07-02,2024-01-06,63,35,154,2022-12-03
2023-12-03,Sunday,1,3,337,2023-12-03,Y,2023,12,December,4,2023,4,12,P12,49,1,337,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,64,1,155,2022-12-04
2023-12-04,Monday,2,4,338,2023-12-03,N,2023,12,December,4,2023,4,12,P12,49,1,338,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,65,2,156,2022-12-05
2023-12-05,Tuesday,3,5,339,2023-12-03,N,2023,12,December,4,2023,4,12,P12,49,1,339,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,66,3,157,2022-12-06
2023-12-06,Wednesday,4,6,340,2023-12-03,N,2023,12,December,4,2023,4,12,P12,49,1,340,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,67,4,158,2022-12-07
2023-12-07,Thursday,5,7,341,2023-12-03,N,2023,12,December,4,2023,4,12,P12,49,1,341,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,68,5,159,2022-12-08
2023-12-08,Friday,6,8,342,2023-12-03,N,2023,12,December,4,2023,4,12,P12,49,1,342,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,69,6,160,2022-12-09
2023-12-09,Saturday,7,9,343,2023-12-03,Y,2023,12,December,4,2023,4,12,P12,49,1,343,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,70,7,161,2022-12-10
2023-12-10,Sunday,1,10,344,2023-12-10,Y,2023,12,December,4,2023,4,12,P12,50,2,344,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,71,8,162,2022-12-11
2023-12-11,Monday,2,11,345,2023-12-10,N,2023,12,December,4,2023,4,12,P12,50,2,345,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,72,9,163,2022-12-12
2023-12-12,Tuesday,3,12,346,2023-12-10,N,2023,12,December,4,2023,4,12,P12,50,2,346,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,73,10,164,2022-12-13
2023-12-13,Wednesday,4,13,347,2023-12-10,N,2023,12,December,4,2023,4,12,P12,50,2,347,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,74,11,165,2022-12-14
2023-12-14,Thursday,5,14,348,2023-12-10,N,2023,12,December,4,2023,4,12,P12,50,2,348,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,75,12,166,2022-12-15
2023-12-15,Friday,6,15,349,2023-12-10,N,2023,12,December,4,2023,4,12,P12,50,2,349,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,76,13,167,2022-12-16
2023-12-16,Saturday,7,16,350,2023-12-10,Y,2023,12,December,4,2023,4,12,P12,50,2,350,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,77,14,168,2022-12-17
2023-12-17,Sunday,1,17,351,2023-12-17,Y,2023,12,December,4,2023,4,12,P12,51,3,351,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,78,15,169,2022-12-18
2023-12-18,Monday,2,18,352,2023-12-17,N,2023,12,December,4,2023,4,12,P12,51,3,352,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,79,16,170,2022-12-19
2023-12-19,Tuesday,3,19,353,2023-12-17,N,2023,12,December,4,2023,4,12,P12,51,3,353,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,80,17,171,2022-12-20
2023-12-20,Wednesday,4,20,354,2023-12-17,N,2023,12,December,4,2023,4,12,P12,51,3,354,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,81,18,172,2022-12-21
2023-12-21,Thursday,5,21,355,2023-12-17,N,2023,12,December,4,2023,4,12,P12,51,3,355,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,82,19,173,2022-12-22
2023-12-22,Friday,6,22,356,2023-12-17,N,2023,12,December,4,2023,4,12,P12,51,3,356,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,83,20,174,2022-12-23
2023-12-23,Saturday,7,23,357,2023-12-17,Y,2023,12,December,4,2023,4,12,P12,51,3,357,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,84,21,175,2022-12-24
2023-12-24,Sunday,1,24,358,2023-12-24,Y,2023,12,December,4,2023,4,12,P12,52,4,358,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,85,22,176,2022-12-25
2023-12-25,Monday,2,25,359,2023-12-24,N,2023,12,December,4,2023,4,12,P12,52,4,359,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,86,23,177,2022-12-26
2023-12-26,Tuesday,3,26,360,2023-12-24,N,2023,12,December,4,2023,4,12,P12,52,4,360,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,87,24,178,2022-12-27
2023-12-27,Wednesday,4,27,361,2023-12-24,N,2023,12,December,4,2023,4,12,P12,52,4,361,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,88,25,179,2022-12-28
2023-12-28,Thursday,5,28,362,2023-12-24,N,2023,12,December,4,2023,4,12,P12,52,4,362,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,89,26,180,2022-12-29
2023-12-29,Friday,6,29,363,2023-12-24,N,2023,12,December,4,2023,4,12,P12,52,4,363,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,90,27,181,2022-12-30
2023-12-30,Saturday,7,30,364,2023-12-24,Y,2023,12,December,4,2023,4,12,P12,52,4,364,N,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,91,28,182,2022-12-31
2023-12-31,Sunday,1,31,365,2023-12-31,Y,2023,12,December,4,2023,4,12,P12,53,5,365,Y,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,92,29,183,
2024-01-01,Monday,2,1,1,2023-12-31,N,2024,1,January,1,2023,4,12,P12,53,5,366,Y,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,93,30,184,
2024-01-02,Tuesday,3,2,2,2023-12-31,N,2024,1,January,1,2023,4,12,P12,53,5,367,Y,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,94,31,185,
2024-01-03,Wednesday,4,3,3,2023-12-31,N,2024,1,January,1,2023,4,12,P12,53,5,368,Y,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,95,32,186,
2024-01-04,Thursday,5,4,4,2023-12-31,N,2024,1,January,1,2023,4,12,P12,53,5,369,Y,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,96,33,187,
2024-01-05,Friday,6,5,5,2023-12-31,N,2024,1,January,1,2023,4,12,P12,53,5,370,Y,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,97,34,188,
2024-01-06,Saturday,7,6,6,2023-12-31,Y,2024,1,January,1,2023,4,12,P12,53,5,371,Y,H2,2023-01-01,2024-01-06,2023-10-01,2024-01-06,2023-12-03,2024-01-06,2023-07-02,2024-01-06,98,35,189,
2024-01-07,Sunday,1,7,7,2024-01-07,Y,2024,1,January,1,2024,1,1,P01,1,1,1,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-01-07,2024-02-03,2024-01-07,2024-07-06,1,1,1,2023-01-01
2024-01-08,Monday,2,8,8,2024-01-07,N,2024,1,January,1,2024,1,1,P01,1,1,2,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-01-07,2024-02-03,2024-01-07,2024-07-06,2,2,2,2023-01-02
2024-01-09,Tuesday,3,9,9,2024-01-07,N,2024,1,January,1,2024,1,1,P01,1,1,3,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-01-07,2024-02-03,2024-01-07,2024-07-06,3,3,3,2023-01-03
2024-01-10,Wednesday,4,10,10,2024-01-07,N,2024,1,January,1,2024,1,1,P01,1,1,4,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-01-07,2024-02-03,2024-01-07,2024-07-06,4,4,4,2023-01-04
2024-01-11,Thursday,5,11,11,2024-01-07,N,2024,1,January,1,2024,1,1,P01,1,1,5,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-01-07,2024-02-03,2024-01-07,2024-07-06,5,5,5,2023-01-05
2024-01-12,Friday,6,12,12,2024-01-07,N,2024,1,January,1,2024,1,1,P01,1,1,6,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-01-07,2024-02-03,2024-01-07,2024-07-06,6,6,6,2023-01-06
2024-01-13,Saturday,7,13,13,2024-01-07,Y,2024,1,January,1,2024,1,1,P01,1,1,7,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-01-07,2024-02-03,2024-01-07,2024-07-06,7,7,7,2023-01-07
2024-01-14,Sunday,1,14,14,2024-01-14,Y,2024,1,January,1,2024,1,1,P01,2,2,8,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-01-07,2024-02-03,2024-01-07,2024-07-06,8,8,8,2023-01-08
2024-01-15,Monday,2,15,15,2024-01-14,N,2024,1,January,1,2024,1,1,P01,2,2,9,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-01-07,2024-02-03,2024-01-07,2024-07-06,9,9,9,2023-01-09
2024-01-16,Tuesday,3,16,16,2024-01-14,N,2024,1,January,1,2024,1,1,P01,2,2,10,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-01-07,2024-02-03,2024-01-07,2024-07-06,10,10,10,2023-01-10
2024-01-17,Wednesday,4,17,17,2024-01-14,N,2024,1,January,1,2024,1,1,P01,2,2,11,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-01-07,2024-02-03,2024-01-07,2024-07-06,11,11,11,2023-01-11
2024-01-18,Thursday,5,18,18,2024-01-14,N,2024,1,January,1,2024,1,1,P01,2,2,12,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-01-07,2024-02-03,2024-01-07,2024-07-06,12,12,12,2023-01-12
2024-01-19,Friday,6,19,19,2024-01-14,N,2024,1,January,1,2024,1,1,P01,2,2,13,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-01-07,2024-02-03,2024-01-07,2024-07-06,13,13,13,2023-01-13
2024-01-20,Saturday,7,20,20,2024-01-14,Y,2024,1,January,1,2024,1,1,P01,2,2,14,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-01-07,2024-02-03,2024-01-07,2024-07-06,14,14,14,2023-01-14
2024-01-21,Sunday,1,21,21,2024-01-21,Y,2024,1,January,1,2024,1,1,P01,3,3,15,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-01-07,2024-02-03,2024-01-07,2024-07-06,15,15,15,2023-01-15
2024-01-22,Monday,2,22,22,2024-01-21,N,2024,1,January,1,2024,1,1,P01,3,3,16,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-01-07,2024-02-03,2024-01-07,2024-07-06,16,16,16,2023-01-16
2024-01-23,Tuesday,3,23,23,2024-01-21,N,2024,1,January,1,2024,1,1,P01,3,3,17,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-01-07,2024-02-03,2024-01-07,2024-07-06,17,17,17,2023-01-17
2024-01-24,Wednesday,4,24,24,2024-01-21,N,2024,1,January,1,2024,1,1,P01,3,3,18,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-01-07,2024-02-03,2024-01-07,2024-07-06,18,18,18,2023-01-18
2024-01-25,Thursday,5,25,25,2024-01-21,N,2024,1,January,1,2024,1,1,P01,3,3,19,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-01-07,2024-02-03,2024-01-07,2024-07-06,19,19,19,2023-01-19
2024-01-26,Friday,6,26,26,2024-01-21,N,2024,1,January,1,2024,1,1,P01,3,3,20,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-01-07,2024-02-03,2024-01-07,2024-07-06,20,20,20,2023-01-20
2024-01-27,Saturday,7,27,27,2024-01-21,Y,2024,1,January,1,2024,1,1,P01,3,3,21,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-01-07,2024-02-03,2024-01-07,2024-07-06,21,21,21,2023-01-21
2024-01-28,Sunday,1,28,28,2024-01-28,Y,2024,1,January,1,2024,1,1,P01,4,4,22,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-01-07,2024-02-03,2024-01-07,2024-07-06,22,22,22,2023-01-22
2024-01-29,Monday,2,29,29,2024-01-28,N,2024,1,January,1,2024,1,1,P01,4,4,23,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-01-07,2024-02-03,2024-01-07,2024-07-06,23,23,23,2023-01-23
2024-01-30,Tuesday,3,30,30,2024-01-28,N,2024,1,January,1,2024,1,1,P01,4,4,24,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-01-07,2024-02-03,2024-01-07,2024-07-06,24,24,24,2023-01-24
2024-01-31,Wednesday,4,31,31,2024-01-28,N,2024,1,January,1,2024,1,1,P01,4,4,25,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-01-07,2024-02-03,2024-01-07,2024-07-06,25,25,25,2023-01-25
2024-02-01,Thursday,5,1,32,2024-01-28,N,2024,2,February,1,2024,1,1,P01,4,4,26,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-01-07,2024-02-03,2024-01-07,2024-07-06,26,26,26,2023-01-26
2024-02-02,Friday,6,2,33,2024-01-28,N,2024,2,February,1,2024,1,1,P01,4,4,27,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-01-07,2024-02-03,2024-01-07,2024-07-06,27,27,27,2023-01-27
2024-02-03,Saturday,7,3,34,2024-01-28,Y,2024,2,February,1,2024,1,1,P01,4,4,28,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-01-07,2024-02-03,2024-01-07,2024-07-06,28,28,28,2023-01-28
2024-02-04,Sunday,1,4,35,2024-02-04,Y,2024,2,February,1,2024,1,2,P02,5,1,29,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-02-04,2024-03-09,2024-01-07,2024-07-06,29,1,29,2023-01-29
2024-02-05,Monday,2,5,36,2024-02-04,N,2024,2,February,1,2024,1,2,P02,5,1,30,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-02-04,2024-03-09,2024-01-07,2024-07-06,30,2,30,2023-01-30
2024-02-06,Tuesday,3,6,37,2024-02-04,N,2024,2,February,1,2024,1,2,P02,5,1,31,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-02-04,2024-03-09,2024-01-07,2024-07-06,31,3,31,2023-01-31
2024-02-07,Wednesday,4,7,38,2024-02-04,N,2024,2,February,1,2024,1,2,P02,5,1,32,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-02-04,2024-03-09,2024-01-07,2024-07-06,32,4,32,2023-02-01
2024-02-08,Thursday,5,8,39,2024-02-04,N,2024,2,February,1,2024,1,2,P02,5,1,33,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-02-04,2024-03-09,2024-01-07,2024-07-06,33,5,33,2023-02-02
2024-02-09,Friday,6,9,40,2024-02-04,N,2024,2,February,1,2024,1,2,P02,5,1,34,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-02-04,2024-03-09,2024-01-07,2024-07-06,34,6,34,2023-02-03
2024-02-10,Saturday,7,10,41,2024-02-04,Y,2024,2,February,1,2024,1,2,P02,5,1,35,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-02-04,2024-03-09,2024-01-07,2024-07-06,35,7,35,2023-02-04
2024-02-11,Sunday,1,11,42,2024-02-11,Y,2024,2,February,1,2024,1,2,P02,6,2,36,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-02-04,2024-03-09,2024-01-07,2024-07-06,36,8,36,2023-02-05
2024-02-12,Monday,2,12,43,2024-02-11,N,2024,2,February,1,2024,1,2,P02,6,2,37,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-02-04,2024-03-09,2024-01-07,2024-07-06,37,9,37,2023-02-06
2024-02-13,Tuesday,3,13,44,2024-02-11,N,2024,2,February,1,2024,1,2,P02,6,2,38,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-02-04,2024-03-09,2024-01-07,2024-07-06,38,10,38,2023-02-07
2024-02-14,Wednesday,4,14,45,2024-02-11,N,2024,2,February,1,2024,1,2,P02,6,2,39,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-02-04,2024-03-09,2024-01-07,2024-07-06,39,11,39,2023-02-08
2024-02-15,Thursday,5,15,46,2024-02-11,N,2024,2,February,1,2024,1,2,P02,6,2,40,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-02-04,2024-03-09,2024-01-07,2024-07-06,40,12,40,2023-02-09
2024-02-16,Friday,6,16,47,2024-02-11,N,2024,2,February,1,2024,1,2,P02,6,2,41,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-02-04,2024-03-09,2024-01-07,2024-07-06,41,13,41,2023-02-10
2024-02-17,Saturday,7,17,48,2024-02-11,Y,2024,2,February,1,2024,1,2,P02,6,2,42,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-02-04,2024-03-09,2024-01-07,2024-07-06,42,14,42,2023-02-11
2024-02-18,Sunday,1,18,49,2024-02-18,Y,2024,2,February,1,2024,1,2,P02,7,3,43,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-02-04,2024-03-09,2024-01-07,2024-07-06,43,15,43,2023-02-12
2024-02-19,Monday,2,19,50,2024-02-18,N,2024,2,February,1,2024,1,2,P02,7,3,44,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-02-04,2024-03-09,2024-01-07,2024-07-06,44,16,44,2023-02-13
2024-02-20,Tuesday,3,20,51,2024-02-18,N,2024,2,February,1,2024,1,2,P02,7,3,45,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-02-04,2024-03-09,2024-01-07,2024-07-06,45,17,45,2023-02-14
2024-02-21,Wednesday,4,21,52,2024-02-18,N,2024,2,February,1,2024,1,2,P02,7,3,46,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-02-04,2024-03-09,2024-01-07,2024-07-06,46,18,46,2023-02-15
2024-02-22,Thursday,5,22,53,2024-02-18,N,2024,2,February,1,2024,1,2,P02,7,3,47,N,H1,2024-01-07,2025-01-04,2024-01-07,2024-04-06,2024-02-04,2024-03-09,2024-01-07,2024-07-06,47,19,47,2023-02-16
